Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.53735e+06	7.31912e+06	6.31721e+06	6.31373e+06	6.05074e+06	6.69371e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	5	5	8.5465e+06	7.76213e+06	7.35866e+06	9.0599e+06	8.77937e+06	8.4153e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1		3.1275e+06	2.95664e+06	2.29222e+06	2.79632e+06	2.41538e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	5.93294e+06	6.09412e+06	6.52266e+06	6.4438e+06	6.65751e+06	7.08244e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	9.78458e+06	9.26422e+06	9.18819e+06	9.17867e+06	9.16094e+06	9.29672e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.01136e+07	2.00528e+07	2.056e+07	2.08822e+07	2.01608e+07	2.03159e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.04802e+08	1.07077e+08	1.13776e+08	1.12028e+08	1.06056e+08	1.11414e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	19	19	2.79039e+07	2.74803e+07	2.78988e+07	2.75488e+07	2.76647e+07	2.70914e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	6.34698e+07	5.99515e+07	6.19889e+07	5.85878e+07	6.24346e+07	5.90873e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	8.15396e+06	9.2859e+06	8.81021e+06	9.03182e+06	8.70348e+06	8.93845e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		10	10	1.03737e+07	1.04653e+07	4.72366e+06	5.24526e+06	1.03952e+07	5.42348e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.69543e+07	6.89738e+07	6.68955e+07	6.47577e+07	6.86511e+07	6.71583e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	19	19	1.25367e+07	1.28534e+07	1.31528e+07	1.32305e+07	1.27083e+07	1.29957e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.29784e+06	2.7862e+06	2.33799e+06	2.2833e+06	2.38108e+06	2.73796e+06
P08368	CREB_ECOLI	creB	Transcriptional regulatory protein CreB	1	1		1.13172e+06	1.18806e+06			
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	7.86843e+06	7.6085e+06	7.79607e+06	7.92104e+06	7.70009e+06	7.66711e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	2.16661e+07	2.19167e+07	2.31706e+07	2.29946e+07	2.25602e+07	2.22221e+07
P08395	SPPA_ECOLI	sppA	Protease 4	13	13	1.12708e+07	1.06526e+07	1.12446e+07	1.04777e+07	1.07666e+07	1.06001e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.58474e+07	2.60629e+07	2.74432e+07	2.60902e+07	2.55638e+07	2.63545e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.16656e+07	3.16315e+07	3.31085e+07	3.16037e+07	3.25889e+07	3.3505e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	11	11	1.87407e+07	1.94526e+07	1.74836e+07	1.85723e+07	2.03161e+07	1.84271e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		9	9	9.63493e+06	9.78359e+06	5.13069e+06	5.50645e+06	1.00169e+07	4.73924e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	32	32	3.37515e+08	3.39113e+08	3.3347e+08	3.397e+08	3.40427e+08	3.53325e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	14	14	7.49013e+06	7.19594e+06	6.96534e+06	7.05015e+06	7.26764e+06	6.99133e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.88151e+07	4.86633e+07	4.96058e+07	4.83628e+07	4.87378e+07	4.94342e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	8.23762e+06	7.48358e+06	7.98167e+06	8.35825e+06	7.84904e+06	7.00215e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2	2.34354e+06	2.12649e+06	2.16799e+06	2.23471e+06	2.27521e+06	2.22568e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	11	11	2.27793e+07	2.2985e+07	2.37005e+07	2.34297e+07	2.37579e+07	2.41054e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	6	6	1.28619e+07	1.29751e+07	1.34087e+07	1.39626e+07	1.3178e+07	1.33341e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.95275e+07	2.05352e+07	2.17765e+07	2.11925e+07	2.2048e+07	1.95978e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	6.33513e+07	6.02449e+07	6.22828e+07	6.2135e+07	6.38016e+07	6.27476e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	13	13	3.51093e+07	3.73934e+07	3.90204e+07	3.88325e+07	3.69562e+07	3.86092e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	5.71436e+06	5.61122e+06	5.51577e+06	5.65933e+06	5.75082e+06	5.53125e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	23	17	1.6448e+07	1.61646e+07	1.7099e+07	1.62917e+07	1.58148e+07	1.6353e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	13	13	7.41063e+06	7.91135e+06	8.14788e+06	7.94207e+06	7.67725e+06	7.76858e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	6	6	2.71058e+07	2.71235e+07	2.79446e+07	2.80275e+07	2.57225e+07	2.88266e+07
P09169	OMPT_ECOLI	ompT	Protease 7	13	12	2.25114e+07	2.16549e+07	2.36849e+07	2.1825e+07	2.23045e+07	2.31754e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		3	3	6.54502e+06	6.62308e+06	3.00226e+06	3.30875e+06	6.82201e+06	4.01764e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	3	3	5.38319e+06	5.47716e+06	4.83874e+06	4.34415e+06	4.12531e+06	5.10186e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.57718e+06	1.91903e+06	1.75565e+06	1.62069e+06	1.60922e+06	1.75713e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9	1.8961e+08	1.76985e+08	2.02425e+08	1.99654e+08	1.80518e+08	2.20781e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	2.11378e+09	2.12652e+09	2.14425e+09	2.14001e+09	2.1341e+09	2.14429e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	12	12	2.77045e+07	2.89848e+07	3.04611e+07	2.99678e+07	2.85419e+07	3.04927e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	1.88814e+07	2.02056e+07	1.95181e+07	1.87324e+07	1.96396e+07	1.9187e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	2.05462e+07	2.21099e+07	2.58804e+07	2.39575e+07	1.92027e+07	2.67731e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	1.02735e+07	1.00812e+07	1.03134e+07	1.01062e+07	1.06315e+07	9.62963e+06
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	41	41	9.58599e+06	9.85855e+06	1.03166e+07	9.78494e+06	9.48825e+06	9.95883e+06
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	5	5	3.13659e+07	2.99528e+07	3.14983e+07	3.33662e+07	3.10306e+07	3.10399e+07
P09833	MODC_ECOLI	modC	Molybdenum import ATP-binding protein ModC	1	1	436516	394118		419128	500421	333817
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	1	1	1.17023e+06		853378		1.13429e+06	681232
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	23	23	1.22432e+07	1.24147e+07	1.24192e+07	1.21807e+07	1.24811e+07	1.25393e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	6	6	4.80304e+06	4.9062e+06	4.8382e+06	4.21938e+06	4.78242e+06	4.3749e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	7.73724e+08	7.83429e+08	7.45861e+08	7.68148e+08	7.87721e+08	7.76254e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.24563e+09	1.27257e+09	1.19704e+09	1.13676e+09	1.27465e+09	1.19026e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.08169e+07	1.10625e+07	1.19005e+07	1.16283e+07	1.13125e+07	1.12866e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.09165e+08	1.09635e+08	1.10995e+08	1.08911e+08	1.11944e+08	1.08769e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	8	8	9.74343e+06	1.00724e+07	1.02291e+07	1.01641e+07	1.00016e+07	1.02739e+07
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.16538e+07	1.21137e+07	1.0888e+07	1.17793e+07	1.19197e+07	1.15425e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.47631e+07	2.35074e+07	2.28254e+07	2.25309e+07	2.35848e+07	2.34871e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	7.28909e+07	7.64738e+07	7.17326e+07	7.20632e+07	7.52356e+07	7.37217e+07
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	2	2	626391	531677	498960	526100	572258	600591
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	10	10	1.30263e+07	1.41352e+07	1.31372e+07	1.34403e+07	1.4505e+07	1.40598e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.7605e+07	4.60705e+07	5.35235e+07	5.08647e+07	4.83868e+07	5.11179e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.49515e+07	3.41794e+07	3.09274e+07	3.30496e+07	3.42554e+07	3.13145e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	12	12	4.50025e+07	4.42874e+07	4.53009e+07	4.57879e+07	4.54543e+07	4.54538e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.52721e+07	1.51098e+07	1.57235e+07	1.51673e+07	1.52026e+07	1.51341e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	35	35	5.87407e+08	6.02373e+08	5.86339e+08	5.83505e+08	6.05648e+08	5.92274e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	7.03945e+08	6.91371e+08	7.2052e+08	7.254e+08	6.90343e+08	7.57027e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	2	2	1.64099e+07	1.64491e+07	1.63172e+07	1.69033e+07	1.59866e+07	1.54989e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.44819e+08	1.41493e+08	1.41341e+08	1.37724e+08	1.4809e+08	1.408e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22	9.38395e+07	9.56572e+07	9.13117e+07	9.41933e+07	9.35517e+07	9.33915e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	28	28	8.62336e+07	8.49503e+07	8.4371e+07	8.11269e+07	8.63528e+07	8.28952e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	3	3	1.3958e+06	1.29916e+06	1.22753e+06	1.09447e+06	1.28977e+06	1.21573e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.5443e+07	4.52005e+07	4.56996e+07	4.56394e+07	4.60363e+07	4.673e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	11	11	1.64822e+07	1.6575e+07	1.62546e+07	1.52407e+07	1.55784e+07	1.53563e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	3.31151e+06	4.2056e+06	3.92495e+06	3.95096e+06	4.02545e+06	4.18098e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	2	2	2.70498e+07	2.77079e+07	2.79122e+07	2.73259e+07	2.43958e+07	2.59172e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	4.4602e+06	4.93616e+06	4.71668e+06	4.63723e+06	4.6899e+06	4.68342e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	4	4	1.44789e+06	1.43584e+06	1.39834e+06	1.47323e+06	1.28722e+06	1.30992e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.87179e+07	7.0784e+07	7.04258e+07	7.11196e+07	7.01039e+07	7.09338e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	1.06225e+06	1.0098e+06	764037		801838	744481
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	9.85214e+07	9.66294e+07	1.02577e+08	1.02059e+08	9.99475e+07	1.03381e+08
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	21	21	1.31287e+08	1.33028e+08	1.31068e+08	1.32167e+08	1.31249e+08	1.30965e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	1.02515e+08	1.00464e+08	1.01905e+08	1.02871e+08	9.98268e+07	1.07287e+08
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.52982e+08	1.58164e+08	1.52063e+08	1.55082e+08	1.58305e+08	1.54619e+08
P0A6L4	NANA_ECOLI	nanA	N-acetylneuraminate lyase	2	2		3.93926e+06			3.15563e+06	
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	9.31333e+06	9.12572e+06	9.34054e+06	8.62334e+06	9.24445e+06	8.82338e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.06507e+07	2.22907e+07	2.60009e+07	2.36804e+07	2.27877e+07	2.41884e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	9.8911e+06	1.28237e+07	1.41159e+07	1.36136e+07	1.29845e+07	1.43202e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	41	41	8.47146e+08	8.58897e+08	8.64333e+08	8.56879e+08	8.65441e+08	8.62591e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	6	6	6.82478e+08	6.96169e+08	6.27078e+08	6.2533e+08	6.89093e+08	6.42492e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	5	5	8.33871e+07	8.45421e+07	8.53724e+07	8.82319e+07	8.90951e+07	8.85406e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.5681e+09	1.59888e+09	1.62035e+09	1.63026e+09	1.62316e+09	1.64213e+09
P0A6P5	DER_ECOLI	der	GTPase Der	21	21	2.93955e+07	2.86502e+07	2.79947e+07	2.85965e+07	2.91029e+07	2.85099e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	6.17187e+07	6.40715e+07	6.82079e+07	6.68533e+07	6.47553e+07	6.91719e+07
P0A6P9	ENO_ECOLI	eno	Enolase	26	26	1.13932e+09	1.17844e+09	1.09891e+09	1.11016e+09	1.16106e+09	1.1368e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	11	11	8.69547e+07	8.88126e+07	8.75224e+07	8.68889e+07	8.77207e+07	8.70619e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	1.05762e+08	1.09031e+08	1.061e+08	1.03242e+08	1.11424e+08	1.07025e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	7	7	7.69236e+07	7.72336e+07	7.23021e+07	7.35431e+07	7.94117e+07	7.26981e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	4.20897e+07	4.67188e+07	4.9977e+07	4.12231e+07	4.21966e+07	4.38291e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	6.18646e+06	6.07939e+06	6.45008e+06	6.19752e+06	5.96175e+06	6.08842e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.36354e+07	2.48877e+07	2.32192e+07	2.56613e+07	2.59872e+07	2.5139e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	26	26	2.67663e+08	2.6782e+08	2.58993e+08	2.63356e+08	2.71942e+08	2.686e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	8	8	1.66391e+07	1.66384e+07	1.7213e+07	1.76612e+07	1.64644e+07	1.70505e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.2594e+07	2.16663e+07	2.22884e+07	2.19145e+07	2.27215e+07	2.14311e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.56051e+07	1.54457e+07	1.55129e+07	1.4759e+07	1.52425e+07	1.5382e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	19	19	2.29281e+07	2.36186e+07	2.40377e+07	2.38191e+07	2.29811e+07	2.39333e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	1.93161e+07	1.80757e+07	1.86399e+07	1.77814e+07	1.81228e+07	1.97193e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.33741e+07	1.3977e+07	1.44097e+07	1.40399e+07	1.32131e+07	1.37093e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	8	8	3.20216e+07	3.29699e+07	3.22243e+07	3.12716e+07	3.22145e+07	3.09767e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	9	9	5.03485e+07	5.13071e+07	5.20321e+07	5.34213e+07	5.04901e+07	5.20201e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	4	4	2.16922e+06	2.06984e+06	2.17549e+06	2.46143e+06	2.13728e+06	2.33135e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	4.79103e+06	4.05745e+06	4.1841e+06	3.97173e+06	4.19751e+06	4.27191e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	12	12	1.07851e+08	1.06121e+08	1.08955e+08	1.01807e+08	1.04376e+08	1.06708e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	12	12	2.62796e+07	2.65229e+07	2.67091e+07	2.72594e+07	2.70422e+07	2.66149e+07
P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase	1	1	724300		374237		652778	
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	4.35136e+06	3.71833e+06	4.28886e+06	4.08064e+06	3.4288e+06	3.83486e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	8	8	2.26907e+08	2.25088e+08	2.10244e+08	2.13648e+08	2.27206e+08	2.14916e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	5.60072e+07	6.0552e+07	5.35429e+07	5.78572e+07	5.93439e+07	5.90478e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.31912e+07	4.13894e+07	4.26955e+07	4.28631e+07	4.38519e+07	4.3179e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	43	43	3.97487e+08	3.90695e+08	3.89884e+08	3.99399e+08	4.0387e+08	4.09301e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	20	20	2.5975e+07	2.68754e+07	2.57885e+07	2.63641e+07	2.61223e+07	2.55284e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	43	43	1.2533e+08	1.2382e+08	1.28178e+08	1.27718e+08	1.27672e+08	1.28411e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.92334e+06	8.52449e+06	6.97721e+06	7.98651e+06	8.66288e+06	7.45581e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	36	36	8.86053e+07	9.03966e+07	8.44937e+07	8.55786e+07	8.97462e+07	8.77324e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	2.91484e+08	2.9028e+08	2.92808e+08	2.91415e+08	2.91368e+08	2.93898e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.78471e+08	1.79951e+08	1.77434e+08	1.83243e+08	1.82204e+08	1.94109e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	13	13	2.37777e+08	2.29663e+08	2.27635e+08	2.28015e+08	2.26395e+08	2.26532e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9	1.05361e+07	9.78181e+06	1.06881e+07	1.11509e+07	1.03918e+07	1.09482e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.29152e+07	5.35396e+07	5.43909e+07	5.37243e+07	5.37914e+07	5.6234e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3	3	3.17162e+06	3.47303e+06	3.31993e+06	3.61262e+06	3.50881e+06	3.92084e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	7.14702e+06	6.58506e+06	7.19892e+06	6.73893e+06	6.8413e+06	6.89824e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.74929e+07	2.60362e+07	2.825e+07	2.96906e+07	2.52607e+07	2.92966e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	1.10499e+08	1.10436e+08	1.00461e+08	1.05016e+08	1.07656e+08	1.02954e+08
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	4.39624e+06	4.095e+06	4.21898e+06	4.34547e+06	4.18642e+06	4.52611e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.7744e+07	3.5918e+07	3.90777e+07	3.47628e+07	3.61887e+07	3.70177e+07
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	14	14	4.21161e+07	4.19428e+07	4.39206e+07	4.2724e+07	3.89451e+07	4.08861e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1	3.42469e+06	3.11752e+06	3.35858e+06	3.22667e+06	3.22423e+06	2.95424e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	4.21228e+07	3.83907e+07	3.73351e+07	3.46344e+07	3.72867e+07	3.51594e+07
P0A761	NANE_ECOLI	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	2	2	432558		348989		409045	
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.01558e+07	5.34456e+07	5.57794e+07	5.55386e+07	5.13946e+07	5.67595e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	754469	509317	747463		691378	717958
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.26858e+08	1.23906e+08	1.10764e+08	1.06673e+08	1.24723e+08	1.06608e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	3.0243e+07	2.93197e+07	3.05726e+07	2.85047e+07	2.97874e+07	2.8362e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	9.74454e+06	9.02734e+06	8.62993e+06	8.65513e+06	9.60508e+06	9.52461e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	4.82499e+07	4.9052e+07	4.9441e+07	4.83237e+07	4.8669e+07	4.85823e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	3.64642e+07	3.68872e+07	3.78687e+07	3.61413e+07	3.67377e+07	3.81239e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14	1.91046e+08	1.93593e+08	2.08336e+08	1.96375e+08	1.85739e+08	1.93207e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.74162e+09	1.70278e+09	1.69377e+09	1.781e+09	1.70707e+09	1.76635e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	1.31035e+07	1.31726e+07	1.36282e+07	1.27276e+07	1.23609e+07	1.24686e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	6	6	1.68176e+06	1.41882e+06	1.31218e+06	1.3512e+06	1.40833e+06	1.46245e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	15	15	1.32944e+07	1.44972e+07	1.50403e+07	1.42743e+07	1.43535e+07	1.44542e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	10	10	4.54753e+08	4.59395e+08	4.31248e+08	4.40416e+08	4.71883e+08	4.27865e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	15	15	4.32908e+06	4.57629e+06	4.64418e+06	4.76969e+06	4.62315e+06	4.79776e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	12	12	1.59005e+07	1.67654e+07	1.65068e+07	1.71447e+07	1.7197e+07	1.70232e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	8	8	9.42378e+07	9.87289e+07	9.31419e+07	9.94838e+07	1.00011e+08	9.2327e+07
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8	2.76407e+07	2.81116e+07	2.60511e+07	2.57894e+07	2.74085e+07	2.59164e+07
