Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AFB8	NTRC_ECOLI	glnG	Nitrogen regulation protein NR(I)	14	14	7.50464e+06	7.72695e+06	7.62882e+06	7.56809e+06	7.34041e+06	7.80115e+06
P0AFC0	NUDB_ECOLI	nudB	Dihydroneopterin triphosphate pyrophosphatase	1	1	2.41568e+06	2.36496e+06	2.03989e+06	2.44282e+06	2.18714e+06	2.31847e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	4	4	9.74658e+06	9.60807e+06	1.00566e+07	9.75866e+06	9.4784e+06	9.4923e+06
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9	6.36275e+07	6.20301e+07	6.73522e+07	6.24232e+07	6.50053e+07	6.224e+07
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	2.145e+07	2.21147e+07	2.29779e+07	2.2179e+07	2.22982e+07	2.12944e+07
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2	9.38136e+06	9.17123e+06	9.14456e+06	9.10292e+06	8.88718e+06	8.88721e+06
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	8	8	2.80663e+07	2.67619e+07	2.81841e+07	2.62137e+07	2.745e+07	2.70083e+07
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	3	3	2.99774e+06	3.39014e+06	3.15648e+06	2.95203e+06	2.9623e+06	3.31036e+06
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	30	30	1.37305e+08	1.38218e+08	1.42266e+08	1.40955e+08	1.39276e+08	1.39481e+08
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9	1.6363e+08	1.69055e+08	1.53942e+08	1.62869e+08	1.44567e+08	1.56616e+08
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	25	25	3.00298e+07	2.93085e+07	2.97004e+07	2.94872e+07	2.83669e+07	2.88691e+07
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	18	18	6.48453e+07	6.44705e+07	6.74895e+07	6.59362e+07	6.3022e+07	6.37144e+07
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	53	53	4.1166e+08	4.20634e+08	4.28448e+08	4.15317e+08	4.23653e+08	4.19629e+08
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	2	2	386786	376909	430193	363094	382795	500376
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	13	13	1.1832e+08	1.18376e+08	1.15808e+08	1.14632e+08	1.14679e+08	1.12928e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	10	10	3.92913e+06	3.60789e+06	3.65115e+06	4.03604e+06	3.74558e+06	4.27105e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	13	13	2.28334e+07	2.18004e+07	2.18603e+07	2.2454e+07	2.17358e+07	2.27582e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	3	3	6.04752e+06	5.00801e+06	5.24911e+06	5.03543e+06	5.3805e+06	4.80058e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	9	9	2.26409e+07	2.32499e+07	2.4971e+07	2.32427e+07	2.36888e+07	2.31081e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.53529e+07	1.54479e+07	1.47851e+07	1.54901e+07	1.61847e+07	1.50286e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	1	1	501659	649572	1.08218e+06	1.01731e+06		
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	4	4	6.08274e+06	5.74782e+06	6.6271e+06	6.52546e+06	5.96005e+06	5.78906e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	19	19	3.19266e+07	3.32381e+07	3.41647e+07	3.44593e+07	3.26708e+07	3.30587e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	16	16	2.88147e+07	2.90662e+07	3.20788e+07	2.98436e+07	3.09042e+07	3.11857e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	5.09882e+07	4.9318e+07	4.41085e+07	4.8259e+07	4.76887e+07	4.81307e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	3.63037e+06	3.40063e+06	3.71946e+06	3.46384e+06	3.63468e+06	3.50806e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	6	6	1.6804e+07	1.61374e+07	1.48447e+07	1.56355e+07	1.55859e+07	1.68901e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	8	8	1.68688e+07	1.60332e+07	1.62661e+07	1.76629e+07	1.63001e+07	1.70558e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	2.12573e+06	2.08105e+06	2.31163e+06	1.92283e+06	1.63268e+06	2.11066e+06
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2	3.12146e+06		2.96198e+06		3.44263e+06	3.2917e+06
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	4.04515e+06	4.26416e+06	3.96164e+06	4.11036e+06	4.27112e+06	3.85033e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	6	6	4.50214e+07	4.56486e+07	4.41095e+07	4.49571e+07	4.44951e+07	4.48001e+07
P0AFP9	YBHR_ECOLI	ybhR	Inner membrane transport permease YbhR	1	1			680330	484522		408222
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	8	8	2.36808e+07	2.31719e+07	2.25592e+07	2.36e+07	2.17403e+07	2.26336e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	2	2	7.31697e+06	7.04311e+06	7.45783e+06	6.92926e+06	6.47133e+06	6.247e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	7	7	3.18607e+07	3.14309e+07	3.08852e+07	3.08649e+07	3.05745e+07	3.12841e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	1.48883e+06	1.12932e+06	1.87709e+06	1.38711e+06	1.25568e+06	1.31608e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2	813604	845315	958632	1.19234e+06	760475	814480
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	1.79294e+06	1.84896e+06	2.03576e+06	2.03281e+06	2.06096e+06	1.95999e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	6	6	6.31767e+07	6.13327e+07	6.09856e+07	5.98205e+07	6.03928e+07	6.21832e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	2	2	7.06689e+06	6.86469e+06	5.89665e+06	7.33134e+06	6.66265e+06	6.91117e+06
P0AFW8	ROF_ECOLI	rof	Protein rof	4	4	2.3586e+07	2.25124e+07	2.26822e+07	2.28247e+07	2.28059e+07	2.2653e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4	6.11407e+06	5.89659e+06	6.13646e+06	6.05735e+06	5.80029e+06	6.34549e+06
P0AFX4	RSD_ECOLI	rsd	Regulator of sigma D	1	1	402684					
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	4.26597e+06	4.60853e+06	5.0335e+06	3.9904e+06	4.07495e+06	4.76015e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	7	7	1.09364e+07	1.1613e+07	1.05669e+07	1.06187e+07	1.06007e+07	1.02745e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12	7.90794e+07	7.77258e+07	7.81225e+07	7.85746e+07	7.82732e+07	7.64528e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	4	4	1.70732e+07	1.7513e+07	1.71569e+07	1.77937e+07	1.79066e+07	1.82032e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.51105e+07	4.40088e+07	4.43962e+07	4.46772e+07	4.42935e+07	4.50651e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	5	5	1.54119e+07	1.52738e+07	1.60261e+07	1.5472e+07	1.42576e+07	1.57619e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	4	4	1.05754e+06	892628		909999	1.02281e+06	1.04762e+06
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	6.7408e+07	6.92974e+07	6.93005e+07	6.88352e+07	6.67958e+07	6.59973e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.67781e+07	1.69474e+07	1.67693e+07	1.66438e+07	1.5788e+07	1.58526e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	10	10	3.26485e+06	3.52551e+06	3.36916e+06	3.36062e+06	3.51173e+06	3.47786e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	8.79297e+06	9.26414e+06	9.58436e+06	9.05546e+06	8.61209e+06	9.50272e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	17	17	9.49885e+07	9.71977e+07	9.69378e+07	9.81256e+07	9.28413e+07	9.87791e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	9	9	7.30974e+06	7.27543e+06	7.15853e+06	7.49122e+06	7.36896e+06	7.32556e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	6	6	1.1778e+08	1.17213e+08	1.13914e+08	1.15106e+08	1.17204e+08	1.14426e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	27	27	1.40098e+08	1.39313e+08	1.38884e+08	1.41644e+08	1.35336e+08	1.36796e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	6	6	9.62598e+06	9.68166e+06	9.38999e+06	9.72878e+06	9.16625e+06	9.46458e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.35475e+09	1.30915e+09	1.40833e+09	1.29325e+09	1.32978e+09	1.3502e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	5.63124e+08	5.73292e+08	5.9347e+08	5.80005e+08	5.85593e+08	5.71514e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	4.38716e+08	4.11429e+08	4.12229e+08	4.21252e+08	4.25944e+08	4.29985e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.36451e+09	1.35108e+09	1.35318e+09	1.34774e+09	1.34523e+09	1.32239e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.81874e+08	8.10412e+08	8.16753e+08	8.06867e+08	8.26219e+08	8.04851e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.13238e+09	1.11825e+09	1.07921e+09	1.1162e+09	1.07689e+09	1.05784e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41	1.5847e+09	1.57083e+09	1.62156e+09	1.60116e+09	1.57814e+09	1.58019e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3		4.23553e+06	3.98237e+06	4.51662e+06		3.55606e+06
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1	3.15233e+06		2.36577e+06	3.05994e+06		
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.30807e+06	2.10453e+06	2.36482e+06	2.49685e+06	2.31546e+06	2.50672e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	1.15078e+06	1.03702e+06	693457		813072	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16	1.83588e+07	1.83364e+07	1.87707e+07	1.78932e+07	1.82738e+07	1.86639e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	4.27545e+06	4.19904e+06	3.5656e+06	4.2931e+06	3.85709e+06	3.5373e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.63933e+08	3.57039e+08	3.70025e+08	4.01659e+08	3.63729e+08	3.60697e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.85777e+07	2.85151e+07	2.82164e+07	2.88318e+07	2.80495e+07	2.84693e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.30936e+06	6.12758e+06	6.66886e+06	6.01243e+06	6.86803e+06	6.23787e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.17434e+06	4.4878e+06	4.75491e+06	4.6503e+06	4.36223e+06	3.98115e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	3.97328e+07	3.99258e+07	4.36095e+07	3.84185e+07	4.05458e+07	4.30134e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.86426e+07	2.8888e+07	2.91054e+07	2.83657e+07	2.89648e+07	2.79977e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.14866e+06	9.37674e+06	9.48828e+06	9.43596e+06	9.60844e+06	9.4176e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.37069e+07	1.36119e+07	1.33889e+07	1.32838e+07	1.34826e+07	1.37717e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12	5.75613e+06	5.82101e+06	5.95584e+06	5.90658e+06	5.58201e+06	5.81417e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	784964	739561	779398	833279	758560	748457
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.01593e+06	4.0377e+06	4.18265e+06	3.93535e+06	4.15465e+06	4.25255e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.05602e+08	3.02621e+08	3.16256e+08	3.00225e+08	3.10941e+08	3.10205e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.53527e+07	3.67365e+07	3.57847e+07	3.60622e+07	3.5305e+07	3.57967e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.92792e+08	1.92772e+08	1.89549e+08	1.96725e+08	1.8992e+08	1.90464e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.36408e+07	3.38903e+07	3.34614e+07	3.17956e+07	3.43664e+07	3.39222e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.13566e+07	4.25469e+07	4.19595e+07	4.12614e+07	4.1984e+07	4.20537e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	2.16458e+07	2.26897e+07	2.40153e+07	2.33442e+07	2.24338e+07	2.53587e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	9.19001e+06	8.66565e+06	9.32311e+06	9.89342e+06	9.33974e+06	8.94972e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.42324e+06	7.72765e+06	8.79559e+06	7.75604e+06	8.27861e+06	8.99318e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	4	4	1.00315e+07	1.0499e+07	1.00854e+07	1.00179e+07	1.06886e+07	8.87816e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	2.85213e+07	2.87689e+07	2.87552e+07	2.8186e+07	2.83406e+07	2.93976e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	2.20043e+06	2.37157e+06	2.43391e+06	2.65803e+06	2.27819e+06	2.24332e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.03515e+07	1.01882e+07	1.03816e+07	1.06874e+07	1.05741e+07	1.01691e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.53269e+07	4.68247e+07	4.63708e+07	4.50455e+07	4.75942e+07	4.73661e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.03286e+07	1.07644e+07	1.0663e+07	1.08007e+07	1.03904e+07	1.05365e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.08125e+08	1.07534e+08	1.07928e+08	1.08741e+08	1.0946e+08	1.09279e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.20527e+07	7.29708e+07	6.50293e+07	7.53712e+07	6.88478e+07	6.9236e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.00795e+07	9.99523e+06	9.61291e+06	1.08727e+07	1.00983e+07	9.95758e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	1.92763e+08	1.93044e+08	1.87559e+08	1.83728e+08	1.86462e+08	1.89201e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.39149e+06	1.33181e+06	1.48637e+06	1.63822e+06	935758	1.50743e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	6	6	1.71912e+07	1.67175e+07	1.73313e+07	1.77697e+07	1.60275e+07	1.70181e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.88314e+06	2.22062e+06	2.19706e+06	2.11137e+06	2.55052e+06	1.96758e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.48738e+08	3.62661e+08	3.22245e+08	3.60056e+08	3.23032e+08	3.30282e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.14559e+07	4.28379e+07	4.51303e+07	3.84534e+07	4.26641e+07	4.24767e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.84579e+07	1.904e+07	1.98604e+07	1.87178e+07	1.90375e+07	1.85116e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	213842	254719	286322	262855	242464	277058
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.57241e+07	1.62977e+07	1.65775e+07	1.57843e+07	1.56112e+07	1.56915e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.18167e+06	3.88282e+06	4.2332e+06	3.67578e+06	4.09e+06	4.18037e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.15993e+07	2.19342e+07	2.20643e+07	2.17263e+07	2.14928e+07	2.29965e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	8.79809e+06	8.22526e+06	8.57628e+06	8.79642e+06	8.38657e+06	8.59967e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.92101e+07	2.10373e+07	1.98656e+07	2.21049e+07	2.10362e+07	2.04729e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.42692e+07	2.24316e+07	2.38119e+07	2.44669e+07	2.41713e+07	2.38029e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.07078e+07	4.11562e+07	4.02152e+07	4.0713e+07	4.06181e+07	4.15908e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	3.97819e+06	4.40742e+06	3.66813e+06	3.51844e+06	4.45648e+06	3.74892e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1		161040	200660	216672	150527	198113
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	8.24608e+07	7.65945e+07	7.51844e+07	7.63529e+07	7.2587e+07	7.64954e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	290153	333284	334993	299072	433438	453991
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	8.5561e+06	8.98325e+06	8.69259e+06	9.57395e+06	8.41907e+06	9.11382e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	7.24567e+09	7.10166e+09	7.26452e+09	7.19922e+09	7.20561e+09	7.42018e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.14971e+07	2.16502e+07	2.15242e+07	2.17634e+07	1.99191e+07	2.10609e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	29	29	1.85164e+07	1.90516e+07	1.97446e+07	1.91958e+07	1.9572e+07	1.93917e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.52546e+07	2.56615e+07	2.52055e+07	2.60722e+07	2.51122e+07	2.5225e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	20	20	6.92099e+07	6.92223e+07	6.80777e+07	6.91065e+07	6.75628e+07	6.88466e+07
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.53974e+07	3.59874e+07	3.66311e+07	3.78559e+07	3.29146e+07	3.35295e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	7.24149e+06	6.80814e+06	7.90905e+06	7.27429e+06	7.10309e+06	6.54253e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	6	6	2.04447e+06	2.00175e+06	2.3116e+06	2.18609e+06	1.97274e+06	2.41004e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	13	13	9.26697e+07	9.29024e+07	9.86165e+07	9.59794e+07	9.36983e+07	9.67831e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	37	37	4.7609e+07	4.88695e+07	4.83827e+07	4.76397e+07	4.90734e+07	4.8984e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	5	5	3.16811e+06	3.48112e+06	3.20844e+06	3.49682e+06	3.02949e+06	3.04694e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.91169e+06	1.86585e+06	1.93365e+06	1.92696e+06	1.95043e+06	2.05429e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	7	7	1.08355e+06	1.25246e+06	1.017e+06	1.0286e+06	1.20058e+06	1.07714e+06
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		3	3			3.64503e+06		3.39588e+06	3.46884e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	1.08271e+07	1.1592e+07	1.17876e+07	9.72734e+06	1.28314e+07	
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	2.5463e+06	2.46506e+06	2.24429e+06	2.61741e+06	2.18755e+06	2.50401e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.70435e+07	1.6881e+07	1.73113e+07	1.69915e+07	1.71527e+07	1.74508e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	7.09429e+06	7.45346e+06	7.49672e+06	7.45675e+06	7.43574e+06	7.48448e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2		1.52633e+06	1.46887e+06	1.41911e+06	1.60445e+06	1.31391e+06
P11557	DAMX_ECOLI	damX	Protein DamX	10	10	2.79791e+07	2.93507e+07	2.67068e+07	2.88469e+07	2.95041e+07	2.84374e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.60428e+07	5.60913e+07	5.59632e+07	5.57903e+07	5.51325e+07	5.61331e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.52534e+07	2.32798e+07	2.60114e+07	2.61272e+07	2.52701e+07	2.54165e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	992789	1.32969e+06	1.53349e+06	1.23323e+06	1.6975e+06	1.60498e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.35124e+07	1.41142e+07	1.32549e+07	1.40364e+07	1.29494e+07	1.35746e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		10	10			5.82061e+06		5.53338e+06	6.13435e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	2.89083e+07	3.00617e+07	2.98716e+07	2.95803e+07	3.01478e+07	2.92867e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	7.22934e+06	7.37683e+06	8.27727e+06	8.38737e+06	7.68435e+06	7.12835e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.39928e+07	1.40526e+07	1.57346e+07	1.4547e+07	1.55732e+07	1.53277e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.38807e+08	2.33255e+08	2.34161e+08	2.28759e+08	2.32889e+08	2.37206e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.84053e+06	1.97746e+06	2.23516e+06	2.06759e+06	1.97605e+06	2.02375e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	1.67598e+06	2.07324e+06	2.79336e+06	1.98512e+06	1.69132e+06	2.67481e+06
P13009	METH_ECOLI	metH	Methionine synthase	23	23	1.02649e+07	1.05869e+07	1.11415e+07	1.06703e+07	1.06676e+07	1.07386e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.04716e+06	7.74645e+06	8.49774e+06	7.76036e+06	6.99082e+06	7.28954e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	2.05132e+07	2.02909e+07	2.04587e+07	1.96352e+07	2.00069e+07	1.97362e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.89408e+08	1.92195e+08	1.9187e+08	1.92811e+08	1.93381e+08	1.90051e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.27611e+06	2.41851e+06	2.63472e+06	2.4623e+06	2.47687e+06	2.4822e+06
