Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1.0	2614970.0	2838640.0	2589430.0	2625490.0	2449210.0	2409170.0	0	0.6276639308616686	-0.04082806253843251	False	0.035862247540134645	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11.0	86261000.0	85170800.0	85151600.0	85362400.0	82246100.0	85158600.0	0	0.6285310432767599	-0.011517251343498422	False	0.035888140859658205	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4.0	4028350.0	4483500.0	4425970.0	4035160.0	4457460.0	4082300.0	0	0.6288724274306497	0.03515425312355555	False	0.03591403417918178	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	21	15.0	22414900.0	21189900.0	20602500.0	20513400.0	20163900.0	20265800.0	0	0.6289485759323931	0.02794860619082769	False	0.03593992749870534	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3.0	25252500.0	21825600.0	22309200.0	22768400.0	21363000.0	22323200.0	0	0.6289497434046649	0.042644002505070625	False	0.0359658208182289	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	4	4.0	3543870.0	2682270.0	2519540.0	2560430.0	2543720.0	2788400.0	0	0.6292196312854594	0.09993465544239877	False	0.03599171413775246	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2.0	17246800.0	15154000.0	17541600.0	15652600.0	15060300.0	17415800.0	0	0.6304117226018393	0.0478524263966144	False	0.03601760745727602	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	9	9.0	42517500.0	36199500.0	35634500.0	35048700.0	33222000.0	35439300.0	0	0.6322106307817981	0.06202132494520358	False	0.03604350077679959	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE48	YTFP_ECOLI	ytfP	Gamma-glutamylcyclotransferase family protein YtfP	3	3.0	26017200.0	22396200.0	22179200.0	22603900.0	22072000.0	23087500.0	0	0.6332765008308654	0.045483968057100095	False	0.03606939409632315	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	10	10.0	28956500.0	25513900.0	25937900.0	26863600.0	26119800.0	26913500.0	0	0.6334539290110044	0.031017681982948075	False	0.036095287415846715	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10.0	20186200.0	21857400.0	22008800.0	20976400.0	21623100.0	21992300.0	0	0.6336530211272321	-0.02260912445004157	False	0.036121180735370274	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31545	EFEB_ECOLI	efeB	Deferrochelatase/peroxidase EfeB	4	4.0	1615880.0	1911830.0	2037900.0	1943980.0	1843230.0	1846870.0	0	0.6342272020124541	-0.05299297574957575	False	0.036147074054893834	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	14	14.0	53621000.0	52370500.0	50572100.0	49927400.0	51947400.0	52042600.0	0	0.634921942488937	0.0167281100486439	False	0.03617296737441741	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7.0	10679700.0	13001000.0	13075300.0	12644000.0	13127500.0	12585700.0	0	0.6353928226040985	-0.05179516697979472	False	0.03619886069394097	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	15	15.0	14204900.0	13451300.0	13537000.0	14037200.0	13228300.0	14020400.0	0	0.635510167980917	-0.01884576504670925	False	0.036224754013464526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	13	13.0	14752700.0	13984900.0	13867800.0	14174900.0	13206800.0	14423500.0	0	0.6357976065771588	-0.025842882642984177	False	0.03625064733298809	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEF4	DPIA_ECOLI	dpiA	Transcriptional regulatory protein DpiA	4	4.0	4546770.0	4247830.0	4455490.0	5033100.0	4626680.0	4730990.0	0	0.635900004405757	-0.03998129639105351	False	0.03627654065251165	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	5	5.0	50393700.0	46425900.0	44756100.0	47059900.0	46567200.0	45444300.0	0	0.6378625578215177	0.02865362924573447	False	0.03630243397203522	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16.0	12368800.0	14092000.0	13841400.0	13266700.0	13608200.0	13284800.0	0	0.6381428649350562	-0.029589393377454514	False	0.03632832729155878	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	6	6.0	3219940.0	3373000.0	3321130.0	3574070.0	3465500.0	3243160.0	0	0.6383091676008729	-0.026239075010549243	False	0.036354220611082344	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12.0	95314000.0	102784000.0	105682000.0	104385000.0	102194000.0	101140000.0	0	0.6383130945311388	-0.024154834047854925	False	0.036380113930605903	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24205	MSBB_ECOLI	msbB	Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	4	4.0	9046260.0	8835010.0	8012150.0	8598840.0	8605150.0	8726340.0	0	0.6394961022870068	-0.02765170687898059	False	0.03640600725012946	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	8	8.0	7103240.0	7065820.0	6762470.0	7138340.0	6728030.0	6674600.0	0	0.6395108088892698	-0.019830172501363666	False	0.036431900569653036	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3.0	6635420.0	6493620.0	6900500.0	5949540.0	6006600.0	6593190.0	0	0.6400281504403478	0.037859629170978834	False	0.036457793889176596	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3.0	3320420.0	2372400.0	2495620.0	2360080.0	131226.0	2776250.0	1	0.6419227840498961	-0.33634231228135086	False	0.036483687208700155	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2.0	6714850.0	4808760.0	4427060.0	4626720.0	4024180.0	4361810.0	0	0.6421708023532469	0.1364642620985526	False	0.03650958052822372	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	4	4.0	8632130.0	6452610.0	8109220.0	8864150.0	7862630.0	8107220.0	0	0.6432946441789082	0.07090548139679854	False	0.03653547384774728	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37051	PURU_ECOLI	purU	Formyltetrahydrofolate deformylase	9	9.0	22315100.0	21742600.0	22641900.0	22810900.0	22177100.0	22043500.0	0	0.6444478598464749	0.011588563510419021	False	0.03656136716727085	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P28631	HOLB_ECOLI	holB	DNA polymerase III subunit delta'	1	1.0	955458.0	1162100.0	118697.0	1225080.0	728974.0	88633.6	2	0.6445717781275481	-0.4574000862782698	False	0.03658726048679441	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	18	18.0	495828000.0	493059000.0	513132000.0	510480000.0	515073000.0	508243000.0	0	0.6452228152731886	0.011644025008607698	False	0.03661315380631797	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6.0	11294600.0	11349500.0	11250900.0	11255700.0	10942700.0	10366200.0	0	0.6466135123765127	0.022437686228050296	False	0.03663904712584153	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76112	YNCA_ECOLI	yncA	N-acyltransferase YncA	2	2.0	4639170.0	5274930.0	5573820.0	5840450.0	5586540.0	5239590.0	0	0.6472186649210543	-0.049847470928589856	False	0.03666494044536509	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60560	GUAC_ECOLI	guaC	GMP reductase	5	5.0	8787200.0	9710590.0	9704150.0	9659380.0	10055000.0	9781940.0	0	0.647250366433377	-0.030284119087753813	False	0.036690833764888665	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	7	7.0	7184700.0	7677630.0	8107510.0	7501420.0	7666010.0	7339490.0	0	0.6472782282215445	0.027897498463866008	False	0.036716727084412225	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	14	14.0	24034800.0	23490300.0	21384500.0	23354400.0	22800500.0	22631900.0	0	0.6478396435634265	-0.02633662870976343	False	0.036742620403935784	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76316	DCYD_ECOLI	dcyD	D-cysteine desulfhydrase	5	5.0	21322300.0	22482500.0	22264700.0	21495700.0	23418800.0	22012600.0	0	0.6500474960676688	0.022021072675070925	False	0.03676851372345935	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P19934	TOLA_ECOLI	tolA	Protein TolA	3	3.0	6631070.0	6330710.0	6596530.0	7294730.0	6918800.0	6983630.0	0	0.6509173539155159	-0.03275733987421909	False	0.03679440704298291	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08395	SPPA_ECOLI	sppA	Protease 4	12	12.0	9644370.0	9993350.0	9608510.0	9395680.0	9541870.0	8910890.0	0	0.6514389215169998	0.025007821649094118	False	0.036820300362506476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5.0	9883370.0	10522900.0	10199900.0	11074900.0	11413800.0	10656800.0	0	0.651622289001848	-0.03428729678691312	False	0.036846193682030036	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADX9	RSMD_ECOLI	rsmD	Ribosomal RNA small subunit methyltransferase D	5	5.0	3774500.0	6151480.0	6015330.0	5375620.0	5778420.0	5204440.0	0	0.6525952521614558	-0.10396345696298664	False	0.0368720870015536	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9.0	63693100.0	65557900.0	66259200.0	67509300.0	65599800.0	64262800.0	0	0.6528618430415548	-0.013057276073336548	False	0.03689798032107716	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31433	YICH_ECOLI	yicH	Uncharacterized protein YicH	5	5.0	5236640.0	4292570.0	3938080.0	4008800.0	4041900.0	4256340.0	0	0.6537042359996972	0.0737798700901774	False	0.03692387364060072	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P65292	YGDI_ECOLI	ygdI	Uncharacterized lipoprotein YgdI	1	1.0	73874.6	2604220.0	2844640.0	1914530.0	2921880.0	2812650.0	1	0.6544935507930574	-0.3280228743541611	False	0.036949766960124295	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	24	24.0	18666700.0	18399800.0	19218500.0	19495800.0	19112900.0	19787600.0	0	0.6547887265481718	-0.017237372277267106	False	0.036975660279647854	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3.0	12998000.0	12149600.0	13604200.0	13071600.0	12566400.0	13282000.0	0	0.6553143011031877	0.02471920994225628	False	0.03700155359917141	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1.0	5229070.0	4692310.0	4730790.0	4975100.0	4881190.0	4922020.0	0	0.6554799177255506	0.02466964667240547	False	0.03702744691869498	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1.0	2159770.0	1178650.0	1493450.0	1366910.0	1091520.0	1688400.0	0	0.6571700192812662	0.16432139363409015	False	0.03705334023821854	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P22634	MURI_ECOLI	murI	Glutamate racemase	5	5.0	4856920.0	4738350.0	3503020.0	4147750.0	3853500.0	4006440.0	0	0.6575910766170778	-0.07806691899018244	False	0.037079233557742106	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	8	8.0	15936500.0	20185900.0	21024200.0	20425000.0	21322400.0	20375200.0	0	0.6576185236829917	-0.06540284549153033	False	0.037105126877265665	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24252	YBGA_ECOLI	ybgA	Uncharacterized protein YbgA	3	3.0	5338600.0	5102150.0	5122060.0	5231150.0	4579680.0	5059070.0	0	0.6584206604388633	-0.033378203209494126	False	0.03713102019678923	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62558	SOPB_ECOLI	sopB	Protein SopB	11	11.0	25537900.0	22748100.0	22308700.0	22123800.0	21557300.0	22639900.0	0	0.6585076902509526	0.03987704957833608	False	0.03715691351631279	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	30	30.0	33474800.0	33886800.0	34543200.0	34504300.0	34523800.0	33493600.0	0	0.6591935373181912	0.009274709260433979	False	0.03718280683583635	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	7	7.0	5196840.0	4816950.0	4434840.0	4674500.0	5194140.0	4936700.0	0	0.6594106042498411	0.0392255738046837	False	0.037208700155359924	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3.0	4590640.0	4773660.0	4548860.0	4841190.0	4658960.0	4397880.0	0	0.6596762420145803	-0.022230791495257265	False	0.03723459347488348	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8.0	11063300.0	11479200.0	11519500.0	11790900.0	11128800.0	10881500.0	0	0.6603779388387161	-0.01870806897251405	False	0.03726048679440704	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2.0	547888.0	962800.0	904596.0	780643.0	1010450.0	942891.0	0	0.6603940600383442	-0.12526072252649412	False	0.03728638011393061	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8.0	33022400.0	39574500.0	40425300.0	37894000.0	39622500.0	39224400.0	0	0.6610061407875534	-0.045498032459404945	False	0.03731227343345417	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1.0	8893240.0	14598900.0	14232300.0	13119200.0	14365500.0	12599200.0	0	0.6610781396953828	-0.1048531800743439	False	0.037338166752977735	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	6	6.0	10968800.0	11905800.0	11699200.0	10540100.0	10800300.0	11759700.0	0	0.6613002904337406	-0.03143726438757595	False	0.037364060072501294	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	73874.6	957762.0	1235760.0	915687.0	1173100.0	1191360.0	1	0.6616497271553089	-0.3038671192706134	False	0.03738995339202486	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3.0	28376600.0	24273400.0	23650500.0	25024700.0	24563000.0	25078100.0	0	0.6629179641469534	0.042316881908136296	False	0.03741584671154842	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2.0	4908860.0	4728320.0	4612120.0	4631960.0	4512360.0	4473120.0	0	0.6642362703614827	0.020702629467329998	False	0.03744174003107198	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P26612	AMY2_ECOLI	amyA	Cytoplasmic alpha-amylase	1	1.0	3431440.0	2918540.0	2907160.0	3721450.0	3203690.0	3294530.0	0	0.6654270211445505	-0.05811473138987271	False	0.03746763335059555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11.0	614959000.0	746531000.0	792359000.0	730487000.0	755797000.0	768167000.0	0	0.6658382535528157	-0.053723958970407014	False	0.03749352667011911	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2.0	1320480.0	1074690.0	1270140.0	1178640.0	1085470.0	1290370.0	0	0.6661234017097755	0.05291561346466169	False	0.03751941998964267	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	6	6.0	6065460.0	5123970.0	5099760.0	5469220.0	5586890.0	5698910.0	0	0.666772075584039	0.04017024597157376	False	0.03754531330916624	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3.0	2899570.0	4470070.0	4781510.0	4782040.0	5311340.0	4843260.0	0	0.6668203149546305	-0.1175511730656287	False	0.0375712066286898	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11.0	37773000.0	38228300.0	40164300.0	39361300.0	40174500.0	39264500.0	0	0.6676422193968359	0.015444750768306054	False	0.037597099948213364	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18.0	25546200.0	25285700.0	24644700.0	25002100.0	24701800.0	23876300.0	0	0.6677933150075641	0.014104099627524142	False	0.03762299326773693	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4.0	1065060.0	1063280.0	1187760.0	1091640.0	969153.0	1166920.0	0	0.6696494094716756	-0.044038181643265374	False	0.03764888658726049	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3.0	3753510.0	3842040.0	4229130.0	4289900.0	4122090.0	4253220.0	0	0.6696576888723583	-0.03304160652326954	False	0.03767477990678405	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76049	YCJY_ECOLI	ycjY	Uncharacterized protein YcjY	2	2.0	6577560.0	5362070.0	5790640.0	6097920.0	5396330.0	5735240.0	0	0.6700275109870284	0.046991106282673945	False	0.03770067322630761	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5.0	26004800.0	25674800.0	27049800.0	26187400.0	25099900.0	25423800.0	0	0.6700783614617389	0.016121843174192116	False	0.03772656654583118	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACS7	RPIR_ECOLI	rpiR	HTH-type transcriptional regulator RpiR	3	3.0	1622390.0	1229600.0	1169390.0	1296840.0	1246000.0	1302840.0	0	0.670548703808236	0.07648915196104479	False	0.03775245986535474	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4.0	43338700.0	42182800.0	41484900.0	42347800.0	42013400.0	43195500.0	0	0.6706033601603999	-0.010077700787049441	False	0.0377783531848783	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3.0	9760660.0	9347690.0	10474700.0	10457100.0	10008900.0	11290100.0	0	0.6741917375103539	-0.040016151512620536	False	0.03780424650440187	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24193	HYPE_ECOLI	hypE	Hydrogenase isoenzymes formation protein HypE	6	6.0	12319900.0	13259900.0	13249200.0	13794300.0	14061700.0	13331800.0	0	0.6742157940066019	-0.027233172203861154	False	0.03783013982392543	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5.0	2555000.0	4142510.0	4195360.0	4061730.0	4449560.0	3866910.0	0	0.674307762709488	-0.1080746987090823	False	0.03785603314344899	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE01	TRMJ_ECOLI	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	8	8.0	35224400.0	34354400.0	33806200.0	34932100.0	34422800.0	34794400.0	0	0.6743401706257021	-0.008724282173481373	False	0.03788192646297256	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77150	PDXY_ECOLI	pdxY	Pyridoxamine kinase	2	2.0	13478600.0	13435900.0	12210400.0	13323900.0	12527900.0	12198700.0	0	0.6757866168812192	-0.02772737362239603	False	0.03790781978249612	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P30744	SDHM_ECOLI	sdaB	L-serine dehydratase 2	8	8.0	35032600.0	35919100.0	33410300.0	33837300.0	34074500.0	33891600.0	0	0.6766364148005808	-0.01582348313235682	False	0.03793371310201968	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10.0	18554600.0	18075000.0	18719300.0	18453900.0	18138100.0	18574300.0	0	0.6770670708178339	0.008062336910268687	False	0.03795960642154324	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3.0	449549000.0	474066000.0	491652000.0	496604000.0	480584000.0	471439000.0	0	0.677334077584332	-0.020476893526532453	False	0.03798549974106681	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3.0	7252950.0	9721260.0	11362700.0	10106300.0	10287700.0	10887700.0	0	0.6773451783208491	-0.08771887969711349	False	0.03801139306059037	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	6	6.0	17722400.0	16575200.0	16640600.0	15952700.0	15478000.0	16359500.0	0	0.6776479457986212	0.027870334697000426	False	0.03803728638011393	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32162	YIIS_ECOLI	yiiS	UPF0381 protein YiiS	2	2.0	73874.6	912736.0	933012.0	820064.0	1078930.0	803325.0	1	0.680084293418686	-0.2820135431739237	False	0.038063179699637496	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42.0	114746000.0	119627000.0	120667000.0	120272000.0	121158000.0	119630000.0	0	0.6801346330382186	-0.011918771688065988	False	0.038089073019161056	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	8	8.0	824589000.0	885795000.0	879241000.0	853742000.0	874993000.0	866322000.0	0	0.6805995517460357	-0.015046267705307452	False	0.03811496633868462	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4.0	6433600.0	5122260.0	5115260.0	5792100.0	5483950.0	5524400.0	0	0.6827937213758507	0.051214985795391736	False	0.03814085965820819	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3.0	6084750.0	5243200.0	5231610.0	5484780.0	5311930.0	5505830.0	0	0.6830548625385513	0.03463818065559346	False	0.03816675297773175	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEE3	DEGS_ECOLI	degS	Serine endoprotease DegS	2	2.0	17491100.0	17886500.0	19502800.0	18041600.0	18548200.0	18747300.0	0	0.6837082360761131	0.022689855340834224	False	0.03819264629725531	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	10	10.0	39886100.0	38586300.0	38220500.0	39394800.0	38342500.0	39269900.0	0	0.6838660179087984	-0.009900737686821473	False	0.03821853961677887	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77258	NEMA_ECOLI	nemA	N-ethylmaleimide reductase	13	13.0	21827000.0	20497000.0	19874400.0	19857900.0	19449300.0	19735500.0	0	0.6840556796518253	0.02523448816316482	False	0.03824443293630244	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33650	FEOB_ECOLI	feoB	Ferrous iron transport protein B	5	5.0	6494760.0	6425430.0	6925210.0	6877860.0	6585420.0	6442180.0	0	0.6842047934797972	0.01886704535818089	False	0.038270326255826	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	7	7.0	2335350.0	2229760.0	2499650.0	2594800.0	2436910.0	2279100.0	0	0.6850388360107428	0.03377181215379466	False	0.03829621957534956	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1.0	8261950.0	8922310.0	9683620.0	9339250.0	9445250.0	8451630.0	0	0.6852936112926361	0.03614018861745959	False	0.038322112894873125	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
