Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P36672	PTTBC_ECOLI	treB	PTS system trehalose-specific EIIBC component	3	3	4.17649e+06	3.21655e+06	3.79698e+06	3.63403e+06	4.38873e+06	4.53106e+06
P36673	TRER_ECOLI	treR	HTH-type transcriptional regulator TreR	1	1	1.36459e+06	1.36465e+06	1.441e+06	1.48178e+06	1.2418e+06	1.19295e+06
P36680	ZAPD_ECOLI	zapD	Cell division protein ZapD	5	5	1.32688e+07	1.46949e+07	1.33051e+07	1.43844e+07	1.37762e+07	1.4435e+07
P36683	ACON2_ECOLI	acnB	Aconitate hydratase 2	30	30	5.25111e+07	5.332e+07	5.17639e+07	5.27605e+07	5.34326e+07	5.30441e+07
P36767	RDGC_ECOLI	rdgC	Recombination-associated protein RdgC	7	7	2.36832e+07	2.31443e+07	2.23159e+07	2.29426e+07	2.21806e+07	2.25473e+07
P36771	LRHA_ECOLI	lrhA	Probable HTH-type transcriptional regulator LrhA	2	2	8.58163e+06	8.90576e+06	8.68566e+06	8.01906e+06	8.37052e+06	8.56087e+06
P36879	YADG_ECOLI	yadG	Uncharacterized ABC transporter ATP-binding protein YadG	7	7	7.2699e+06	7.37901e+06	7.6559e+06	7.34081e+06	7.1982e+06	7.47529e+06
P36928	YEGD_ECOLI	yegD	Uncharacterized chaperone protein YegD	7	7	3.79143e+06	3.5839e+06	3.58078e+06	3.88204e+06	3.67253e+06	3.7334e+06
P36930	GATR_ECOLI	gatR	Galactitol utilization operon repressor	2	2	2.3509e+06	2.4386e+06	2.29888e+06	2.73467e+06	2.57662e+06	2.53626e+06
P36938	PGM_ECOLI	pgm	Phosphoglucomutase	20	20	5.91038e+07	6.00184e+07	6.00788e+07	5.94862e+07	6.14385e+07	6.27592e+07
P36979	RLMN_ECOLI	rlmN	Dual-specificity RNA methyltransferase RlmN	10	10	1.27232e+07	1.35838e+07	1.31945e+07	1.40175e+07	1.4765e+07	1.28154e+07
P36999	RLMA_ECOLI	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	3	3	4.81846e+06	4.08735e+06	3.25736e+06	3.99659e+06	4.73433e+06	4.10151e+06
P37005	LAST_ECOLI	lasT	Uncharacterized tRNA/rRNA methyltransferase LasT	5	5	5.33813e+06	5.08094e+06	5.26083e+06	5.42883e+06	5.68802e+06	5.24914e+06
P37024	HRPB_ECOLI	hrpB	ATP-dependent RNA helicase HrpB	1	1	1.47188e+06		1.81301e+06	1.20634e+06	1.99377e+06	1.64841e+06
P37025	LIGT_ECOLI	ligT	2'-5'-RNA ligase	2	2	495376	514270	470944	495534	445036	439393
P37028	BTUF_ECOLI	btuF	Vitamin B12-binding protein	2	2	1.97787e+06	1.71609e+06	1.9788e+06	1.46854e+06	1.94834e+06	1.66337e+06
P37051	PURU_ECOLI	purU	Formyltetrahydrofolate deformylase	9	9	2.58905e+07	2.5723e+07	2.52844e+07	2.58912e+07	2.59967e+07	2.66061e+07
P37095	PEPB_ECOLI	pepB	Peptidase B	17	17	4.97438e+07	5.01182e+07	4.88435e+07	5.07908e+07	5.11946e+07	4.88737e+07
P37127	AEGA_ECOLI	aegA	Protein AegA	1	1	428824		392160	417553		528357
P37128	NUDK_ECOLI	nudK	GDP-mannose pyrophosphatase NudK	2	2	4.79903e+06	4.85768e+06	4.20167e+06	4.94695e+06	4.47815e+06	4.37778e+06
P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	5	5	2.59334e+06	2.55192e+06	2.51158e+06	2.56134e+06	2.27929e+06	2.14716e+06
P37182	HYBD_ECOLI	hybD	Hydrogenase 2 maturation protease	8	8	1.73328e+07	1.64171e+07	1.76626e+07	1.7478e+07	1.80769e+07	1.71015e+07
P37194	SLP_ECOLI	slp	Outer membrane protein slp	6	6	2.47241e+08	2.34838e+08	2.61095e+08	2.48754e+08	2.42394e+08	2.65633e+08
P37325	YBCH_ECOLI	ybcH	Uncharacterized protein YbcH	2	2		1.85933e+06			2.08214e+06	
P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	13	13	4.12118e+07	4.14095e+07	4.09384e+07	3.98688e+07	4.1176e+07	4.05262e+07
P37330	MASZ_ECOLI	glcB	Malate synthase G	6	6	6.31626e+06	6.28144e+06	6.62659e+06	6.79739e+06	6.32247e+06	6.44546e+06
P37342	YJJI_ECOLI	yjjI	Uncharacterized protein YjjI	7	7	1.13844e+07	1.14624e+07	1.08293e+07	1.1451e+07	1.13814e+07	1.09384e+07
P37344	PSPF_ECOLI	pspF	Psp operon transcriptional activator	1	1	3.89239e+06	2.14561e+06	4.60137e+06			
P37349	DHAM_ECOLI	dhaM	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	8	8	1.14713e+07	1.19362e+07	1.16244e+07	1.25683e+07	1.1622e+07	1.23131e+07
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	4	4	3.55841e+06	4.03974e+06	4.27044e+06	4.1711e+06	4.5125e+06	4.44322e+06
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	7	7	2.4459e+07	2.31854e+07	2.30409e+07	2.33525e+07	2.34711e+07	2.37061e+07
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	4	4	2.50133e+07	2.82854e+07	2.55934e+07	2.73744e+07	2.68389e+07	2.57678e+07
P37617	ATZN_ECOLI	zntA	Lead, cadmium, zinc and mercury-transporting ATPase	11	11	6.50696e+06	6.6494e+06	6.39248e+06	6.13209e+06	6.09622e+06	6.45304e+06
P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	8	8	2.86132e+06	2.57614e+06	2.58861e+06	2.64011e+06	2.87995e+06	2.68819e+06
P37631	YHIN_ECOLI	yhiN	Uncharacterized protein YhiN	3	3	6.14866e+06	5.46642e+06	6.10443e+06	5.32654e+06	5.93832e+06	5.89698e+06
P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	13	13	3.02331e+07	2.92046e+07	2.89556e+07	3.04738e+07	3.00243e+07	2.9799e+07
P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	13	13	2.17941e+07	2.04215e+07	2.08988e+07	2.05251e+07	2.06856e+07	2.10886e+07
P37637	MDTF_ECOLI	mdtF	Multidrug resistance protein MdtF	5	5	2.32284e+06	2.2964e+06	2.22513e+06	2.14155e+06	2.14094e+06	2.16832e+06
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2		1.48553e+06	1.34419e+06		1.49653e+06	1.42347e+06
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	7	7	1.34548e+07	1.33648e+07	1.22857e+07	1.20199e+07	1.37203e+07	1.30444e+07
P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	13	13	2.74373e+07	2.74123e+07	2.6277e+07	2.57065e+07	2.60718e+07	2.64674e+07
P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	13	13	4.20861e+06	3.80429e+06	3.84064e+06	4.00807e+06	4.34593e+06	4.02129e+06
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5	7.53623e+06	8.22664e+06	7.68795e+06	8.02496e+06	8.06504e+06	7.74776e+06
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	14	14	1.5165e+07	1.57655e+07	1.58744e+07	1.60412e+07	1.61737e+07	1.54358e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	6	6	5.6619e+06	6.00841e+06	5.82743e+06	5.85746e+06	6.35377e+06	5.87133e+06
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4	4.74783e+06	4.46508e+06	4.6666e+06	4.6235e+06	4.5144e+06	4.40839e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	3	3	2.71444e+06	2.35476e+06	2.54317e+06		2.05776e+06	2.14919e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	7	7	3.57197e+07	3.48499e+07	3.58038e+07	3.47657e+07	3.59024e+07	3.53363e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10	9.78475e+07	9.85338e+07	9.69846e+07	9.30208e+07	9.94759e+07	1.00265e+08
P37671	YIAJ_ECOLI	yiaJ	HTH-type transcriptional regulator YiaJ	1	1	714059	959831			1.13692e+06	
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	5	5	4.70421e+06	4.68113e+06	4.73578e+06	4.5264e+06	5.06418e+06	4.92834e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	23	23	2.45659e+08	2.3395e+08	2.44554e+08	2.29471e+08	2.39924e+08	2.36605e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	6	6	2.87349e+06	2.39047e+06	2.77837e+06	2.57773e+06	2.80907e+06	2.7114e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	7	7	1.64723e+07	1.71018e+07	1.68538e+07	1.73284e+07	1.55663e+07	1.71889e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2	5.72837e+06	4.95943e+06	5.80441e+06	5.53786e+06	5.19152e+06	5.44309e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11	2.3246e+07	2.40695e+07	2.28728e+07	2.31246e+07	2.34977e+07	2.25166e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	12	12	4.67931e+07	4.68819e+07	4.63066e+07	4.68167e+07	4.81179e+07	4.48046e+07
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	7	7	5.52048e+06	4.56553e+06	5.21779e+06	4.64912e+06	5.28306e+06	5.0811e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	5.10043e+07	5.21306e+07	5.12707e+07	5.12788e+07	5.47565e+07	5.14814e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	4.12933e+06	3.06013e+06	3.43278e+06	2.94978e+06	2.9098e+06	3.06259e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	12	12	2.85873e+07	3.04404e+07	2.92866e+07	2.95764e+07	2.89989e+07	2.99821e+07
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25	2.17878e+07	2.14892e+07	2.18995e+07	2.09163e+07	2.13116e+07	2.14737e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	12	12	7.78014e+07	8.10651e+07	7.70745e+07	7.89829e+07	8.22168e+07	7.60122e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	2	2	2.54762e+06	2.42011e+06	2.6651e+06	2.25514e+06	2.34574e+06	2.51159e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3	1.89525e+06	2.054e+06	1.92575e+06	1.56663e+06	2.33466e+06	1.80041e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	14	14	3.38916e+07	3.2201e+07	3.3532e+07	3.32554e+07	3.17253e+07	3.38035e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.70461e+06	3.53299e+06	3.61149e+06	3.0202e+06	3.68635e+06	3.46268e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	2	2	1.21664e+07	1.21171e+07	1.14143e+07		9.17851e+06	1.01246e+07
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.22121e+08	1.27433e+08	1.20055e+08	1.30491e+08	1.33889e+08	1.23654e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	5	5	2.45142e+06	2.0712e+06	1.83882e+06	2.35696e+06	2.27191e+06	2.09642e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.52969e+08	1.42846e+08	1.63926e+08	1.57127e+08	1.54676e+08	1.65986e+08
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	7	7	4.33659e+07	4.48854e+07	4.58945e+07	4.84203e+07	4.39286e+07	4.49757e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	851467	984524	776767	976887	857893	799347
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	2	2	7.12615e+06	6.71044e+06	6.74873e+06	6.92644e+06	6.59592e+06	6.4375e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.23703e+07	1.44056e+07	1.33614e+07	1.53468e+07	1.37721e+07	1.34223e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	2.96441e+06	3.62351e+06	3.21263e+06	3.30546e+06	2.21105e+06	2.70564e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	2	2	1.08698e+06	2.17206e+06	1.37011e+06	2.11414e+06	1.66936e+06	1.4978e+06
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	4	4	1.96595e+06	2.07288e+06	1.94625e+06	2.09433e+06	2.19778e+06	1.99586e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	3	3	1.26534e+07	1.25247e+07	1.33227e+07	1.28459e+07	1.28887e+07	1.37112e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	16	16	3.25812e+06	3.20224e+06	3.06724e+06	3.25967e+06	3.23446e+06	3.39296e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	3.99384e+06	4.04215e+06	4.13286e+06	4.55527e+06	4.09366e+06	3.50737e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	2.03083e+06	1.82284e+06	1.79271e+06	1.34573e+06	1.89117e+06	1.58993e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	7	7	1.98083e+07	1.8654e+07	1.89501e+07	1.88073e+07	1.8289e+07	1.99335e+07
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	2.77309e+06	2.811e+06	2.23769e+06	2.88454e+06	2.51259e+06	2.4683e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	11	11	1.79094e+07	1.75937e+07	1.78336e+07	1.80508e+07	1.81422e+07	1.73155e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	2	2		2.78865e+06	2.94449e+06			3.1194e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.20273e+06	1.41623e+06	1.00848e+06	1.27376e+06	1.35508e+06	1.24322e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	7	7	2.47092e+06	2.39736e+06	2.46228e+06	2.30937e+06	2.43163e+06	2.52848e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	3	3	1.78194e+07	2.06482e+07	1.97996e+07	1.84763e+07	2.04025e+07	2.05091e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	8	8	2.0757e+06	2.17246e+06	2.19285e+06	2.26311e+06	2.16212e+06	2.19956e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.21915e+07	4.2064e+07	4.13286e+07	4.19377e+07	4.36795e+07	4.28971e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4	1.29248e+06	1.38445e+06	1.47863e+06	1.36929e+06	1.32734e+06	1.33542e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	739109	701221	891051		650819	951766
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.16542e+07	1.26413e+07	1.21239e+07	1.30072e+07	1.23223e+07	1.1184e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	9.29168e+06	8.97968e+06	8.90216e+06	9.18586e+06	8.89141e+06	8.65016e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	1	1	814904		1.11949e+06	927109	986867	
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	1.48571e+06	1.5531e+06	1.35777e+06	1.31294e+06	1.15124e+06	1.71199e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.3309e+07	6.34079e+07	6.27787e+07	6.09659e+07	6.23483e+07	6.59922e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.65681e+06	1.64337e+06	1.60344e+06	1.47041e+06	1.78811e+06	1.80631e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.17768e+07	1.25646e+07	1.15214e+07	1.15184e+07	1.22354e+07	1.17688e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	7.54259e+06	8.47464e+06	7.73535e+06	8.50939e+06	8.63659e+06	8.65708e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	8.83746e+06	9.54923e+06	8.92653e+06	8.4719e+06	9.11972e+06	9.64125e+06
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	3	3	475442	746229	435020	669847	484120	628259
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.78642e+07	1.79003e+07	1.74852e+07	1.7058e+07	1.90035e+07	1.75629e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	2	2	2.68439e+06	2.43474e+06	2.6487e+06	2.7518e+06	2.17842e+06	2.32319e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7	1.1779e+07	1.10083e+08	1.14349e+07	1.12197e+08	1.04306e+08	1.04589e+07
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.26041e+07	1.38583e+07	1.27784e+07	1.34789e+07	1.41985e+07	1.17506e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	6	6	4.6474e+06	4.90731e+06	4.58246e+06	5.13762e+06	4.63001e+06	4.50151e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	6	6	7.85693e+06	8.56454e+06	7.79387e+06	8.04299e+06	8.2498e+06	7.85659e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.63662e+06		1.40087e+06		1.46659e+06	1.55634e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	5.39425e+06	4.71589e+06	4.03551e+06	4.89144e+06	4.78921e+06	5.07515e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	4.24171e+06	4.21465e+06	4.40484e+06	4.26498e+06	3.4082e+06	4.3972e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	17	17	1.57739e+07	1.60288e+07	1.64294e+07	1.57151e+07	1.59443e+07	1.61105e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.79626e+07	2.88935e+07	2.81341e+07	2.75779e+07	2.74078e+07	2.94829e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	19	19	3.93525e+06	4.23306e+06	3.80453e+06	4.3191e+06	3.83065e+06	3.87451e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	836265	805010	901265	887332	962595	855580
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	4.66231e+06	5.57445e+06	5.34302e+06	5.2182e+06	5.44883e+06	5.79105e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10	3.38402e+06	3.34482e+06	3.76548e+06	3.41557e+06	3.63761e+06	3.66212e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	9	9	6.73491e+06	6.75627e+06	6.64497e+06	6.52504e+06	6.50466e+06	6.76319e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	7.94987e+06	8.51907e+06	8.86046e+06	8.50406e+06	9.09003e+06	8.44133e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	14	14	2.83201e+07	2.66155e+07	2.88131e+07	2.69198e+07	2.68802e+07	2.83104e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.72815e+06	3.64863e+06	4.51972e+06	3.07011e+06	3.76925e+06	3.78729e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	1	1	2.58963e+06	2.64326e+06	2.56836e+06	2.8935e+06	3.15128e+06	2.9199e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.51107e+06	3.3059e+06	3.79819e+06	3.44575e+06	3.10631e+06	3.48192e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.72135e+08	2.66753e+08	2.74947e+08	2.78265e+08	2.66589e+08	2.78556e+08
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.08996e+06	4.22281e+06	3.92413e+06	3.44048e+06	3.73328e+06	4.25206e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	2.33597e+07	1.89007e+07	1.95104e+07	1.59642e+07	1.788e+07	2.06183e+07
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	244582	229802	184973	181242	248295	190842
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	2.37731e+06		3.00962e+06		2.34407e+06	2.35061e+06
P45577	PROQ_ECOLI	proQ	ProP effector	11	11	1.24929e+08	1.22038e+08	1.21943e+08	1.18432e+08	1.22758e+08	1.22182e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7	2.06133e+08	2.19571e+08	2.11974e+08	2.16882e+08	2.12928e+08	2.10865e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.64234e+07	1.72289e+07	1.69522e+07	1.78454e+07	1.69787e+07	1.70673e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	1.66007e+06	1.58686e+06	1.84145e+06	1.98462e+06	2.02434e+06	1.28156e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	4	4	6.00606e+06	5.93552e+06	5.82348e+06	5.49035e+06	5.87307e+06	5.58594e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.49755e+06	1.29581e+06	1.76771e+06		1.23314e+06	1.60272e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.28173e+07	1.44062e+07	1.37987e+07	1.46669e+07	1.43468e+07	1.50748e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	1	1	1.3113e+06	1.35034e+06				1.41874e+06
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	7.07529e+06	5.01739e+06	5.35484e+06	6.27939e+06	7.19399e+06	6.02893e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	540414	520108	462854	449641	459184	473680
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.83e+07	3.38902e+07	3.62038e+07	3.52267e+07	3.4485e+07	3.80899e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	7.98213e+07	9.26488e+07	8.62342e+07	8.44359e+07	8.6962e+07	8.62404e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	6	6	1.5239e+07	1.23646e+07	1.6131e+07	1.79701e+07	1.21412e+07	1.2703e+07
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.762e+07	3.62195e+07	3.77164e+07	3.70496e+07	3.67324e+07	3.76965e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	5.26222e+06	6.43638e+06	5.15616e+06		6.35596e+06	5.69378e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.56105e+07	3.43159e+07	3.30683e+07	3.58813e+07	3.44794e+07	3.53307e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	2.52788e+06	1.8918e+06	3.6743e+06	2.83869e+06	1.94685e+06	3.85616e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	5.60776e+06	3.83492e+06	4.13941e+06	3.19697e+06	5.44602e+06	
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	8	8	1.44651e+07	1.69165e+07	1.7309e+07	1.74243e+07	1.74198e+07	1.62097e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	4.29658e+06	4.29671e+06	3.98592e+06	4.33804e+06	4.20088e+06	4.01258e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	2.73376e+06	2.7426e+06	3.18404e+06	2.9977e+06	4.05719e+06	3.70228e+06
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	4.07182e+06	4.16499e+06	3.94707e+06	4.335e+06	4.39582e+06	3.5506e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	6.66853e+06	6.35112e+06	6.11574e+06	6.25018e+06	6.06317e+06	6.46804e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	1.60595e+06	1.70674e+06	1.34819e+06	1.63976e+06		1.66854e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.49597e+07	2.79462e+07	2.54475e+07	2.81312e+07	2.84571e+07	2.65132e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	1.87674e+06	1.72356e+06	1.73693e+06	1.71013e+06	1.46673e+06	1.67929e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.62333e+07	1.49469e+07	1.5643e+07	1.55415e+07	1.65385e+07	1.51881e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	2.01507e+07	1.95917e+07	1.95626e+07	1.92103e+07	1.9478e+07	2.0253e+07
P52126	YFJK_ECOLI	yfjK	Uncharacterized protein YfjK	1	1	1.61862e+06		1.83361e+06			1.34574e+06
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	690031	637279	727636	586060	686048	748202
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	1.14303e+06	1.04722e+06	973270	878653	1.01952e+06	828133
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	741147			989733	894628	633269
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	12	12	3.827e+07	3.40032e+07	3.72674e+07	3.48282e+07	3.57789e+07	3.83317e+07
