Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	1.28836e+07	1.30929e+07	1.22822e+07	1.20208e+07	1.20161e+07	1.26781e+07
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.43604e+07	1.55189e+07	1.49506e+07	1.58467e+07	1.53546e+07	1.57455e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	3	3	1.87585e+06	1.66098e+06	1.29653e+06	1.00868e+06	1.22259e+06	1.24131e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3	5.12599e+06	5.41761e+06	5.19555e+06	5.13768e+06	5.06478e+06	5.04478e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	2.92859e+07	2.85688e+07	2.97114e+07	2.96418e+07	2.97651e+07	3.0018e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	3.89383e+06	4.15143e+06	4.30384e+06	3.9391e+06	3.88848e+06	3.81628e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.44993e+07	1.33892e+07	1.33514e+07	1.30144e+07	1.34279e+07	1.34907e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	9.41289e+07	1.00953e+08	9.92867e+07	9.53996e+07	9.88345e+07	9.38329e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	1	1		4.26236e+06				
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	3	3	1.1957e+06	1.61557e+06	1.36622e+06	1.41203e+06	1.41084e+06	1.65195e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.00195e+07	4.23442e+07	4.16354e+07	4.22921e+07	4.107e+07	4.09711e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.45594e+07	3.11897e+07	3.38249e+07	3.26778e+07	3.33377e+07	3.18944e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	6.97469e+06	6.6394e+06	7.43564e+06	6.56062e+06	7.441e+06	6.84794e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	2	2	4.01734e+06	5.18258e+06	5.43446e+06	5.76601e+06	5.9255e+06	5.17545e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	1.84161e+06	2.6617e+06	2.16628e+06	2.01337e+06	2.33735e+06	1.99127e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	5.27695e+06	6.08699e+06	6.63507e+06	6.40158e+06	5.82627e+06	7.011e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	1.00296e+07	9.15073e+06	9.30331e+06	8.8874e+06	9.43738e+06	8.98758e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.45101e+07	2.2055e+07	2.1984e+07	2.24445e+07	2.26868e+07	2.23354e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.06244e+08	1.13192e+08	1.12234e+08	1.09304e+08	1.07716e+08	1.09568e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	22	22	2.54163e+07	2.50515e+07	2.44238e+07	2.48574e+07	2.53296e+07	2.51223e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	6.20567e+07	5.87395e+07	6.09218e+07	5.5871e+07	5.99594e+07	5.57349e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	6.73089e+06	9.37406e+06	9.34223e+06	9.35629e+06	9.10669e+06	9.55862e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		11	11	1.83378e+07	4.50184e+06	1.94701e+07	5.71698e+06	1.94825e+07	5.29402e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	18	18	6.30155e+07	6.22647e+07	6.34114e+07	6.04847e+07	6.24013e+07	6.20365e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	19	19	1.14431e+07	1.21203e+07	1.21188e+07	1.20317e+07	1.1908e+07	1.19952e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.67364e+06	2.35642e+06	3.35361e+06	2.40106e+06	3.26464e+06	2.82497e+06
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	8.28636e+06	7.22656e+06	7.6734e+06	7.1126e+06	7.84233e+06	7.15666e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	1.78497e+07	2.20235e+07	1.93609e+07	2.08447e+07	1.94977e+07	2.12815e+07
P08395	SPPA_ECOLI	sppA	Protease 4	13	13	9.80532e+06	1.03909e+07	1.03459e+07	9.78386e+06	9.83046e+06	1.02533e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.59078e+07	2.5512e+07	2.57304e+07	2.56755e+07	2.52724e+07	2.50323e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	14	14	3.1436e+07	3.17716e+07	3.25938e+07	3.05116e+07	3.07423e+07	3.17421e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	12	12	3.6808e+07	2.93743e+07	3.16232e+07	3.05838e+07	3.30051e+07	2.9875e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		12	12	2.44188e+07	6.19557e+06	2.24881e+07	6.20278e+06	2.27594e+07	5.33925e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	31	31	3.31505e+08	3.19337e+08	3.36317e+08	3.21126e+08	3.29289e+08	3.29059e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	19	19	6.67076e+06	6.81384e+06	6.85802e+06	7.01375e+06	6.96624e+06	6.77559e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.24094e+07	4.62001e+07	4.51218e+07	4.55019e+07	4.48334e+07	4.62371e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	2	2	1.07278e+07	9.81947e+06	1.12601e+07	1.04941e+07	1.05259e+07	9.93014e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	3	3	3.30053e+06	2.32825e+06	2.80333e+06	2.09928e+06	2.62408e+06	2.38506e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.06083e+07	2.11743e+07	2.15248e+07	2.09504e+07	2.14582e+07	2.13738e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	6	6	1.36812e+07	1.4063e+07	1.40057e+07	1.48816e+07	1.35599e+07	1.43927e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.33271e+07	1.52365e+07	1.48387e+07	1.4553e+07	1.42703e+07	1.39602e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	8.10315e+07	8.3631e+07	8.36932e+07	8.26541e+07	8.14106e+07	8.3028e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	11	11	3.30668e+07	3.18611e+07	3.20369e+07	3.20002e+07	3.08031e+07	3.15936e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	5.96142e+06	5.98068e+06	6.50413e+06	6.30948e+06	6.18881e+06	6.20775e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	23	17	2.07412e+07	2.04329e+07	1.98914e+07	1.989e+07	1.97205e+07	1.97758e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	7.66187e+06	7.6979e+06	7.84526e+06	7.84992e+06	7.82076e+06	7.6655e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.56301e+07	2.59038e+07	2.60826e+07	2.60776e+07	2.65602e+07	2.61784e+07
P09169	OMPT_ECOLI	ompT	Protease 7	14	13	2.10033e+07	2.17945e+07	2.16525e+07	2.21642e+07	2.14807e+07	2.20501e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		4	4	1.83592e+07	5.22606e+06	1.77422e+07	4.96475e+06	1.78174e+07	5.04186e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	5.76159e+06	5.10681e+06	5.6667e+06	4.74103e+06	5.65826e+06	4.80625e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.70135e+06	1.56902e+06	1.76469e+06	1.48256e+06	1.7099e+06	1.56392e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	8	8	1.48189e+08	1.75731e+08	1.6327e+08	1.70316e+08	1.65696e+08	1.7845e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	1.68588e+09	1.89693e+09	1.91582e+09	1.90071e+09	1.8791e+09	1.89286e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13	3.61179e+07	3.03188e+07	3.04538e+07	3.0752e+07	3.01512e+07	3.0446e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.11604e+07	2.22836e+07	2.28176e+07	2.19519e+07	2.31816e+07	2.0211e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	15	15	2.04863e+07	2.21974e+07	2.26727e+07	2.11381e+07	2.24117e+07	2.13372e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	5	5	1.00595e+07	1.01002e+07	9.93107e+06	9.85815e+06	9.85183e+06	1.04364e+07
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	41	41	1.10442e+07	1.05747e+07	1.02815e+07	1.02457e+07	9.85047e+06	1.01661e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	3.22274e+07	3.22301e+07	3.18606e+07	3.35282e+07	3.1816e+07	3.11781e+07
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	2	2	4.90547e+06	4.11777e+06				
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	1	1	1.67588e+06		1.32575e+06			844362
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	22	22	1.3319e+07	1.28067e+07	1.289e+07	1.23711e+07	1.27887e+07	1.32607e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	6	6	4.33603e+06	4.42796e+06	3.89659e+06	3.74598e+06	4.05866e+06	3.95301e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	7.28586e+08	7.58669e+08	7.91647e+08	7.77395e+08	8.0111e+08	7.84635e+08
P0A6A6	LEUC_ECOLI	leuC	3-isopropylmalate dehydratase large subunit	1	1			368228			
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.15186e+09	1.12032e+09	1.18738e+09	1.01642e+09	1.16351e+09	1.11984e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	10	10	1.11627e+07	1.22355e+07	1.16617e+07	1.21406e+07	1.17549e+07	1.1702e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.02465e+08	9.98061e+07	1.04302e+08	1.01837e+08	1.01543e+08	9.94988e+07
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7	1.07315e+07	1.04531e+07	1.01562e+07	1.02228e+07	9.99219e+06	1.01117e+07
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.47225e+07	1.27213e+07	1.27538e+07	1.37103e+07	1.28954e+07	1.33852e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	10	10	2.54012e+07	2.39171e+07	2.35064e+07	2.37181e+07	2.36334e+07	2.39817e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	13	13	6.41131e+07	6.91998e+07	7.41903e+07	6.79552e+07	7.2379e+07	7.08522e+07
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1		726743	495889			587073
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	10	10	7.19446e+06	6.96086e+06	7.24914e+06	7.24365e+06	7.09801e+06	6.78393e+06
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.17536e+07	5.02239e+07	4.85703e+07	4.81046e+07	4.40382e+07	4.8987e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.37497e+07	3.03071e+07	3.00328e+07	3.23515e+07	3.18581e+07	3.24231e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	11	11	4.08357e+07	4.23118e+07	4.16788e+07	4.1499e+07	4.09991e+07	4.20455e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.76015e+07	1.73108e+07	1.78658e+07	1.72015e+07	1.73294e+07	1.69865e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	35	35	5.34575e+08	6.02014e+08	6.09304e+08	6.03997e+08	5.97603e+08	6.05923e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	5.77183e+08	6.2041e+08	5.99224e+08	6.19865e+08	5.91023e+08	6.40415e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	2	2	1.6528e+07	1.85019e+07	1.81986e+07	1.93199e+07	1.8677e+07	1.75002e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.26686e+08	1.42256e+08	1.41766e+08	1.33535e+08	1.40572e+08	1.39308e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22	8.18967e+07	7.67117e+07	8.10338e+07	8.0625e+07	8.11623e+07	8.11671e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	27	27	8.83623e+07	8.34853e+07	8.36599e+07	8.06738e+07	8.37163e+07	8.28094e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.5533e+06	1.27217e+06	1.67174e+06	1.17051e+06	1.59199e+06	1.28625e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.57241e+07	4.65216e+07	4.53994e+07	4.70849e+07	4.5942e+07	4.81861e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	11	11	1.49632e+07	1.50573e+07	1.46232e+07	1.46299e+07	1.44407e+07	1.43814e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	4.0138e+06	4.55599e+06	3.92812e+06	4.21038e+06	4.29639e+06	4.44576e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	4	4	5.11137e+07	5.50001e+07	5.56406e+07	5.59317e+07	5.35746e+07	5.33296e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	6.41514e+06	5.58608e+06	5.75116e+06	5.68913e+06	5.83487e+06	5.85218e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	2	2	2.1092e+06	2.43327e+06	2.16397e+06	2.47163e+06	2.39052e+06	2.26916e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.28628e+07	6.23525e+07	6.2132e+07	6.24733e+07	6.23575e+07	6.2823e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	2	2	2.48902e+06	2.13393e+06	2.4516e+06		2.33522e+06	1.57878e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	8.21835e+07	9.2609e+07	9.29383e+07	9.49186e+07	9.03196e+07	9.46214e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.16621e+08	1.2101e+08	1.19301e+08	1.18078e+08	1.16728e+08	1.19894e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	9.94345e+07	9.82558e+07	9.17165e+07	9.50626e+07	9.28681e+07	9.94767e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.41727e+08	1.50936e+08	1.51658e+08	1.52664e+08	1.52368e+08	1.50012e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	5	5	9.03172e+06	9.7329e+06	9.54228e+06	9.63415e+06	9.28553e+06	9.57725e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.41226e+07	2.73123e+07	2.38805e+07	2.58895e+07	2.47744e+07	2.53329e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	2	2	1.34401e+07	1.38853e+07	1.3321e+07	1.41034e+07	1.32791e+07	1.43547e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	42	42	6.84095e+08	7.43295e+08	7.4136e+08	7.42457e+08	7.40683e+08	7.40689e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	6.34815e+08	5.73737e+08	5.53328e+08	5.64437e+08	5.92106e+08	5.95826e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	5	5	8.59231e+07	8.37189e+07	8.96447e+07	8.50708e+07	8.64987e+07	8.70596e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.47363e+09	1.55946e+09	1.56568e+09	1.55129e+09	1.50334e+09	1.56309e+09
P0A6P5	DER_ECOLI	der	GTPase Der	19	19	2.90613e+07	2.8201e+07	2.86944e+07	2.9314e+07	2.93266e+07	2.88089e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	5.91284e+07	6.51427e+07	6.43425e+07	6.35576e+07	6.46839e+07	6.62726e+07
P0A6P9	ENO_ECOLI	eno	Enolase	26	26	1.10171e+09	1.18963e+09	1.20925e+09	1.19602e+09	1.19525e+09	1.21618e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	10	10	8.25168e+07	8.18645e+07	8.93591e+07	8.2839e+07	8.66231e+07	8.30213e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	8	8	1.11369e+08	1.03435e+08	1.09137e+08	1.021e+08	1.08162e+08	1.04449e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	7	7	7.49489e+07	7.49944e+07	7.83086e+07	7.32131e+07	8.0064e+07	7.57349e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	2.76334e+07	4.59336e+07	4.38729e+07	3.64257e+07	3.89555e+07	3.88455e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	6.46667e+06	5.85522e+06	5.973e+06	6.1968e+06	5.84807e+06	6.18755e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	3.0537e+07	2.65394e+07	2.70506e+07	2.83623e+07	2.74233e+07	2.81504e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	25	25	2.53535e+08	2.67016e+08	2.75145e+08	2.66948e+08	2.67925e+08	2.69729e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	7	7	1.72468e+07	1.72915e+07	1.6747e+07	1.74559e+07	1.62408e+07	1.74868e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.13359e+07	2.10382e+07	2.11524e+07	2.10965e+07	2.17094e+07	2.11102e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.55312e+07	1.41894e+07	1.43302e+07	1.39068e+07	1.46438e+07	1.43155e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	2.31203e+07	2.2235e+07	2.30752e+07	2.23325e+07	2.2634e+07	2.21709e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	2.0512e+07	2.04057e+07	2.03431e+07	1.93725e+07	1.83107e+07	2.03989e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.3112e+07	1.33973e+07	1.3193e+07	1.27027e+07	1.26659e+07	1.28571e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	9	9	2.82101e+07	2.91663e+07	2.79395e+07	2.81172e+07	2.94367e+07	2.94908e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	4.7956e+07	4.74579e+07	4.84439e+07	4.97439e+07	4.7416e+07	4.84635e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3	2.02392e+06	2.05776e+06	1.95662e+06	1.90655e+06	1.97324e+06	2.08914e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	5.58296e+06	5.15465e+06	5.91548e+06	4.70194e+06	5.06703e+06	5.74288e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	12	12	1.04057e+08	1.04947e+08	1.04974e+08	1.01395e+08	1.02221e+08	1.04811e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	10	10	3.12735e+07	2.84793e+07	2.82762e+07	2.91195e+07	2.87823e+07	2.83926e+07
P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase	2	2	359306	396400				402366
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	4.04464e+06	4.52415e+06	4.45037e+06	4.88347e+06	4.85384e+06	4.14654e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	8	8	2.19869e+08	1.97382e+08	2.17283e+08	2.04505e+08	2.13451e+08	1.98342e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	5.89014e+07	4.7204e+07	5.47582e+07	5.58919e+07	5.28386e+07	5.50945e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.75062e+07	4.12295e+07	4.36771e+07	4.24043e+07	4.22657e+07	4.12679e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	42	42	3.62956e+08	3.68937e+08	3.84621e+08	3.84725e+08	3.77702e+08	3.92355e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	19	19	2.96684e+07	2.95678e+07	2.97739e+07	2.88917e+07	3.00015e+07	2.89617e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	42	42	1.1843e+08	1.17643e+08	1.16974e+08	1.17954e+08	1.14824e+08	1.18608e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.95001e+06	6.66128e+06	7.47076e+06	7.12504e+06	9.26513e+06	7.22152e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	37	37	8.73993e+07	8.27449e+07	8.5612e+07	8.29964e+07	8.69377e+07	8.42972e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	2.93783e+08	2.94563e+08	3.06089e+08	2.98375e+08	3.03391e+08	2.9944e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.50639e+08	1.65152e+08	1.66128e+08	1.68784e+08	1.63346e+08	1.78893e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	14	14	2.00305e+08	2.16987e+08	2.13873e+08	2.14894e+08	2.10413e+08	2.16364e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9	1.27121e+07	1.25473e+07	1.23673e+07	1.23012e+07	1.24673e+07	1.26125e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.05259e+07	4.87012e+07	4.92047e+07	4.92845e+07	4.75012e+07	5.11488e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2	2	2.38169e+06	1.4185e+06	2.59746e+06	2.01299e+06	2.29867e+06	2.23075e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	8.15208e+06	7.47823e+06	7.17461e+06	7.38072e+06	7.43364e+06	7.08999e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.31013e+07	2.79895e+07	2.74077e+07	3.03036e+07	2.9041e+07	2.96034e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	1.01745e+08	9.09392e+07	9.7097e+07	9.50515e+07	9.80192e+07	9.46715e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.2796e+06	4.99912e+06	5.74078e+06	5.52137e+06	5.46892e+06	5.20638e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	4.09197e+07	3.85198e+07	3.7282e+07	3.376e+07	3.51847e+07	3.71705e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1			2.29934e+06	2.70111e+06	3.1197e+06	3.21289e+06
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	14	14	3.80154e+07	4.21914e+07	4.03417e+07	4.11895e+07	3.97482e+07	3.97815e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1		3.36379e+06	3.12379e+06	3.40498e+06	3.25942e+06	2.91854e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	3.84659e+07	3.31016e+07	3.1979e+07	2.9749e+07	3.0267e+07	3.16361e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.59497e+07	5.5572e+07	5.26699e+07	5.70487e+07	5.28123e+07	5.66691e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	767194	812489	830873		799716	776958
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.2065e+08	1.07536e+08	1.20791e+08	1.03298e+08	1.21907e+08	1.05872e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.20738e+07	2.19271e+07	2.22202e+07	2.13912e+07	2.13313e+07	2.08211e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	7.61272e+06	8.34943e+06	8.09676e+06	8.40444e+06	7.78471e+06	8.93632e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.13828e+07	5.15706e+07	5.15007e+07	5.137e+07	4.56143e+07	5.10487e+07
