Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	6	6	9.35473e+06	9.43452e+06	9.09684e+06	9.69746e+06	9.75048e+06	9.4128e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.30314e+09	1.27855e+09	1.28367e+09	1.26503e+09	1.26166e+09	1.2785e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	5.42951e+08	5.31442e+08	5.37832e+08	5.52157e+08	5.72506e+08	5.55014e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	3.69089e+08	3.9774e+08	3.90903e+08	3.77365e+08	3.9191e+08	3.62785e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.15607e+09	1.20849e+09	1.16767e+09	1.21231e+09	1.20722e+09	1.13806e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.801e+08	7.52171e+08	7.55379e+08	7.48851e+08	7.56887e+08	7.75994e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.03431e+09	1.15568e+09	1.05513e+09	1.15614e+09	1.15853e+09	1.07329e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	42	42	1.48029e+09	1.47908e+09	1.46049e+09	1.44564e+09	1.49908e+09	1.49203e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3		3.41646e+06	3.55176e+06	3.70507e+06	4.03278e+06	
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1		1.98544e+06			2.14485e+06	
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	1.83853e+06	2.17785e+06	2.18634e+06	1.94715e+06	2.18164e+06	1.98381e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	998265	997076	901209	892159		807615
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16	1.69969e+07	1.65871e+07	1.70145e+07	1.67414e+07	1.64862e+07	1.7475e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	2.11803e+06	3.23022e+06	2.95005e+06	2.80887e+06	2.87199e+06	2.46363e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.42834e+08	3.44597e+08	3.22646e+08	3.34668e+08	3.80055e+08	3.372e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.67114e+07	2.65627e+07	2.64356e+07	2.67025e+07	2.6597e+07	2.68017e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.33412e+06	5.962e+06	6.18575e+06	5.61511e+06	5.33802e+06	6.18195e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.5579e+06	3.86395e+06	4.51313e+06	3.97958e+06	4.3056e+06	5.02464e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.45905e+07	3.82039e+07	4.36395e+07	3.90113e+07	3.75499e+07	4.30976e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.91121e+07	2.83973e+07	2.80055e+07	2.82983e+07	2.72245e+07	2.79114e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.61263e+06	8.31455e+06	8.05579e+06	8.57822e+06	8.64048e+06	8.5633e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.33699e+07	1.27472e+07	1.34235e+07	1.32881e+07	1.31487e+07	1.37425e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	13	13	5.17633e+06	5.47046e+06	5.32714e+06	5.58399e+06	5.67091e+06	5.19012e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2	617100	753481	713968	721559	781755	655535
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.60598e+06	4.34477e+06	4.64793e+06	4.39373e+06	4.16717e+06	4.52849e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.56334e+08	3.17076e+08	3.41925e+08	3.13458e+08	3.21489e+08	3.47234e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	13	13	3.60135e+07	3.49983e+07	3.63362e+07	3.5533e+07	3.44252e+07	3.52516e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8	1.86033e+08	1.89055e+08	1.86329e+08	1.88007e+08	1.92092e+08	1.85746e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.25899e+07	3.28857e+07	3.46421e+07	3.33902e+07	3.13631e+07	3.17564e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.24005e+07	4.07624e+07	4.12014e+07	4.16593e+07	3.92356e+07	4.12072e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	2.7511e+07	2.45156e+07	3.03585e+07	2.64688e+07	2.70252e+07	2.43012e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	7.9867e+06	8.75026e+06	8.34696e+06	8.12087e+06	9.32935e+06	8.14738e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	6.96164e+06	5.50493e+06	7.15609e+06	5.97878e+06	5.75511e+06	6.85907e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	1.07403e+07	1.0963e+07	1.0455e+07	1.09769e+07	1.08844e+07	1.04267e+07
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	2.65741e+07	2.58763e+07	2.62788e+07	2.5718e+07	2.60525e+07	2.68944e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	2.59137e+06	2.21414e+06	2.5964e+06	2.2809e+06	2.54548e+06	2.30952e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.0036e+07	1.00385e+07	1.03027e+07	1.00111e+07	1.00765e+07	9.8868e+06
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.37934e+07	4.32669e+07	4.33907e+07	4.34627e+07	4.25371e+07	4.2964e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	9.2253e+06	9.77601e+06	9.61091e+06	1.00565e+07	1.00298e+07	9.98921e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.05823e+08	1.03517e+08	1.03173e+08	1.03156e+08	1.04794e+08	1.03002e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.99889e+07	7.07382e+07	7.34085e+07	7.04576e+07	7.2235e+07	7.35059e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	1.02292e+07	1.06913e+07	9.7336e+06	1.05721e+07	1.1567e+07	9.73531e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	2.00424e+08	1.91538e+08	2.24081e+08	1.88847e+08	1.8108e+08	2.02172e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	650884	725193	779794	822796	1.00402e+06	1.1136e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	6	6	1.57255e+07	1.51618e+07	1.58481e+07	1.54263e+07	1.6194e+07	1.52786e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	2	2	2.29337e+06	2.36876e+06	2.80054e+06	2.81344e+06	2.76278e+06	2.44118e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.00768e+08	3.4287e+08	2.90236e+08	3.53287e+08	3.5613e+08	2.80849e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.19587e+07	4.41431e+07	3.68827e+07	4.3841e+07	4.16402e+07	4.6194e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.6809e+07	1.61494e+07	1.75584e+07	1.69221e+07	1.67944e+07	1.58742e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	239377	229868	370387	299878	293055	346620
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.44241e+07	1.37551e+07	1.48989e+07	1.39049e+07	1.3705e+07	1.38106e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	8	8	4.01215e+06	4.2381e+06	4.31513e+06	3.96431e+06	3.88732e+06	4.7075e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.10091e+07	1.94217e+07	1.9876e+07	1.93756e+07	1.94874e+07	1.97768e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.57938e+06	8.55547e+06	8.39466e+06	8.06561e+06	8.17049e+06	8.15284e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	2.01837e+07	1.93707e+07	1.99657e+07	2.01854e+07	2.21124e+07	2.06268e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.30043e+07	2.30046e+07	2.29522e+07	2.2269e+07	2.3219e+07	2.36052e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.16551e+07	3.99551e+07	4.26743e+07	3.97755e+07	4.06567e+07	4.35366e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	3	3		3.93927e+06	3.48353e+06	4.50968e+06	3.52097e+06	3.67399e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1		213653	226547	193265	200365	173385
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	14	14	7.55065e+07	8.13276e+07	7.67237e+07	7.53316e+07	7.55192e+07	6.98156e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	505333	343925	638275	445791	505065	601727
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	9	9	9.38871e+06	9.56163e+06	1.02e+07	9.41008e+06	1.01465e+07	9.41041e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	6.72988e+09	6.41856e+09	6.6649e+09	6.86436e+09	6.67229e+09	6.45919e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.04719e+07	2.02544e+07	1.96897e+07	2.06897e+07	2.09372e+07	2.11025e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	28	28	1.77229e+07	1.79206e+07	1.81012e+07	1.83795e+07	1.8288e+07	1.80085e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.41876e+07	2.39338e+07	2.39808e+07	2.42845e+07	2.48613e+07	2.2804e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	4.52452e+07	4.60476e+07	4.4817e+07	4.62239e+07	4.67737e+07	4.58864e+07
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	2.99562e+07	3.48957e+07	3.12573e+07	3.43576e+07	3.62985e+07	3.30485e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	4	4	6.96882e+06	7.35051e+06	7.11832e+06	7.04562e+06	7.7445e+06	6.88082e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	2.10287e+06	1.97227e+06	2.21237e+06	2.03516e+06	2.20606e+06	2.33252e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.39677e+07	8.74726e+07	9.08931e+07	8.67177e+07	9.06222e+07	9.48396e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	38	38	4.53129e+07	4.52818e+07	4.47826e+07	4.62009e+07	4.54848e+07	4.5406e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	3	3	3.47928e+06	3.45232e+06	3.33481e+06	3.78577e+06	3.82237e+06	3.48145e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.82648e+06	1.76248e+06	1.68361e+06	1.81013e+06	1.97004e+06	1.93734e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.28696e+06	1.20484e+06	1.29117e+06	1.41323e+06	1.24223e+06	1.29147e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	4	4	2.38806e+06	2.56687e+06	2.33388e+06	2.43707e+06	2.53955e+06	2.35675e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.53807e+07	1.61664e+07	1.63596e+07	1.6001e+07	1.58751e+07	1.6086e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	7.72641e+06	8.03987e+06	7.71016e+06	7.6137e+06	7.77543e+06	7.6807e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	3	3		1.24864e+06	1.55898e+06	1.57883e+06	1.73398e+06	1.51366e+06
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.53406e+07	2.59629e+07	2.55505e+07	2.65193e+07	2.65967e+07	2.43432e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.28252e+07	5.21602e+07	5.37855e+07	5.17328e+07	5.12663e+07	5.30328e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.09929e+07	2.45204e+07	2.11318e+07	2.25639e+07	2.54457e+07	2.4963e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	2	2	1.24585e+06	1.1133e+06	1.2638e+06	1.22041e+06	1.19783e+06	1.40784e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.39909e+07	1.30304e+07	1.30503e+07	1.37953e+07	1.36981e+07	1.29873e+07
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	2.96974e+07	3.02233e+07	2.86412e+07	3.1294e+07	3.09903e+07	2.86781e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	6.61737e+06	6.71132e+06	6.84238e+06	6.72573e+06	7.46742e+06	6.8393e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.15007e+07	1.07247e+07	1.22423e+07	1.06184e+07	1.07634e+07	1.20387e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.24194e+08	2.32008e+08	2.16321e+08	2.27786e+08	2.25328e+08	2.19145e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.86002e+06	2.09697e+06	1.95076e+06	1.99784e+06	2.03104e+06	1.96081e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	1.90152e+06	1.51555e+06	2.30074e+06	1.88969e+06	1.67739e+06	2.36863e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	9.16611e+06	9.47901e+06	9.53107e+06	9.59068e+06	9.52749e+06	9.49343e+06
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.32374e+06	6.56775e+06	6.16114e+06	6.9976e+06	6.96424e+06	6.38817e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.84071e+07	1.98158e+07	1.8468e+07	2.00295e+07	1.91437e+07	1.90757e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	43	43	1.85667e+08	1.81514e+08	1.79839e+08	1.83123e+08	1.85779e+08	1.78129e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	4	4	1.80566e+06	2.73342e+06	2.2084e+06	2.5031e+06	2.62079e+06	2.44147e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	17	17	1.65215e+07	1.65817e+07	1.59521e+07	1.69488e+07	1.6702e+07	1.64726e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	16	16	2.31035e+07	2.26349e+07	2.3478e+07	2.05151e+07	2.25255e+07	2.38331e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	1.69886e+06	2.1754e+06	1.98364e+06	2.09359e+06	1.95106e+06	2.59455e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	3	3	459121	479782	612353	580568	531039	611956
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.77886e+07	1.86453e+07	1.86909e+07	1.84046e+07	1.81501e+07	1.8279e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	8.46167e+06	8.77842e+06	9.15563e+06	8.92112e+06	8.7273e+06	8.9552e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	6	6	9.08007e+06	8.97385e+06	8.94187e+06	9.27999e+06	9.17283e+06	9.12139e+06
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	5	5	437475	721963	713791	610764	690489	683193
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	15	1.1733e+08	1.15282e+08	1.16649e+08	1.14651e+08	1.17535e+08	1.16925e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.71666e+07	1.79194e+07	1.7225e+07	1.84081e+07	1.7602e+07	1.75239e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.223e+06	1.58282e+06	1.63298e+06	1.76796e+06	1.69867e+06	1.75588e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	12	12	5.24347e+07	5.79606e+07	5.17044e+07	5.59224e+07	5.6499e+07	5.39698e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	5.32063e+06	4.85923e+06	5.01656e+06	5.54809e+06	4.69481e+06	4.60611e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.00803e+07	1.96656e+07	2.03799e+07	1.96778e+07	1.97638e+07	2.0133e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	1.27514e+06	1.35761e+06	1.26222e+06	1.07559e+06	1.3329e+06	1.20377e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.54343e+06	3.07554e+06	3.87197e+06	3.09006e+06	3.27414e+06	3.45693e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.89078e+07	1.96013e+07	2.11182e+07	2.03078e+07	1.95938e+07	2.16476e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.6316e+06	1.54467e+06	1.52365e+06	1.56545e+06	1.68713e+06	1.44042e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	17	17	8.99856e+06	9.07952e+06	8.97453e+06	9.07908e+06	9.11939e+06	8.45006e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	932590	1.01486e+06	960558	930672		876602
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	22	22	1.22481e+08	1.23943e+08	1.25553e+08	1.25088e+08	1.2451e+08	1.20681e+08
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	14	14	3.8131e+07	3.62888e+07	3.76833e+07	3.77529e+07	3.70853e+07	3.68506e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	8	8	1.71979e+07	1.76627e+07	1.76296e+07	1.83897e+07	1.83236e+07	1.79015e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.13878e+07	1.05461e+07	1.05151e+07	1.0906e+07	1.12954e+07	1.1134e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3			3.12395e+06	1.87337e+06	1.15869e+06	2.49515e+06
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	7.80137e+06	8.37047e+06	8.20631e+06	8.85891e+06	9.14295e+06	8.39962e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	1.9353e+07	2.38785e+07	1.95354e+07	2.51245e+07	2.52708e+07	2.02172e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.89977e+06	6.08473e+06	5.83e+06	6.08782e+06	5.95589e+06	5.64182e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	15	14	9.77712e+06	9.5905e+06	9.9909e+06	9.46079e+06	9.74108e+06	1.00267e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3		1.21431e+06		1.28436e+06		1.1404e+06
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	4.75057e+06	4.9089e+06	4.45725e+06	5.1171e+06	5.81593e+06	5.61534e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	7	7	3.70728e+07	3.4283e+07	3.60104e+07	3.41824e+07	3.28906e+07	3.49882e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3		456721	493347		479023	235002
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	7.57056e+06	8.00892e+06	8.33875e+06	7.98925e+06	8.10006e+06	8.19298e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	27	27	7.84517e+07	7.98526e+07	7.94168e+07	7.80942e+07	8.14195e+07	7.97216e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.42689e+06	1.32534e+06	1.50969e+06	1.38254e+06	1.61077e+06	1.4722e+06
P16694	YJDA_ECOLI	yjdA	Uncharacterized protein YjdA	1	1		1.6994e+06	1.85392e+06		1.69372e+06	2.17191e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	21	21	3.02178e+07	3.1938e+07	3.06974e+07	3.19582e+07	3.15997e+07	2.98543e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	1.04449e+07	1.1139e+07	1.05693e+07	1.04372e+07	1.10477e+07	1.1095e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	3.36274e+06	3.71542e+06	4.02346e+06	2.91431e+06	3.50866e+06	4.07628e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	6	6	5.76494e+06	5.76216e+06	6.07024e+06	6.06399e+06	5.9844e+06	6.07028e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	8.99299e+06	9.09281e+06	9.99975e+06	9.20978e+06	9.20308e+06	9.63097e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.79569e+07	1.65841e+07	1.8165e+07	1.77485e+07	1.68563e+07	1.87058e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	37	37	1.80289e+08	1.82187e+08	1.77137e+08	1.81483e+08	1.88444e+08	1.78409e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	8	8	8.23949e+06	8.15467e+06	7.12029e+06	7.66433e+06	7.74947e+06	8.07119e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	6.87021e+06	7.49349e+06	7.47362e+06	7.65065e+06	7.30574e+06	7.56917e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	2.908e+06	2.65754e+06	3.35336e+06	2.7808e+06	2.89276e+06	3.19043e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	31	31	2.54962e+07	2.61862e+07	2.53359e+07	2.52938e+07	2.59968e+07	2.48355e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	11	11	2.3314e+07	2.37043e+07	2.47608e+07	2.55844e+07	2.36781e+07	2.467e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	7	7	1.20461e+07	1.24023e+07	1.18479e+07	1.32657e+07	1.34424e+07	1.18965e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	6	6	1.74222e+07	1.81908e+07	1.72379e+07	1.82396e+07	1.83484e+07	1.83878e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	10	10	4.57475e+06	4.58949e+06	4.43965e+06	4.79495e+06	4.4979e+06	4.32666e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	9.88186e+06	9.90776e+06	1.02602e+07	9.98179e+06	9.3099e+06	9.61892e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.16251e+07	1.2782e+07	1.14552e+07	1.38364e+07	1.20311e+07	1.10197e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	1.00266e+06	846559	701703	725754	680493	626025
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1		1.47308e+06			1.96397e+06	2.0445e+06
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	14	14	9.83428e+06	9.96223e+06	1.00318e+07	9.91883e+06	1.00014e+07	9.51645e+06
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	9.03668e+06	9.66481e+06	9.76407e+06	1.00884e+07	9.63928e+06	9.86348e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	8.81705e+07	8.48698e+07	8.63831e+07	8.67514e+07	8.48566e+07	8.59058e+07
P19318	NARY_ECOLI	narY	Respiratory nitrate reductase 2 beta chain	1	1	1.04784e+06	1.09344e+06		1.12727e+06	1.13174e+06	921637
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.76854e+06	1.70363e+06	1.931e+06	1.95397e+06	1.8077e+06	1.68178e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	6	6	1.51332e+07	1.49102e+07	1.47665e+07	1.55297e+07	1.57258e+07	1.53012e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	1	1					43544.2	54594.7
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.97991e+06	4.13096e+06	4.59739e+06	4.45809e+06	4.12252e+06	4.25114e+06
