Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	7.10172e+06	6.09409e+06	7.11369e+06	6.50141e+06	6.39805e+06	6.92944e+06
P08390	USG_ECOLI	usg	USG-1 protein	10	10	1.87771e+07	2.11968e+07	1.82784e+07	2.05983e+07	2.21472e+07	1.82043e+07
P08395	SPPA_ECOLI	sppA	Protease 4	15	15	1.01429e+07	1.04344e+07	1.03353e+07	1.01818e+07	1.00593e+07	1.02967e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	17	17	2.54557e+07	2.55409e+07	2.51004e+07	2.55688e+07	2.5922e+07	2.5002e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	2.92235e+07	2.9561e+07	2.93284e+07	2.87874e+07	3.03254e+07	3.03793e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	11	11	2.42505e+07	2.21025e+07	2.64547e+07	2.34123e+07	2.29799e+07	2.38084e+07
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	32	32	3.34547e+08	3.33398e+08	3.31381e+08	3.28886e+08	3.34375e+08	3.22338e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	22	22	5.75973e+06	5.90359e+06	5.9884e+06	5.91993e+06	5.59402e+06	5.98889e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	23	23	4.44976e+07	4.40258e+07	4.48196e+07	4.46047e+07	4.41596e+07	4.43099e+07
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2	2.91635e+06	2.66469e+06	3.16957e+06	2.65778e+06	2.45035e+06	2.98771e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.20105e+07	2.27314e+07	2.28934e+07	2.31125e+07	2.22167e+07	2.34399e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	7	7	1.07786e+07	1.13065e+07	1.14811e+07	1.20732e+07	1.26789e+07	1.14094e+07
P09099	XYLB_ECOLI	xylB	Xylulose kinase	2	2	487032	484818			485284	
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	6	6	1.99437e+07	1.83513e+07	1.86873e+07	1.82549e+07	1.93692e+07	1.95374e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	5.57806e+07	5.48589e+07	5.65277e+07	5.7139e+07	5.68974e+07	5.63085e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	13	13	3.23867e+07	3.19229e+07	3.1974e+07	3.28908e+07	3.19581e+07	3.18679e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	10	10	4.96417e+06	4.94351e+06	4.8859e+06	5.27035e+06	4.85707e+06	5.30423e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	19	14	1.25542e+07	1.26766e+07	1.25601e+07	1.23208e+07	1.22646e+07	1.21867e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	11	11	7.12436e+06	7.66248e+06	8.27672e+06	7.99266e+06	8.56063e+06	8.73745e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.92555e+07	2.69896e+07	2.70761e+07	2.71314e+07	2.64748e+07	2.74469e+07
P09169	OMPT_ECOLI	ompT	Protease 7	14	13	2.3182e+07	2.22885e+07	2.23506e+07	2.28942e+07	2.39458e+07	2.25015e+07
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	4.34584e+06	4.44459e+06	4.37334e+06	4.07048e+06	3.67369e+06	4.80206e+06
P09348	MOTA_ECOLI	motA	Motility protein A	4	4	1.97607e+06	1.81694e+06	2.00135e+06	1.86601e+06	1.87233e+06	1.99817e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	10	10	1.81559e+08	1.66218e+08	1.75456e+08	1.63144e+08	1.84193e+08	1.66229e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	66	61	1.75561e+09	1.90749e+09	1.72725e+09	1.89231e+09	1.90724e+09	1.69707e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13	2.69892e+07	2.75203e+07	2.69708e+07	2.72662e+07	2.85096e+07	2.63578e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.01569e+07	1.95877e+07	1.96174e+07	1.98927e+07	2.01135e+07	2.13271e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	1.53924e+07	1.68973e+07	1.55491e+07	1.56694e+07	1.66554e+07	1.57655e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	9.76662e+06	1.10599e+07	1.0589e+07	1.04912e+07	1.08398e+07	9.84194e+06
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	39	39	1.00822e+07	1.01769e+07	1.0472e+07	1.02781e+07	1.04919e+07	1.02725e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	1.37082e+07	1.32156e+07	1.28018e+07	1.25454e+07	1.35085e+07	1.29899e+07
P09833	MODC_ECOLI	modC	Molybdenum import ATP-binding protein ModC	1	1	960948		898869		741258	863375
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	1	1		1.16764e+06	930572	645272	1.0111e+06	
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	24	24	1.36101e+07	1.45906e+07	1.46592e+07	1.40156e+07	1.43231e+07	1.38835e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	5	5	4.35405e+06	4.20434e+06	4.74932e+06	4.03146e+06	4.27117e+06	4.59244e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	8.18041e+08	7.84671e+08	7.92351e+08	7.69252e+08	7.84376e+08	7.96563e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.11659e+09	1.06153e+09	1.12761e+09	9.99635e+08	1.04056e+09	1.12771e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.16308e+07	1.22215e+07	1.18588e+07	1.167e+07	1.22917e+07	1.2138e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	9.62896e+07	9.3975e+07	9.44136e+07	9.39465e+07	9.33561e+07	9.28826e+07
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	6	6	9.79211e+06	9.14023e+06	9.99637e+06	9.66445e+06	9.42793e+06	9.50951e+06
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.37407e+07	1.22685e+07	1.28716e+07	1.44691e+07	1.27958e+07	1.36573e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.21214e+07	2.31365e+07	2.385e+07	2.20029e+07	2.25087e+07	2.33705e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	1.00058e+08	1.08631e+08	1.03111e+08	1.0496e+08	1.08594e+08	1.04843e+08
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	2	2		995529			1.1918e+06	
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	9	9	1.47973e+07	1.52558e+07	1.54449e+07	1.55213e+07	1.52474e+07	1.42596e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.28573e+07	4.72009e+07	4.10967e+07	4.5998e+07	4.99924e+07	4.33712e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.18376e+07	3.24364e+07	3.44376e+07	3.40508e+07	3.17234e+07	3.17518e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	10	10	4.05446e+07	4.22023e+07	4.19863e+07	4.25001e+07	4.35972e+07	4.05768e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	20	20	1.5059e+07	1.4765e+07	1.49388e+07	1.47546e+07	1.51157e+07	1.47424e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	35	35	6.07547e+08	6.26949e+08	6.00089e+08	6.1597e+08	6.26011e+08	5.85059e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.14724e+08	6.71325e+08	6.06933e+08	6.68689e+08	6.56692e+08	6.03183e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.67499e+07	1.69326e+07	1.65767e+07	1.66187e+07	1.68434e+07	1.63368e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.36852e+08	1.48658e+08	1.35316e+08	1.43415e+08	1.49808e+08	1.38487e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22	9.11175e+07	8.67466e+07	9.01007e+07	8.82198e+07	8.80926e+07	8.91526e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	29	29	7.9671e+07	8.1253e+07	8.09147e+07	8.02244e+07	8.06302e+07	8.16064e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.68944e+06	1.50535e+06	1.70373e+06	1.43366e+06	1.5027e+06	1.79012e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.48388e+07	4.61723e+07	4.56311e+07	4.59015e+07	4.62152e+07	4.38567e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	10	10	1.41716e+07	1.36696e+07	1.48563e+07	1.36067e+07	1.37633e+07	1.61289e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	5.67042e+06	5.8503e+06	5.51453e+06	5.69152e+06	5.73289e+06	5.17189e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	4	4	7.35822e+07	8.18077e+07	7.16375e+07	7.78707e+07	7.49326e+07	7.31969e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	5.64793e+06	5.6299e+06	5.64713e+06	5.34119e+06	5.70443e+06	5.50801e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	5	5	1.36518e+06	1.54127e+06	1.56831e+06	1.41063e+06	1.68324e+06	1.56692e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.5241e+07	6.41094e+07	6.74904e+07	6.39185e+07	6.6587e+07	6.50668e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	2	2	2.0474e+06	1.63983e+06	2.6419e+06	1.09456e+06	1.21269e+06	2.58272e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	9.18049e+07	9.80092e+07	9.57239e+07	9.59777e+07	9.92126e+07	9.49824e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.2949e+08	1.27233e+08	1.25645e+08	1.29862e+08	1.33495e+08	1.30253e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	9.0582e+07	9.58375e+07	9.47191e+07	9.68881e+07	9.79963e+07	9.31014e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.54887e+08	1.53275e+08	1.54742e+08	1.52004e+08	1.51808e+08	1.49406e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	8.08288e+06	8.03996e+06	7.86018e+06	7.47444e+06	7.74944e+06	7.73545e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	1.80588e+07	1.9857e+07	1.85107e+07	1.94695e+07	2.11089e+07	1.95914e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.3623e+07	1.30786e+07	1.2916e+07	1.291e+07	1.46223e+07	1.3491e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43	7.30091e+08	7.62911e+08	7.21218e+08	7.64178e+08	7.64701e+08	7.13735e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	5.83934e+08	6.11784e+08	5.80092e+08	6.10342e+08	5.72557e+08	5.68361e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6	6	8.92436e+07	8.61265e+07	8.60746e+07	8.48709e+07	8.55274e+07	8.4583e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.47441e+09	1.64555e+09	1.44669e+09	1.58985e+09	1.59845e+09	1.42546e+09
P0A6P5	DER_ECOLI	der	GTPase Der	18	18	2.73833e+07	2.74893e+07	2.96807e+07	2.80739e+07	2.83148e+07	2.86269e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	5.95622e+07	6.34222e+07	5.93437e+07	6.25036e+07	6.38606e+07	6.09538e+07
P0A6P9	ENO_ECOLI	eno	Enolase	25	25	1.20866e+09	1.2232e+09	1.16954e+09	1.21788e+09	1.22522e+09	1.1491e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	9	9	8.08856e+07	7.93539e+07	7.97001e+07	7.95701e+07	7.85018e+07	7.89813e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	1.01746e+08	9.26256e+07	1.02397e+08	9.31708e+07	9.16827e+07	1.00415e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	7.31274e+07	7.0566e+07	7.53033e+07	7.50207e+07	7.28498e+07	7.75529e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	2.85873e+07	3.27032e+07	2.66192e+07	3.23205e+07	3.74084e+07	2.69971e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	5.31217e+06	5.8614e+06	5.99491e+06	5.88133e+06	5.97299e+06	5.58722e+06
P0A6S5	FTSB_ECOLI	ftsB	Cell division protein FtsB	2	2		150057			142510	
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.5063e+07	2.5645e+07	2.51788e+07	2.58824e+07	2.42342e+07	2.30437e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	26	26	2.33038e+08	2.35285e+08	2.32966e+08	2.27664e+08	2.35052e+08	2.29619e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	8	8	1.51099e+07	1.52895e+07	1.54522e+07	1.5613e+07	1.54533e+07	1.54971e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.14922e+07	2.0257e+07	2.10106e+07	2.00058e+07	2.02527e+07	2.13987e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.30947e+07	1.31508e+07	1.31738e+07	1.40115e+07	1.35794e+07	1.28846e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	2.24337e+07	2.25422e+07	2.2483e+07	2.30826e+07	2.27867e+07	2.30678e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	1.89114e+07	1.91198e+07	1.86254e+07	1.82482e+07	1.81964e+07	1.82736e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.11546e+07	1.18826e+07	1.19775e+07	1.20078e+07	1.16947e+07	1.19553e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	9	9	3.03192e+07	2.98269e+07	3.14226e+07	3.07933e+07	3.00453e+07	3.16175e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	10	10	4.96995e+07	4.97784e+07	5.02964e+07	4.88677e+07	5.07245e+07	5.11843e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3	1.48675e+06	1.50316e+06	1.58146e+06	1.44392e+06	1.48377e+06	1.59151e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	4.18321e+06	4.70698e+06	4.78568e+06	4.71102e+06	4.57752e+06	4.51022e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.04433e+08	1.05912e+08	1.06007e+08	1.05462e+08	1.06993e+08	1.09409e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	11	11	2.36512e+07	2.28489e+07	2.37941e+07	2.44923e+07	2.40028e+07	2.30867e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	3.21424e+06	3.52399e+06	3.4024e+06	3.59715e+06	3.68029e+06	3.53219e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	10	10	2.16236e+08	1.91769e+08	2.21282e+08	1.96066e+08	1.98178e+08	2.20715e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	4	4	5.64571e+07	5.65215e+07	5.91676e+07	5.56702e+07	5.50075e+07	5.30389e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.23523e+07	4.0174e+07	4.18681e+07	4.16092e+07	4.05041e+07	4.28259e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	43	43	3.82331e+08	3.81272e+08	3.79706e+08	3.80858e+08	3.84196e+08	3.69977e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	18	18	2.58735e+07	2.48208e+07	2.57034e+07	2.50766e+07	2.43139e+07	2.4677e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	44	44	1.20406e+08	1.17519e+08	1.16435e+08	1.17972e+08	1.18773e+08	1.18801e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	8.65033e+06	7.56315e+06	8.90844e+06	7.69814e+06	7.61233e+06	8.35847e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	37	37	9.43803e+07	8.8624e+07	9.71266e+07	8.825e+07	8.79801e+07	9.72467e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	3.08804e+08	2.82575e+08	3.02572e+08	2.81453e+08	2.86328e+08	2.93829e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.64107e+08	1.79763e+08	1.63136e+08	1.71873e+08	1.68434e+08	1.42596e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12	2.06289e+08	2.10487e+08	2.01661e+08	2.1106e+08	2.17112e+08	2.00494e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	10	10	1.09896e+07	1.1209e+07	1.03712e+07	1.13212e+07	1.14713e+07	1.06019e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.4127e+07	5.3582e+07	5.29297e+07	5.3303e+07	5.5135e+07	5.238e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	1	1	2.88351e+06	2.37618e+06	2.22572e+06	2.6659e+06	2.50343e+06	2.37352e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	7.63036e+06	7.16434e+06	7.66028e+06	7.19891e+06	6.97911e+06	7.90629e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.85138e+07	2.70066e+07	2.63799e+07	2.87117e+07	2.79977e+07	2.6549e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.23862e+07	9.10787e+07	9.85294e+07	8.90311e+07	9.68785e+07	9.40755e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.28943e+06	5.07104e+06	4.90766e+06	4.89203e+06	4.79508e+06	4.55839e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.32975e+07	3.23824e+07	3.18496e+07	3.26619e+07	3.30206e+07	3.27904e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1	2.40903e+06		2.46729e+06	2.17994e+06	2.98923e+06	
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	13	13	3.79827e+07	4.03208e+07	3.76073e+07	4.01655e+07	4.22329e+07	3.99338e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	2	2	2.54942e+06	1.98787e+06	2.53766e+06	2.34073e+06	2.30771e+06	2.20325e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	3.49223e+07	3.1609e+07	3.55102e+07	3.32473e+07	3.34481e+07	3.34061e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	6.8501e+07	7.23195e+07	6.77882e+07	7.16933e+07	7.37631e+07	6.78815e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	802284	564139	762610		594788	857380
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.16276e+08	1.10957e+08	1.22627e+08	1.08659e+08	1.10298e+08	1.17688e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	1.75971e+07	2.02778e+07	1.86705e+07	2.06515e+07	2.12315e+07	1.82766e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	9	9	7.25796e+06	6.99347e+06	7.39728e+06	6.7119e+06	6.83739e+06	7.75003e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	4.71546e+07	4.67518e+07	4.57702e+07	4.40591e+07	4.78245e+07	4.44483e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	9	9	4.05923e+07	4.20001e+07	4.06837e+07	4.21791e+07	4.22911e+07	4.0825e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14	1.66856e+08	1.84841e+08	1.63588e+08	1.83796e+08	1.90339e+08	1.72477e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	26	26	1.59039e+09	1.67667e+09	1.55295e+09	1.64959e+09	1.59114e+09	1.50741e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	1.29835e+07	1.20878e+07	1.12161e+07	1.1326e+07	1.39564e+07	1.14599e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	5	5	1.28387e+06	1.21669e+06	1.12151e+06	1.15283e+06	1.08264e+06	1.0408e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	16	16	1.4974e+07	1.57875e+07	1.644e+07	1.51413e+07	1.55108e+07	1.66212e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	10	10	4.33101e+08	4.0111e+08	4.44071e+08	3.90293e+08	4.04033e+08	4.4791e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	14	14	4.59976e+06	4.63138e+06	4.79513e+06	4.65276e+06	4.51494e+06	4.91237e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	12	12	2.32599e+07	2.26656e+07	2.22714e+07	2.20813e+07	2.16792e+07	2.17795e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	7	7	9.27317e+07	9.15978e+07	8.79509e+07	9.75547e+07	8.65125e+07	8.63658e+07
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8	2.69286e+07	2.73584e+07	2.59049e+07	2.71654e+07	2.72531e+07	2.75907e+07
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	10	10	3.9206e+07	3.74279e+07	3.90038e+07	3.73919e+07	3.64075e+07	3.71666e+07
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	10	10	2.95824e+07	3.21229e+07	2.96302e+07	3.10598e+07	3.08332e+07	2.92995e+07
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	27	27	1.81209e+08	1.81576e+08	1.8515e+08	1.78896e+08	1.83544e+08	1.77284e+08
P0A7D7	PUR7_ECOLI	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	15	15	5.50327e+07	4.95457e+07	5.39693e+07	4.94166e+07	5.2479e+07	5.55625e+07
P0A7E1	PYRD_ECOLI	pyrD	Dihydroorotate dehydrogenase (quinone)	18	18	3.48152e+07	3.46107e+07	3.42138e+07	3.47645e+07	3.61371e+07	3.16421e+07
P0A7E3	PYRE_ECOLI	pyrE	Orotate phosphoribosyltransferase	11	11	2.99895e+07	3.00812e+07	2.98363e+07	2.88178e+07	2.9601e+07	3.01422e+07
P0A7E5	PYRG_ECOLI	pyrG	CTP synthase	20	20	7.8029e+07	7.65447e+07	7.81081e+07	7.68256e+07	7.71338e+07	7.7252e+07
P0A7E9	PYRH_ECOLI	pyrH	Uridylate kinase	8	8	2.12828e+07	2.20883e+07	2.12428e+07	2.19421e+07	2.1844e+07	2.16715e+07
P0A7F3	PYRI_ECOLI	pyrI	Aspartate carbamoyltransferase regulatory chain	7	7	1.12047e+07	1.16676e+07	1.17674e+07	1.05277e+07	1.05626e+07	1.18699e+07
P0A7F6	SPED_ECOLI	speD	S-adenosylmethionine decarboxylase proenzyme	5	5	1.79562e+07	1.74324e+07	1.95754e+07	1.66705e+07	1.58749e+07	1.86221e+07
P0A7F9	QUEA_ECOLI	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	6	6	1.51282e+07	1.58103e+07	1.51832e+07	1.57393e+07	1.60954e+07	1.48147e+07
P0A7G2	RBFA_ECOLI	rbfA	Ribosome-binding factor A	6	6	1.0072e+08	1.01457e+08	9.77481e+07	1.01107e+08	1.04487e+08	9.92664e+07
P0A7G6	RECA_ECOLI	recA	Protein RecA	12	12	6.94301e+07	7.35353e+07	7.09592e+07	7.05736e+07	7.43238e+07	7.08266e+07
P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	1	1	9.9119e+06	1.28974e+07	1.09518e+07	1.13305e+07	1.53872e+07	1.11036e+07
P0A7I0	RF1_ECOLI	prfA	Peptide chain release factor 1	9	9	1.93472e+07	1.88525e+07	1.84948e+07	1.86422e+07	1.96158e+07	1.92854e+07
P0A7I4	RF3_ECOLI	prfC	Peptide chain release factor 3	22	22	3.248e+07	3.38195e+07	3.30066e+07	3.36637e+07	3.44417e+07	3.38246e+07
P0A7I7	RIBA_ECOLI	ribA	GTP cyclohydrolase-2	7	7	4.02088e+07	3.90465e+07	3.92903e+07	3.86655e+07	3.95903e+07	3.9838e+07
