Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	4.75865e+08	4.72684e+08	4.46436e+08	4.70947e+08	4.622e+08	4.61348e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.29003e+09	1.23992e+09	1.30174e+09	1.28814e+09	1.2873e+09	1.1761e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.85578e+08	8.17639e+08	8.23919e+08	8.21679e+08	8.28792e+08	8.18961e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.22584e+09	1.12638e+09	1.24232e+09	1.1578e+09	1.21562e+09	1.16672e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	42	42	1.67389e+09	1.6445e+09	1.64662e+09	1.60667e+09	1.70888e+09	1.58051e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3		2.92022e+06	3.17004e+06	3.00468e+06	3.02239e+06	2.7747e+06
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	2	2	2.75904e+06	2.5216e+06			2.83199e+06	
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.51053e+06	2.07088e+06	2.19437e+06	2.49435e+06	2.578e+06	2.30624e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	1.35695e+06	1.12062e+06	1.29137e+06			1.24375e+06
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17	1.93991e+07	1.90022e+07	1.92008e+07	1.85609e+07	1.91397e+07	1.82143e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	6	6	4.5431e+06	4.26208e+06	4.15916e+06	3.95427e+06	4.37263e+06	3.51926e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.68407e+08	3.76472e+08	3.5685e+08	3.56853e+08	4.14077e+08	3.2439e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.91341e+07	2.81865e+07	2.83783e+07	2.83086e+07	2.88879e+07	2.77442e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	7.42693e+06	8.14844e+06	6.90945e+06	7.62466e+06	7.0081e+06	7.51e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.97138e+06	4.70754e+06	5.10724e+06	4.8472e+06	5.20331e+06	4.8428e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.15435e+07	4.86213e+07	4.25407e+07	4.65921e+07	3.98689e+07	4.668e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	3.01168e+07	3.08127e+07	2.98879e+07	2.91619e+07	2.92365e+07	3.04355e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.67768e+06	9.39364e+06	9.333e+06	9.65925e+06	8.98902e+06	9.31394e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	9	9	1.41656e+07	1.35872e+07	1.40058e+07	1.38537e+07	1.39186e+07	1.35638e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	14	14	6.21216e+06	6.17206e+06	6.00536e+06	6.28781e+06	6.43659e+06	6.17637e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2	785249		718560	756703	881122	715469
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.46467e+06	4.71768e+06	4.40936e+06	4.12323e+06	4.27015e+06	4.54512e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.41051e+08	3.72924e+08	3.34395e+08	3.62091e+08	3.32302e+08	3.59046e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	16	16	4.00263e+07	3.93986e+07	4.09235e+07	3.88123e+07	4.02627e+07	3.89562e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8	2.021e+08	2.02709e+08	2.01945e+08	1.93231e+08	2.08202e+08	1.93943e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.59231e+07	3.87683e+07	3.57131e+07	3.90763e+07	3.45155e+07	3.99116e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.4496e+07	4.53124e+07	4.58516e+07	4.53467e+07	4.38676e+07	4.4318e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	5	5	2.25913e+07	3.05263e+07	2.3132e+07	3.13187e+07	2.51698e+07	2.83265e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	9.48632e+06	8.35814e+06	8.72663e+06	8.6837e+06	1.04777e+07	8.26118e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.57469e+06	9.6068e+06	7.90217e+06	8.82097e+06	7.70308e+06	9.74644e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	4	4	1.0772e+07	1.05213e+07	1.07108e+07	1.08941e+07	1.08249e+07	1.10971e+07
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16	2.86142e+07	2.77278e+07	2.80101e+07	2.8041e+07	2.83421e+07	2.61657e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	3.2309e+06	3.00562e+06	3.13908e+06	3.54856e+06	3.65981e+06	3.1963e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.20331e+07	1.1815e+07	1.14709e+07	1.15505e+07	1.20689e+07	1.25989e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.65415e+07	4.87384e+07	4.71639e+07	4.84379e+07	4.65184e+07	4.68282e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.16698e+07	1.11465e+07	1.19004e+07	1.16893e+07	1.19935e+07	1.24489e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	19	19	1.11501e+08	1.14834e+08	1.11987e+08	1.13308e+08	1.13835e+08	1.15981e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.09115e+07	6.07465e+07	6.98731e+07	6.02803e+07	7.34635e+07	6.04705e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.06288e+07	9.76376e+06	1.04616e+07	9.41112e+06	1.15859e+07	8.63162e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	2.20017e+08	2.25371e+08	2.08263e+08	2.30084e+08	2.04584e+08	2.18002e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.39076e+06	1.72927e+06	1.4247e+06	1.52305e+06	1.71904e+06	1.56287e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	6	6	1.75087e+07	1.73275e+07	1.69419e+07	1.74726e+07	1.79645e+07	1.69981e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.81709e+06	1.89202e+06	1.99298e+06	1.88177e+06	1.77792e+06	1.83572e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	4.74451e+08	2.8904e+08	4.57767e+08	2.81819e+08	4.79854e+08	2.58566e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.35479e+07	4.86543e+07	4.29497e+07	4.68566e+07	4.09374e+07	4.81309e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	1.96007e+07	1.89463e+07	1.98829e+07	1.92777e+07	1.99115e+07	1.98751e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	539025	905269	579152	685975	574679	856462
P0C066	MLTC_ECOLI	mltC	Membrane-bound lytic murein transglycosylase C	1	1			1.16065e+06	1.12583e+06		669154
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	6	6	1.69115e+07	1.66869e+07	1.69536e+07	1.63961e+07	1.66675e+07	1.73968e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	10	10	4.64703e+06	4.92263e+06	4.38775e+06	5.00888e+06	4.30592e+06	5.21098e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.19371e+07	2.37221e+07	2.22829e+07	2.31554e+07	2.18581e+07	2.46084e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	9.42584e+06	9.41731e+06	8.99243e+06	9.53649e+06	9.05274e+06	9.41344e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	2.1939e+07	2.14339e+07	2.2454e+07	2.26702e+07	2.55854e+07	2.14165e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.51081e+07	2.5134e+07	2.4637e+07	2.44061e+07	2.47751e+07	2.55597e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.07642e+07	4.27923e+07	3.98881e+07	4.09651e+07	4.04891e+07	4.06752e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	3	3	4.25556e+06	3.9454e+06	4.6642e+06	4.02258e+06	3.99952e+06	4.24984e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1		368923	191054		268485	272543
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	9.1784e+07	7.94031e+07	8.43826e+07	7.51851e+07	8.59068e+07	7.63934e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	390817	408171	414317	416181	455370	
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	1.024e+07	9.46767e+06	1.05743e+07	9.26015e+06	1.14519e+07	9.72623e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	7.49069e+09	7.50657e+09	6.93376e+09	6.76778e+09	7.11429e+09	6.6502e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.42659e+07	2.31297e+07	2.42559e+07	2.26092e+07	2.37233e+07	2.23289e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	29	29	1.74794e+07	1.8566e+07	1.79823e+07	1.8592e+07	1.81621e+07	1.81474e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.71948e+07	2.62334e+07	2.75141e+07	2.50256e+07	2.74931e+07	2.58685e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	22	22	8.70141e+07	8.26727e+07	8.60152e+07	8.36683e+07	8.74253e+07	7.62882e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1		5.85964e+06		4.5507e+06		3.29478e+06
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.54977e+07	3.31981e+07	3.60548e+07	3.05361e+07	3.69049e+07	3.11759e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	8.22418e+06	7.63056e+06	7.66551e+06	7.77642e+06	8.3214e+06	6.95062e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	1.93285e+06	1.76122e+06	1.66316e+06	2.13762e+06	1.82799e+06	2.09579e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.88094e+07	1.03943e+08	9.92399e+07	9.74254e+07	1.03434e+08	1.03325e+08
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	38	38	4.89116e+07	5.01311e+07	5.04317e+07	5.0845e+07	4.94368e+07	4.83262e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.4811e+06	3.16763e+06	3.8215e+06	3.5265e+06	4.12871e+06	3.07584e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.95336e+06	2.17927e+06	1.92061e+06	1.94212e+06	2.01882e+06	1.90672e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.10721e+06	1.18015e+06	1.25173e+06	1.19958e+06	1.08396e+06	1.04248e+06
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4		1.46208e+07		1.33757e+07		1.43114e+07
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		16	16		4.84415e+07		4.39299e+07		4.75286e+07
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	2	1	1.04929e+07	1.15121e+07	1.10627e+07	1.1642e+07	1.00781e+07	1.0617e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	5	5	2.33314e+06	2.06435e+06	2.07201e+06	2.06118e+06	2.40519e+06	2.14261e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.68015e+07	1.6607e+07	1.64835e+07	1.71894e+07	1.66245e+07	1.7626e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	8.65109e+06	8.76922e+06	8.80636e+06	9.29034e+06	8.49663e+06	8.59569e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2		1.4369e+06	1.75049e+06	1.52507e+06	1.857e+06	1.57019e+06
P11557	DAMX_ECOLI	damX	Protein DamX	10	10	3.04204e+07	2.93456e+07	3.05692e+07	2.84507e+07	3.05307e+07	2.858e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	31	31	5.77584e+07	5.78574e+07	5.64588e+07	5.80049e+07	5.74201e+07	5.75405e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.86884e+07	2.38079e+07	2.46686e+07	2.67416e+07	2.75736e+07	2.61032e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.26189e+06	1.39208e+06	1.3514e+06	1.53604e+06	1.28966e+06	1.64765e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.32799e+07	1.34437e+07	1.41989e+07	1.34025e+07	1.41541e+07	1.36286e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20		7.65289e+07		7.86758e+07		7.48556e+07
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	10	10	3.31561e+07	3.31446e+07	3.41723e+07	3.25357e+07	3.45278e+07	3.17302e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	7.80522e+06	7.87662e+06	7.8407e+06	7.94451e+06	8.27323e+06	7.23886e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.48133e+07	1.62043e+07	1.54013e+07	1.50833e+07	1.53715e+07	1.6575e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.50223e+08	2.56871e+08	2.40621e+08	2.47685e+08	2.42782e+08	2.48898e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.98309e+06	2.23669e+06	2.09541e+06	2.01598e+06	2.15289e+06	1.96079e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	1.53684e+06	2.11116e+06	1.81403e+06	1.66625e+06	1.76781e+06	2.18166e+06
P13009	METH_ECOLI	metH	Methionine synthase	25	25	1.29834e+07	1.34669e+07	1.32226e+07	1.34345e+07	1.33311e+07	1.31117e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.38633e+06	8.30916e+06	8.04121e+06	8.09369e+06	8.0953e+06	8.21047e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	2.18403e+07	2.14617e+07	2.12382e+07	2.08251e+07	2.08126e+07	1.99133e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.58687e+08	1.61857e+08	1.57972e+08	1.58553e+08	1.61429e+08	1.56097e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.58922e+06	2.76886e+06	2.69416e+06	2.76537e+06	2.69158e+06	2.69659e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.82635e+07	1.91708e+07	1.83929e+07	1.84484e+07	1.83709e+07	1.85341e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	15	15	2.76722e+07	2.98468e+07	2.52506e+07	2.98934e+07	2.83311e+07	2.91063e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	2	2	2.67864e+06	3.66437e+06	2.52994e+06	2.37142e+06	2.40217e+06	3.27973e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	616313	761977	839629	648898	805028	866406
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.9067e+07	1.8532e+07	1.87285e+07	1.88663e+07	1.79799e+07	1.88765e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	1.04554e+07	9.58096e+06	1.01043e+07	9.8474e+06	9.54515e+06	9.6618e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	6	6	1.27189e+07	1.2839e+07	1.29727e+07	1.25284e+07	1.36079e+07	1.33542e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	7	7	957825	812854	683204	1.15842e+06	922724	937639
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16	1.36617e+08	1.38055e+08	1.3683e+08	1.33561e+08	1.39598e+08	1.36898e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	2.14147e+07	2.10269e+07	2.18358e+07	2.15973e+07	2.04467e+07	2.13454e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	2.02452e+06	2.02942e+06	2.32486e+06	2.17874e+06	2.22086e+06	1.99467e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	6.4733e+07	5.87019e+07	6.26102e+07	5.93398e+07	6.40493e+07	5.9109e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	4.09679e+06	3.3741e+06	5.05741e+06	5.34997e+06	4.26815e+06	2.59453e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.34645e+07	2.42587e+07	2.36184e+07	2.36901e+07	2.38129e+07	2.3217e+07
P15043	RECQ_ECOLI	recQ	ATP-dependent DNA helicase RecQ	3	3	292870		355121	357617		282593
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	1.7644e+06	2.05854e+06	1.53195e+06	1.74661e+06	1.6058e+06	1.85527e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	3.13452e+06	3.08471e+06	3.32754e+06	3.2656e+06	3.22896e+06	3.38708e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	2.24268e+07	2.17378e+07	2.34135e+07	1.9737e+07	2.20521e+07	2.31562e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.60384e+06	1.58925e+06	1.63779e+06	1.44312e+06	1.75403e+06	1.55739e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	1.024e+07	9.8328e+06	1.00337e+07	9.9469e+06	1.03181e+07	9.76099e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	1.006e+06	1.1377e+06	957832	1.0713e+06		1.04618e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	22	22	1.43418e+08	1.36149e+08	1.42947e+08	1.33233e+08	1.41265e+08	1.35097e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9		3.99154e+07		4.01023e+07		4.13205e+07
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	14	14	3.43955e+07	3.74885e+07	3.57123e+07	3.63578e+07	3.5156e+07	3.60836e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.93593e+07	2.05202e+07	1.99291e+07	2.0447e+07	2.01184e+07	2.07948e+07
P15723	DGTP_ECOLI	dgt	Deoxyguanosinetriphosphate triphosphohydrolase	2	2			1.2434e+06	1.10264e+06		
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	9.43249e+06	1.02498e+07	1.00734e+07	1.08914e+07	1.08151e+07	1.04462e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3		811670	1.10998e+06	985708	855331	859494
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	9.67193e+06	9.55859e+06	9.97926e+06	9.76692e+06	1.0169e+07	9.62938e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11		3.36961e+07		3.19e+07		3.20674e+07
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	2.80632e+07	2.82522e+07	2.7434e+07	2.83118e+07	2.92694e+07	2.74366e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	6.82461e+06	6.60805e+06	7.1981e+06	6.65376e+06	6.85605e+06	6.93877e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	15	14	3.68921e+07	3.97089e+07	3.72686e+07	3.912e+07	3.9432e+07	3.87164e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3	936984		778872	913971		775864
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	4.78177e+06	4.88439e+06	5.15445e+06	4.7979e+06	5.93763e+06	4.8478e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.76527e+07	4.00502e+07	3.75398e+07	3.94139e+07	3.69506e+07	3.90207e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	2	2				276255	151359	260310
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	8.34922e+06	7.96097e+06	8.2644e+06	8.2978e+06	8.47596e+06	8.72913e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.63988e+07	9.00982e+07	8.49117e+07	9.17311e+07	8.85947e+07	9.16141e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	5	5	1.96645e+06	1.85151e+06	1.95554e+06	1.94256e+06	2.27927e+06	1.91336e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	23	23	3.48103e+07	3.31956e+07	3.47311e+07	3.46906e+07	3.44467e+07	3.37694e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	1.11295e+07	1.1257e+07	1.05865e+07	1.06893e+07	1.11976e+07	1.09204e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	4.71457e+06	4.55799e+06	4.09378e+06	4.7312e+06	4.91812e+06	4.86513e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	6.82869e+06	6.51261e+06	6.95185e+06	5.8877e+06	6.70606e+06	6.04247e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	9.868e+06	1.02232e+07	1.02967e+07	1.03361e+07	1.02677e+07	1.10211e+07
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.62855e+07	1.85512e+07	1.81055e+07	1.80821e+07	1.77614e+07	1.86985e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	36	36	1.86099e+08	1.8622e+08	1.83855e+08	1.85487e+08	1.90012e+08	1.81656e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	10	10	8.64879e+06	8.8123e+06	8.28074e+06	8.36952e+06	8.03568e+06	8.82313e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	8.79974e+06	8.93855e+06	9.42738e+06	9.24003e+06	9.12518e+06	9.15073e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	8	8	2.33526e+06	2.75274e+06	2.59309e+06	2.79802e+06	2.73644e+06	2.79873e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	34	34	2.80669e+07	2.84278e+07	2.69726e+07	2.82499e+07	2.83793e+07	2.82175e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	12	12	2.57603e+07	2.66777e+07	2.67878e+07	2.74278e+07	2.5001e+07	2.75214e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	10	10	1.34245e+07	1.35849e+07	1.49533e+07	1.34496e+07	1.53554e+07	1.26968e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	6	6	2.03112e+07	2.13163e+07	2.05749e+07	2.11117e+07	2.1198e+07	1.96054e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	10	10	5.2586e+06	5.34305e+06	5.34851e+06	5.20361e+06	5.17438e+06	5.16016e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	1.03914e+07	9.84992e+06	1.01276e+07	1.09085e+07	9.47177e+06	9.5019e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.56265e+07	1.58762e+07	1.48796e+07	1.44983e+07	1.50513e+07	1.29738e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	849411	587604	795497	664404	759640	793051
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1	2.30231e+06				2.19601e+06	2.17679e+06
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	15	15	1.24845e+07	1.27681e+07	1.2388e+07	1.2858e+07	1.26893e+07	1.31377e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	1.1005e+07	1.06259e+07	1.14101e+07	1.09035e+07	1.07546e+07	1.07946e+07
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.36089e+07	9.61816e+07	9.4571e+07	9.33876e+07	9.24021e+07	9.43065e+07
