Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	13	13	1.84943e+08	1.82565e+08	1.82513e+08	1.83158e+08	1.88787e+08	1.905e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.42355e+07	2.59143e+07	2.43939e+07	2.62675e+07	2.30522e+07	2.56932e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	24	24	2.24281e+08	2.25583e+08	2.23277e+08	2.18762e+08	2.23261e+08	2.20694e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	2.47299e+06	2.55266e+06	2.463e+06	2.51294e+06		2.30399e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	2.09844e+06	2.23726e+06	2.0717e+06	1.94142e+06	2.07893e+06	1.97791e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.83361e+06	1.63081e+06	1.10719e+06	1.48184e+06	1.56312e+06	1.75304e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	9.75207e+06	9.52791e+06	9.56057e+06	9.67695e+06	9.32664e+06	9.91102e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.55874e+07	2.87596e+07	2.81256e+07	2.85395e+07	2.74278e+07	2.81187e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	3	3		4.40406e+07	4.59027e+07	3.84401e+07		3.83843e+07
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	5.15585e+08	5.45909e+08	5.08926e+08	5.53986e+08	5.29523e+08	5.4573e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	9	9	5.91509e+06	6.9937e+06	6.29397e+06	7.55363e+06	6.31919e+06	6.49335e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	4	4	5.60669e+06	5.67446e+06	5.04024e+06	5.37488e+06	5.61738e+06	5.34301e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.72216e+07	2.93167e+07	2.56144e+07	2.83885e+07	2.82198e+07	2.77496e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	2	2	1.59224e+07	1.60936e+07	1.57266e+07	1.9108e+07	1.30633e+07	1.32576e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.57915e+08	3.75543e+08	3.60033e+08	3.76657e+08	3.557e+08	3.4716e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	6.5879e+06	6.05576e+06	6.30059e+06	5.5342e+06	6.77384e+06	5.71161e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18	4.65251e+08	4.783e+08	4.59871e+08	4.67089e+08	4.64855e+08	4.71769e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	3.03744e+07	3.30471e+07	3.14606e+07	3.1761e+07	3.17516e+07	3.30126e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	15	15	1.5124e+08	1.50741e+08	1.5033e+08	1.47527e+08	1.52373e+08	1.44444e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	9.0273e+07	9.26626e+07	9.30631e+07	9.28589e+07	8.90204e+07	8.32671e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	5.51224e+07	5.24467e+07	5.4183e+07	5.20638e+07	5.22621e+07	5.24017e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	4	4	1.23984e+07	1.15013e+07	1.20632e+07	1.1397e+07	1.20096e+07	1.14744e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	7.2571e+06	1.45596e+07	1.40449e+07	1.59138e+07	1.47214e+07	1.53264e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.52288e+07	2.91401e+07	2.68702e+07	2.96989e+07	2.81824e+07	2.8434e+07
P0ABW9	FLGB_ECOLI	flgB	Flagellar basal body rod protein FlgB	2	2	774974	658028	715580			
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	3	3	1.7154e+06	1.63443e+06	1.69611e+06	1.65231e+06	1.85215e+06	1.59879e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	5.3481e+06	4.8035e+06	5.14397e+06	4.94895e+06	5.40259e+06	4.55012e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	9.0616e+06	7.65313e+06	9.121e+06	7.94906e+06	1.01736e+07	7.93969e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	1.02867e+07	9.7772e+06	9.2171e+06	1.04053e+07	9.84289e+06	1.00535e+07
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.96956e+07	2.92005e+07	2.9651e+07	3.02843e+07	2.91411e+07	2.85844e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	18	18	6.75657e+07	6.70411e+07	6.61901e+07	6.70923e+07	6.77378e+07	6.48422e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	1.0831e+08	1.11179e+08	1.05941e+08	1.09362e+08	1.08972e+08	1.11183e+08
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.65658e+07	2.72024e+07	2.59675e+07	2.72867e+07	2.70151e+07	2.74863e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1		487728	544638	512934	591306	745059
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	6	6	2.38095e+07	2.37147e+07	2.34755e+07	2.42128e+07	2.37321e+07	2.37431e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	614602	460533		536916	859656	594243
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	9	9	1.21397e+07	1.1297e+07	1.10441e+07	1.05861e+07	1.10625e+07	1.17965e+07
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8	1.39895e+07	1.49933e+07	1.4606e+07	1.47692e+07	1.49553e+07	1.44875e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	6.67057e+08	6.64764e+08	6.49791e+08	6.41185e+08	6.62286e+08	6.4828e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	14	14	2.49768e+07	2.20046e+07	2.44641e+07	2.37707e+07	2.53791e+07	2.15676e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	9.00782e+07	9.91933e+07	8.74136e+07	9.59661e+07	9.12328e+07	9.8544e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	4	4	1.41342e+07	1.42145e+07	1.42899e+07	1.42697e+07	1.3016e+07	1.73982e+07
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26	5.32546e+07	5.57225e+07	5.26089e+07	5.74741e+07	5.31709e+07	5.55946e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	10	10	6.26082e+07	5.47272e+07	6.05283e+07	5.49683e+07	6.11952e+07	5.30277e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.47788e+08	1.46904e+08	1.48432e+08	1.42677e+08	1.45001e+08	1.40683e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.68175e+08	1.77929e+08	1.703e+08	1.63419e+08	1.55133e+08	1.64846e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	8	8	4.71062e+06	4.38397e+06	4.07513e+06	4.18352e+06	4.28213e+06	4.42549e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	2	2	1.93174e+07	2.13121e+07	1.94016e+07	2.5451e+07		2.45271e+07
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	4	4	2.49095e+06	2.62211e+06	2.41376e+06	2.67771e+06	2.52917e+06	2.52761e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	12	12	6.89061e+06	7.80566e+06	6.6012e+06	7.76022e+06	7.36688e+06	8.13048e+06
P0AC92	GNSA_ECOLI	gnsA	Protein GnsA	4	2	5.38247e+07	6.25879e+07	5.2528e+07	6.11814e+07	6.21119e+07	5.6983e+07
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1	4.36161e+06	3.61386e+06	4.18284e+06	4.9926e+06		5.16839e+06
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	4	4	8.70809e+06	6.27849e+06	7.47989e+06	7.63293e+06	4.41119e+06	7.90819e+06
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	12	12	2.15382e+08	2.14711e+08	2.07185e+08	2.21265e+08	2.08709e+08	2.19337e+08
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	8	8	1.96207e+07	2.06968e+07	1.97362e+07	1.90334e+07	1.99727e+07	2.02529e+07
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	15	15	7.8067e+06	6.81549e+06	7.36246e+06	6.62855e+06	7.81032e+06	7.15814e+06
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	12	12	7.25673e+07	7.44175e+07	7.41722e+07	7.23589e+07	7.64916e+07	7.33518e+07
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	9	9	7.33954e+06	7.8781e+06	7.28214e+06	7.90284e+06	6.92105e+06	8.35761e+06
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	10	10	2.22988e+07	2.20598e+07	2.26104e+07	2.20396e+07	2.25001e+07	2.23398e+07
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2		7.86005e+06	6.57255e+06	8.19618e+06	4.30744e+06	9.81452e+06
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	5	5	6.54011e+07	6.16211e+07	6.51959e+07	6.35743e+07	6.73624e+07	6.41231e+07
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	15	15	7.46524e+07	7.26837e+07	7.44369e+07	7.0822e+07	7.1227e+07	6.91333e+07
P0ACD4	NIFU_ECOLI	nifU	NifU-like protein	5	5	9.94294e+07	1.0374e+08	1.0472e+08	1.01466e+08	9.65449e+07	9.74539e+07
P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	21	21	2.48798e+07	2.52051e+07	2.38791e+07	2.52219e+07	2.55713e+07	2.51458e+07
P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	18	18	7.52183e+07	7.77504e+07	7.55626e+07	7.80834e+07	7.65786e+07	7.75291e+07
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	3	3	2.88924e+07	2.73922e+07	2.89277e+07	2.79845e+07	2.74967e+07	2.83039e+07
P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	6	6	9.05534e+07	8.94912e+07	9.08213e+07	8.95753e+07	9.16338e+07	8.90976e+07
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	7	7	3.55569e+09	3.96523e+09	3.57929e+09	3.78376e+09	3.48415e+09	3.71232e+09
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6	3.39385e+08	3.08106e+08	3.33799e+08	3.09567e+08	3.3602e+08	2.96178e+08
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8	1.15454e+09	9.96518e+08	1.06128e+09	9.28454e+08	1.17535e+09	9.66757e+08
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8	1.79637e+08	1.81211e+08	1.79046e+08	1.74753e+08	1.82185e+08	1.77232e+08
P0ACI0	ROB_ECOLI	rob	Right origin-binding protein	7	7	1.85438e+07	1.89251e+07	1.84121e+07	1.94678e+07	1.79461e+07	1.95181e+07
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	2	2	277991	530477	437843	496149	413863	483832
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	12	12	4.26035e+07	4.40753e+07	4.32463e+07	4.47118e+07	4.38078e+07	4.2785e+07
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	9	9	1.6431e+08	1.7406e+08	1.65201e+08	1.74707e+08	1.70145e+08	1.67705e+08
P0ACK2	AGAR_ECOLI	agaR	Putative aga operon transcriptional repressor	4	4	3.44934e+06	3.94226e+06	4.01318e+06	4.02928e+06	4.70869e+06	4.19782e+06
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	3	3	865928	984965	732891	839286	790820	670054
P0ACK8	FUCR_ECOLI	fucR	L-fucose operon activator	1	1				1.05491e+06		
P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	7	7	1.09553e+07	1.03913e+07	1.10376e+07	1.16851e+07	1.07034e+07	1.09122e+07
P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	6	6	7.81785e+06	8.94224e+06	8.27611e+06	8.75339e+06	7.75403e+06	8.28705e+06
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	4	4	6.76968e+06	6.56136e+06	6.76242e+06	6.43223e+06	7.94043e+06	6.73757e+06
P0ACM2	YDFH_ECOLI	ydfH	Uncharacterized HTH-type transcriptional regulator YdfH	3	3	8.52675e+06	8.01467e+06	8.61478e+06	8.04037e+06	8.57996e+06	7.7481e+06
P0ACM5	YEGW_ECOLI	yegW	Uncharacterized HTH-type transcriptional regulator YegW	2	2	1.12456e+06	1.16253e+06	967404	1.00302e+06	1.12247e+06	1.08461e+06
P0ACN4	ALLR_ECOLI	allR	HTH-type transcriptional repressor AllR	6	6	1.39835e+07	1.35344e+07	1.3721e+07	1.38754e+07	1.49111e+07	1.36586e+07
P0ACN7	CYTR_ECOLI	cytR	HTH-type transcriptional repressor CytR	4	4	2.90908e+06	3.57338e+06	3.35994e+06	3.39622e+06	3.26445e+06	3.68076e+06
P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	10	10	1.50214e+07	1.48156e+07	1.49847e+07	1.44183e+07	1.45807e+07	1.48871e+07
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5	9.58625e+06	8.55041e+06	9.44832e+06	8.62606e+06	8.61864e+06	7.66598e+06
P0ACP7	PURR_ECOLI	purR	HTH-type transcriptional repressor PurR	15	15	1.98884e+07	2.18315e+07	1.9877e+07	2.15775e+07	1.97894e+07	2.10128e+07
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9	2.00262e+07	2.14701e+07	2.06552e+07	2.26584e+07	2.10409e+07	2.19907e+07
P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	8	8	8.60686e+06	7.85646e+06	8.13646e+06	8.17477e+06	8.86172e+06	7.89543e+06
P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	4	4	6.89977e+07	6.88892e+07	6.91875e+07	6.89789e+07	7.08845e+07	6.77605e+07
P0ACS7	RPIR_ECOLI	rpiR	HTH-type transcriptional regulator RpiR	3	3	1.62226e+06	1.67356e+06	1.69013e+06	1.74232e+06	1.58095e+06	1.75191e+06
P0ACT6	UIDR_ECOLI	uidR	HTH-type transcriptional regulator UidR	2	2	1.06533e+06	857261	1.14412e+06	1.14711e+06	1.08078e+06	1.12041e+06
P0ACU0	YBIH_ECOLI	ybiH	Uncharacterized HTH-type transcriptional regulator YbiH	1	1	1.65176e+06	1.63942e+06	1.5937e+06	1.56452e+06	1.39533e+06	1.5749e+06
P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	6	6	1.12825e+07	1.18827e+07	1.24455e+07	1.25906e+07	1.2144e+07	1.20376e+07
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	4	4	7.91429e+06	1.02987e+07	7.84146e+06	1.02729e+07	7.17396e+06	1.0815e+07
P0ACV8	YMJA_ECOLI	ymjA	Uncharacterized protein YmjA	1	1	2.6159e+06	3.07783e+06	2.82319e+06	3.36334e+06	2.61738e+06	3.30513e+06
P0ACX5	YDHZ_ECOLI	ydhZ	Uncharacterized protein YdhZ	1	1	1.11283e+07	1.10217e+07	1.16974e+07	1.11311e+07	1.1188e+07	1.0917e+07
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10	4.76556e+07	4.63194e+07	4.72501e+07	4.56019e+07	5.01591e+07	4.61656e+07
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	10	10	9.05587e+06	8.44301e+06	8.91972e+06	9.3227e+06	9.782e+06	9.83168e+06
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	2	2	2.20552e+07	2.1989e+07	2.1941e+07	1.98016e+07	2.28828e+07	2.32746e+07
P0ACZ2	ETP_ECOLI	etp	Low molecular weight protein-tyrosine-phosphatase etp	6	6	7.3016e+06	7.73583e+06	7.10542e+06	7.38414e+06	7.09201e+06	7.98238e+06
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	10	10	2.5193e+07	2.67842e+07	2.57135e+07	2.69748e+07	2.54746e+07	2.6695e+07
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2	2.49518e+06	2.40273e+06	2.32822e+06	2.21825e+06	2.3782e+06	2.32899e+06
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	5	5	3.49391e+07	4.05478e+07	3.53598e+07	3.96114e+07	3.41473e+07	3.76869e+07
P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2	2	4.12739e+07	3.78151e+07	3.89721e+07	3.8497e+07	4.48679e+07	3.75504e+07
P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	3	3	3.15286e+07	2.78999e+07	3.40912e+07	2.91995e+07	3.76068e+07	2.75721e+07
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	11	11	3.1934e+07	4.04541e+07	3.31492e+07	3.87103e+07	3.2235e+07	3.8219e+07
P0AD24	YEJL_ECOLI	yejL	UPF0352 protein YejL	3	3	1.62382e+07	1.52217e+07	1.64915e+07	1.6274e+07	1.68705e+07	1.49058e+07
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3	5.28554e+08	5.20784e+08	5.09432e+08	5.28875e+08	5.16892e+08	5.05922e+08
P0AD37	YFEC_ECOLI	yfeC	Uncharacterized protein YfeC	5	5	6.88851e+06	8.02947e+06	6.86378e+06	8.28571e+06	7.36966e+06	8.67679e+06
P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	5	5	2.86672e+06	2.72287e+06	2.72068e+06	2.48159e+06	2.64223e+06	2.53058e+06
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7	5.07909e+07	5.90616e+07	5.05159e+07	5.81813e+07	5.17745e+07	5.87745e+07
P0AD53	YGAC_ECOLI	ygaC	Uncharacterized protein YgaC	1	1	2.91309e+06	3.72738e+06			2.91791e+06	3.13806e+06
P0AD57	ISPB_ECOLI	ispB	Octaprenyl-diphosphate synthase	4	4	3.53455e+06	3.35425e+06	3.41488e+06	3.40215e+06	3.37032e+06	3.27096e+06
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	6	6	2.52022e+07	2.70103e+07	2.27274e+07	2.62646e+07	2.51329e+07	2.86832e+07
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	30	30	4.06514e+08	4.07116e+08	3.91294e+08	4.00527e+08	4.07814e+08	3.93843e+08
P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	10	10	2.76504e+06	2.64217e+06	2.63787e+06	2.73136e+06	2.72626e+06	2.89636e+06
P0AD70	AMPH_ECOLI	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	5	5	3.22181e+06	2.83711e+06	3.4008e+06	3.01074e+06	3.3312e+06	3.42342e+06
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5	6.46904e+06	6.48822e+06	5.99713e+06	6.38633e+06	5.95747e+06	6.01023e+06
P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	8	8	2.14914e+07	2.30954e+07	2.13558e+07	2.24411e+07	2.12978e+07	2.36772e+07
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	6	6	1.04601e+08	1.04478e+08	1.04606e+08	1.08448e+08	1.05773e+08	1.02677e+08
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3	6.64882e+07	7.3534e+07	6.72137e+07	7.28731e+07	6.90299e+07	7.32272e+07
P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1	1	1.57294e+08	1.38617e+08	1.5112e+08	1.39805e+08	1.58217e+08	1.37448e+08
P0ADC1	LPTE_ECOLI	lptE	LPS-assembly lipoprotein LptE	4	4	3.32593e+06	2.99859e+06	3.70651e+06	3.44958e+06	3.82247e+06	3.04468e+06
P0ADC3	LOLC_ECOLI	lolC	Lipoprotein-releasing system transmembrane protein LolC	4	4	5.06168e+06	4.79768e+06	4.55127e+06	4.80396e+06	4.24701e+06	4.65191e+06
P0ADC6	LPTG_ECOLI	lptG	Lipopolysaccharide export system permease protein LptG	3	3	4.14402e+06	4.35686e+06	4.43941e+06	3.43228e+06	4.40447e+06	4.20498e+06
P0ADE4	TAMA_ECOLI	tamA	Translocation and assembly module TamA	14	14	1.23532e+07	1.16446e+07	1.17756e+07	1.16352e+07	1.27354e+07	1.13822e+07
P0ADE6	YGAU_ECOLI	ygaU	Uncharacterized protein YgaU	6	6	4.06997e+06	4.23066e+06	4.35274e+06	4.33368e+06	4.20559e+06	4.22415e+06
P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	15	15	4.80708e+07	4.93731e+07	4.7716e+07	4.86912e+07	4.71507e+07	4.69665e+07
P0ADF6	EDD_ECOLI	edd	Phosphogluconate dehydratase	6	6	4.63946e+06	4.92157e+06	4.84431e+06	5.42431e+06	4.8499e+06	5.31459e+06
P0ADG4	SUHB_ECOLI	suhB	Inositol-1-monophosphatase	16	16	8.09272e+07	8.17724e+07	8.07724e+07	8.33682e+07	8.45243e+07	8.00923e+07
P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	20	20	2.5412e+08	2.46902e+08	2.514e+08	2.3553e+08	2.48299e+08	2.37487e+08
P0ADH5	FIMB_ECOLI	fimB	Type 1 fimbriae regulatory protein FimB	4	4	6.09125e+06	6.89276e+06	6.16104e+06	5.55859e+06	5.89421e+06	5.65865e+06
P0ADI4	ENTB_ECOLI	entB	Isochorismatase	2	2	2.81745e+06	2.78961e+06	2.93069e+06	3.17182e+06	2.82539e+06	2.94066e+06
P0ADI7	YECD_ECOLI	yecD	Isochorismatase family protein YecD	5	5	3.54101e+07	3.62517e+07	3.33071e+07	3.40045e+07	3.44919e+07	3.43409e+07
P0ADK0	YIAF_ECOLI	yiaF	Uncharacterized protein YiaF	10	10	8.64827e+07	9.4203e+07	8.95317e+07	9.81891e+07	8.85388e+07	9.73184e+07
P0ADK8	YIBL_ECOLI	yibL	Uncharacterized protein YibL	5	5	5.21244e+07	5.40325e+07	5.15492e+07	5.46757e+07	4.97932e+07	5.14718e+07
P0ADL3	YICN_ECOLI	yicN	Uncharacterized protein YicN	2	2		904044	935245	1.08704e+06	1.07389e+06	1.22696e+06
P0ADM8	YIEE_ECOLI	yieE	Uncharacterized protein YieE	2	2	640671			767588		1.21069e+06
P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	6	6	3.91808e+07	4.18041e+07	3.87327e+07	4.19775e+07	4.06691e+07	4.1186e+07
P0ADP0	YIGB_ECOLI	yigB	Flavin mononucleotide phosphatase YigB	8	8	1.42847e+07	1.36032e+07	1.45073e+07	1.33263e+07	1.43418e+07	1.38301e+07
P0ADP7	YIGP_ECOLI	yigP	Uncharacterized protein YigP	3	3	5.01281e+06	6.29704e+06	5.64104e+06	5.62026e+06	6.16516e+06	7.06296e+06
P0ADP9	YIHD_ECOLI	yihD	Protein YihD	8	8	3.10406e+07	3.58721e+07	3.22567e+07	3.67044e+07	2.82132e+07	3.3514e+07
P0ADQ2	YIID_ECOLI	yiiD	Uncharacterized protein YiiD	5	5	2.87627e+06	3.45496e+06	2.60871e+06	3.10058e+06	2.73504e+06	3.19111e+06
P0ADQ7	YGAM_ECOLI	ygaM	Uncharacterized protein YgaM	2	2	2.53071e+07	2.66394e+07	2.78153e+07	2.65734e+07	2.71304e+07	2.58377e+07
P0ADR6	RLMM_ECOLI	rlmM	Ribosomal RNA large subunit methyltransferase M	7	7	1.18503e+07	1.0801e+07	1.12109e+07	1.12335e+07	1.13042e+07	1.08339e+07
P0ADR8	YGDH_ECOLI	ygdH	LOG family protein YgdH	19	19	3.90368e+07	4.14436e+07	3.95631e+07	4.04647e+07	4.09256e+07	3.86529e+07
P0ADS2	ZAPA_ECOLI	zapA	Cell division protein ZapA	3	3	4.32698e+07	4.28335e+07	4.28711e+07	4.48081e+07	4.42155e+07	4.34676e+07
P0ADS6	YGGE_ECOLI	yggE	Uncharacterized protein YggE	11	11	2.93994e+07	2.88801e+07	3.01096e+07	2.87884e+07	2.97173e+07	2.80827e+07
P0ADS9	YGGN_ECOLI	yggN	Uncharacterized protein YggN	8	8	1.0844e+07	1.21841e+07	1.17404e+07	1.10443e+07	1.15462e+07	1.15341e+07
P0ADT2	YGIB_ECOLI	ygiB	UPF0441 protein YgiB	3	3	2.78629e+06	3.12925e+06	2.44613e+06	2.88985e+06	2.76592e+06	2.74686e+06
P0ADT5	YGIC_ECOLI	ygiC	Uncharacterized protein YgiC	13	13	1.78446e+07	1.86809e+07	1.74337e+07	1.89425e+07	1.77216e+07	1.94173e+07
P0ADT8	YGIM_ECOLI	ygiM	Uncharacterized protein YgiM	11	11	1.7167e+07	1.69289e+07	1.6445e+07	1.68946e+07	1.6298e+07	1.66564e+07
P0ADU2	YGIN_ECOLI	ygiN	Probable quinol monooxygenase YgiN	4	4	7.26826e+07	7.57581e+07	7.23293e+07	7.22816e+07	7.69011e+07	7.31829e+07
