Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	5	5	5.5101e+06	6.09358e+06	5.89405e+06	5.89056e+06	5.55552e+06	5.802e+06
P39285	YJEP_ECOLI	yjeP	Uncharacterized MscS family protein YjeP	1	1	316227	703490	403657	268810		
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.19582e+07	1.26856e+07	1.19804e+07	1.24308e+07	1.20088e+07	1.13572e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	1	1		3.21111e+06	4.11636e+06	4.23413e+06	3.59727e+06	4.62533e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.47245e+06		1.14481e+06		1.5622e+06	1.36743e+06
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.37313e+06	2.1001e+06	2.20889e+06	2.32341e+06	2.28025e+06	2.20221e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.2479e+07	1.30803e+07	1.39123e+07	1.33038e+07	1.31374e+07	1.23015e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	14	14	3.0535e+06	3.19956e+06	3.08889e+06	2.93038e+06	2.90004e+06	2.81008e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	3.68034e+06	4.09942e+06	3.83565e+06	3.73172e+06	3.77454e+06	3.64355e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	2.13476e+06	2.19085e+06	2.06673e+06	2.4926e+06	1.9649e+06	1.83419e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	9	9	4.47537e+06	5.01929e+06	5.47702e+06	5.18474e+06	5.2495e+06	5.019e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	2.7989e+06	2.80464e+06	3.2702e+06	3.01999e+06	2.73911e+06	3.36979e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.85948e+07	1.88184e+07	1.85924e+07	1.89673e+07	1.87944e+07	1.89369e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	2	2	3.1453e+06	3.05849e+06	3.06054e+06	3.27786e+06	2.93825e+06	
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.72825e+06	1.78063e+06	1.68001e+06	1.75734e+06	1.61175e+06	1.5502e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	9	9	2.21133e+06	2.30178e+06	2.49465e+06	2.38417e+06	2.27854e+06	2.16933e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	4	4	1.82096e+07	1.822e+07	1.97229e+07	1.93574e+07	1.87136e+07	1.84777e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	8	8	3.53869e+06	3.72851e+06	3.52482e+06	4.01329e+06	3.74746e+06	3.9121e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.32621e+07	4.37562e+07	4.27e+07	4.18469e+07	4.27812e+07	4.26062e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4	1.23532e+06	1.50989e+06	1.23919e+06	1.29868e+06	1.22081e+06	1.39366e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.87961e+06	1.72128e+06	1.81191e+06	1.85152e+06	1.47308e+06	1.75681e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.052e+07	1.18733e+07	1.13623e+07	1.12368e+07	1.15932e+07	1.18611e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.54154e+06	8.08447e+06	7.65993e+06	8.16316e+06	7.79914e+06	8.18787e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	998144	903950	827620	959517	666963	882126
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.49537e+06	2.62541e+06	2.43615e+06	3.08987e+06	2.82487e+06	2.35408e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.48167e+07	6.01062e+07	6.29746e+07	6.36286e+07	6.16066e+07	6.43769e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.35359e+06	1.76598e+06	1.72964e+06	1.58964e+06	1.66124e+06	1.76565e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.44426e+07	1.38395e+07	1.42654e+07	1.37395e+07	1.44229e+07	1.48391e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	6	6	8.72654e+06	8.74505e+06	8.1008e+06	8.64036e+06	8.40656e+06	8.12306e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.04016e+07	8.54803e+06	9.89308e+06	9.95918e+06	1.07205e+07	9.91768e+06
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	553242	597771	571774	620697	680443	627489
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.77998e+07	1.79037e+07	1.78536e+07	1.82751e+07	1.78378e+07	1.76853e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	6	6	3.98936e+06	3.54214e+06	4.17269e+06	3.98552e+06	3.42102e+06	3.85074e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7	5.27631e+07	5.32344e+07	6.07065e+06	5.74065e+07	5.10849e+06	5.29036e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.54802e+07	1.46418e+07	1.45951e+07	1.50545e+07	1.62116e+07	1.52601e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	4.91501e+06	5.10411e+06	4.97274e+06	4.96799e+06	4.72287e+06	4.83131e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.01178e+06	8.9087e+06	8.83254e+06	9.59788e+06	8.52944e+06	8.95533e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.34039e+06	1.19676e+06		1.11906e+06	1.23621e+06	954568
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	2	2	5.8145e+06	5.74549e+06	5.77624e+06	6.27259e+06	6.10381e+06	6.75025e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	3.27911e+06	3.18855e+06	3.53668e+06	3.9427e+06	3.50401e+06	3.60215e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	18	18	1.14342e+07	1.22853e+07	1.31161e+07	1.24139e+07	1.24472e+07	1.27754e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.85389e+07	2.8807e+07	2.86755e+07	2.68682e+07	2.92242e+07	2.91979e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	20	20	4.42212e+06	4.65247e+06	4.43279e+06	4.50224e+06	4.57975e+06	4.61926e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	3	3	896973	910934	837184	984684	708677	922419
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	3.99052e+06	5.18981e+06	4.36182e+06	4.31179e+06	4.53904e+06	4.44916e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	12	12	4.20057e+06	4.53197e+06	4.41768e+06	4.97894e+06	4.59753e+06	4.77131e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	11	11	6.73246e+06	6.92641e+06	6.7937e+06	6.52974e+06	7.17246e+06	7.18168e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	2	2	1.5145e+06	2.09151e+06		1.55923e+06	2.20773e+06	2.23582e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	9.84092e+06	1.00924e+07	8.62448e+06	9.32115e+06	9.39859e+06	8.52976e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	2.84353e+07	2.94944e+07	2.96008e+07	2.85296e+07	2.94567e+07	2.94892e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.30469e+06	3.84808e+06	3.62181e+06	3.70951e+06	3.673e+06	3.54225e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	2.92959e+06	3.34968e+06	2.6278e+06	2.70716e+06	3.19241e+06	3.07599e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.67384e+06	3.69987e+06	3.69881e+06	3.62118e+06	3.56805e+06	3.53571e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	16	16	2.28776e+08	2.33134e+08	2.28694e+08	2.27118e+08	2.32694e+08	2.30122e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4	5.87701e+06	5.48612e+06	6.02647e+06	6.45384e+06	5.30005e+06	5.37666e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.07077e+06	4.75317e+06	4.70664e+06	4.28285e+06	4.04656e+06	4.33734e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	1.22339e+06	992613	1.16387e+06	988807	1.27028e+06	1.19672e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	277269	291176	153673	211192	172810	230840
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1	1	4.38938e+06	5.96206e+06	4.93916e+06	4.43602e+06		5.3509e+06
P45577	PROQ_ECOLI	proQ	ProP effector	13	13	1.10651e+08	1.10308e+08	1.07006e+08	1.12328e+08	1.07319e+08	1.04066e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	2.03022e+08	1.98408e+08	1.82266e+08	2.05733e+08	1.78207e+08	1.84429e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.69723e+07	1.78496e+07	1.7105e+07	1.77521e+07	1.85248e+07	1.84951e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	3.28732e+06	3.75746e+06	3.33975e+06	3.67809e+06	3.20826e+06	3.91527e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	6.09397e+06	6.33485e+06	6.49053e+06	6.66385e+06	5.99001e+06	5.90513e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.67856e+06	1.66664e+06	1.22238e+06	1.49711e+06	1.42161e+06	1.69229e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.24758e+07	1.15781e+07	1.23346e+07	1.27693e+07	1.23901e+07	1.29823e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2		766973	553588	634449		571183
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	1.3363e+06	1.25873e+06	1.17521e+06	1.42224e+06	1.32004e+06	979217
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	6	6	4.02722e+07	3.83671e+07	4.05786e+07	4.08798e+07	3.9411e+07	4.06491e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.38909e+07	8.01679e+07	7.83692e+07	8.17573e+07	7.74183e+07	7.97612e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	3	3	1.77521e+06	1.5802e+06	1.68984e+06	2.16608e+06	1.70906e+06	1.35732e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.84794e+07	3.73904e+07	3.71714e+07	3.72737e+07	3.81756e+07	3.74818e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.39191e+06	7.419e+06	7.54754e+06	6.27185e+06	6.32191e+06	6.69794e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.55794e+07	3.42981e+07	3.39568e+07	3.49799e+07	3.47136e+07	3.48259e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	1.50077e+06	1.77596e+06	2.34815e+06	1.89289e+06	2.2278e+06	2.3269e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	3.94073e+06	4.13755e+06		3.89594e+06		4.41584e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	7	7	1.53772e+07	1.3957e+07	1.56794e+07	1.52676e+07	1.42342e+07	1.46944e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.72438e+06	4.69278e+06	4.81752e+06	4.53129e+06	4.65128e+06	4.8685e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	3	3	2.8784e+06	3.14639e+06	2.62877e+06	2.9024e+06	2.01765e+06	2.55577e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.7955e+07	1.68435e+07	1.72026e+07	1.85894e+07	1.65888e+07	1.71401e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	4.36548e+06	4.46853e+06	4.17049e+06	4.66925e+06	4.15715e+06	4.32019e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	6.17418e+06	6.36653e+06	6.98443e+06	6.24e+06	6.52796e+06	6.61884e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.25669e+06	3.15895e+06	3.42947e+06	3.45355e+06	4.40525e+06	4.08148e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.08139e+07	2.27302e+07	2.23407e+07	2.24079e+07	2.28931e+07	2.22513e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1						750956
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.08671e+06	2.72143e+06	2.13781e+06	2.19936e+06	2.32925e+06	2.13425e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	2.25591e+06	1.76027e+06		2.02197e+06	1.89195e+06	2.27559e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.67671e+07	1.7467e+07	1.6304e+07	1.71386e+07	1.7265e+07	1.75639e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.75801e+07	1.72292e+07	1.73478e+07	1.79822e+07	1.81569e+07	1.84169e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	2	2		1.04301e+06				1.04243e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	472146	523800	614494	662983	497864	531107
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.29876e+06	1.19519e+06	1.38196e+06	1.02698e+06	1.42249e+06	1.20928e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	805750	876043	815636	682102	668048	749803
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.5601e+07	3.43373e+07	3.29324e+07	3.57814e+07	3.21261e+07	3.33155e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	3.18203e+06	2.90554e+06	2.26034e+06	2.8967e+06	2.55019e+06	2.33317e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	6.43334e+06	7.01694e+06	7.01259e+06	7.47381e+06	6.89524e+06	6.33055e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9	1.12308e+08	1.12903e+08	1.15732e+08	1.12841e+08	1.18256e+08	1.15618e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	6.79338e+06	6.70654e+06	7.24847e+06	7.465e+06		5.58162e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8	4.01565e+07	3.80808e+07	4.45533e+06	3.8068e+07	4.89289e+06	4.64583e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3	2.13583e+06	1.72133e+06	2.06526e+06		1.39652e+06	1.60394e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	7.89016e+06	8.80669e+06	5.5045e+06	7.11462e+06	8.46148e+06	6.75845e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.71138e+06	3.90418e+06	3.96566e+06	3.82359e+06	3.91612e+06	3.93787e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	24	24	1.88636e+07	1.93125e+07	1.94106e+07	1.99101e+07	1.90195e+07	2.00351e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16	8.54507e+06	8.60944e+06	8.91448e+06	9.18915e+06	8.69379e+06	8.67347e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	8	8	3.18357e+07	3.27558e+07	3.318e+07	3.31107e+07	3.43758e+07	3.31355e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.61046e+07	2.50805e+07	2.39328e+07	2.47785e+07	2.42968e+07	2.48174e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	6.81978e+08	6.65304e+08	6.62829e+08	6.64432e+08	6.46537e+08	6.49841e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.26591e+09	9.41103e+08	1.22576e+09	1.20751e+09	1.24566e+09	1.27918e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	6.0215e+06	5.63352e+06	5.97216e+06	6.05463e+06	5.88794e+06	5.82017e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.20553e+07	5.1677e+07	5.20156e+07	4.91426e+07	5.21522e+07	5.14282e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	7	7	9.88212e+06	1.00544e+07	9.4804e+06	9.9809e+06	9.49949e+06	9.49526e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	7.21913e+06	6.6892e+06	6.80348e+06	7.0233e+06	6.3263e+06	7.08502e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.1697e+08	9.34035e+08	8.95657e+08	8.94794e+08	8.81601e+08	8.85472e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.91975e+07	9.81603e+07	9.81888e+07	9.80696e+07	9.98699e+07	9.51236e+07
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	1.48182e+07	1.44637e+07	1.49652e+07	1.62084e+07	1.47409e+07	1.52398e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	7.01238e+07	6.828e+07	6.9292e+07	6.97663e+07	6.89813e+07	6.84873e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2	1.22781e+06	1.20467e+06	1.03915e+06	1.30323e+06	1.35294e+06	1.34931e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	14	14	9.56127e+08	9.81378e+08	9.0551e+08	9.90258e+08	9.00014e+08	8.97597e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.35482e+07	1.38985e+07	1.3896e+07	1.41375e+07	1.52627e+07	1.47501e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.12857e+07	1.14334e+07	1.00194e+07	1.13719e+07	1.11728e+07	1.06219e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	17	17	2.74928e+07	2.80173e+07	2.75285e+07	2.69564e+07	2.72119e+07	2.68179e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	22	22	9.21997e+07	8.96193e+07	8.79073e+07	9.10839e+07	8.74405e+07	8.80065e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	1.37511e+06	1.61575e+06	1.91752e+06	1.60967e+06	1.45488e+06	
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	9.13454e+08	8.83755e+08	9.07527e+08	9.04978e+08	8.97172e+08	9.10795e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.14392e+07	4.13549e+07	4.16114e+07	4.33395e+07	4.05348e+07	4.15884e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.7428e+07	1.75262e+07	1.78848e+07	1.82066e+07	1.79265e+07	1.81268e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.69594e+07	6.86736e+07	6.83336e+07	7.00374e+07	6.84071e+07	6.81833e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3	7.74921e+07	7.65749e+07	1.0415e+07	7.62925e+07	8.80242e+06	1.12752e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.27335e+08	2.14007e+08	2.19539e+08	2.16173e+08	2.18256e+08	2.20573e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		2	2	1.36488e+07	1.43553e+07		1.44577e+07		
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	3.5538e+06	3.61967e+06	3.7308e+06	3.25453e+06	3.7453e+06	3.68217e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	9.83468e+07	9.94896e+07	9.96548e+07	9.59365e+07	9.87249e+07	1.0104e+08
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.49268e+08	1.45564e+08	1.44772e+08	1.45139e+08	1.49233e+08	1.51931e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.307e+09	1.33213e+09	1.30082e+09	1.30197e+09	1.33782e+09	1.29315e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	2	2	1.67867e+06	1.44079e+06	1.46117e+06	1.68224e+06	1.54055e+06	
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	2.13829e+07	2.16501e+07	2.14745e+07	2.17803e+07	2.13349e+07	2.25558e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	11	11	2.22532e+07	2.21039e+07	2.22958e+07	2.29831e+07	2.21757e+07	2.23009e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2	230815	361108	474902	497070	293638	288913
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	6.94069e+06	8.69187e+06	7.98942e+06	8.08785e+06	8.37985e+06	8.54053e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	1.04392e+07	1.00423e+07	9.58706e+06	1.11544e+07	9.4917e+06	9.85364e+06
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20	2.80796e+07	2.76835e+07	3.02365e+07	2.8173e+07	3.01875e+07	3.03052e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	8	8	8.88508e+06	9.20775e+06	9.43427e+06	9.62556e+06	8.89693e+06	9.80128e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	4.85348e+06	5.33334e+06	4.99805e+06	5.28064e+06	4.97122e+06	4.81371e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	18	18	2.18032e+08	2.08006e+08	2.09982e+08	2.14412e+08	2.12219e+08	2.09591e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.01697e+07	3.00787e+07	2.98532e+07	2.99075e+07	3.01471e+07	2.95116e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7	7.49466e+07	7.41126e+07		7.39418e+07		6.45001e+06
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		3	3	7.53298e+06	7.57426e+06	1.23428e+06	7.52247e+06	1.11879e+06	1.34484e+06
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.90404e+07	6.8943e+07	6.30488e+07	7.08371e+07	6.74914e+07	7.23297e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		15	15	5.27129e+07	5.83861e+07		5.52687e+07	1.18015e+07	
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.46786e+07	2.44907e+07	2.37187e+07	2.41028e+07	2.20901e+07	2.19532e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	1.33367e+06			1.12124e+06	1.11106e+06	918865
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.9496e+08	1.95175e+08	1.95901e+08	1.95192e+08	1.89186e+08	1.92746e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.35143e+07	1.3569e+07	1.49492e+07	1.43657e+07	1.33274e+07	1.39251e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.46535e+07	2.43428e+07	2.58354e+07	2.57654e+07	2.59842e+07	2.59194e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5	4.65988e+07	4.26986e+07	4.64077e+06	4.35107e+07	5.22747e+06	5.18242e+06
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	53	53	6.43586e+07	6.29389e+07	6.15702e+07	6.16004e+07	6.34035e+07	6.37805e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	2	2	2.31696e+06	2.16421e+06	2.38587e+06	2.1609e+06	2.02835e+06	2.27225e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	16	16	5.32287e+06	5.92071e+06	5.54917e+06	5.74557e+06	5.3944e+06	5.38416e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	4.02715e+07	4.09032e+07	4.37024e+07	3.99696e+07	4.41754e+07	4.2513e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	8	8	3.08121e+06	2.9724e+06	2.99421e+06	2.69852e+06	3.20721e+06	2.79374e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	1.77895e+06	1.83143e+06	1.27001e+06	1.67809e+06	1.76589e+06	2.00839e+06
