protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P15639	23752978.149414998	22227737.151814826	25600890.040172063	21667645.86998068	22540254.59060937	21570046.29435461	20529383.36324223	24836948.11619863	22079114.595895868	90893184.7840816	85685923.45367005	88581385.70434204	87448733.91195457	81660092.86435083	82402600.60102756	83064604.19086422	86908341.96765566	88658372.76193604	P15639	P15639		purH	0	1.2782472464191538e-15	-1.9205097703419272	True	0.00038097740409879144	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
Q12068	51825015.86582711	52269302.268004976	56066461.62479627	51267243.45376686	51372405.14261239	49866167.34767535	49671416.13586187	50651589.32209169	50969500.13497487	26674832.76628198	27858601.57992567	23494386.797410022	25007697.58942187	23844732.97703816	23096255.65725582	25754557.47982124	25614184.216468725	24516128.18411729	Q12068	Q12068		GRE2	0	1.3113323975133017e-15	1.0385600471309593	True	0.0003875459800315292	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P46655	332631507.07978654	323903344.409104	312340863.98801386	318643098.2455217	303283343.0213928	300020495.1576026	311821068.258946	314419067.90225124	312542307.57154137	160870994.7337823	158375765.26256302	163601444.3289353	171168364.9351151	150475821.2094159	150240906.55592147	155930563.545992	156186139.9128471	157153674.6861915	P46655	P46655		GUS1	0	1.3151764682822124e-15	0.9906478524805961	True	0.00039411455596426696	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P33767	41392238.22120976	40602228.9940106	41167086.80960583	38047808.55453313	40478063.30178451	42685987.31043548	40701655.85314286	42755541.04449221	42188677.17566415	20138067.904626787	22168433.31014532	22887151.25948233	20197706.58248392	19571507.390010163	21029154.6714844	19636931.41418815	21537191.975046188	21445429.361613262	P33767	P33767		WBP1	0	1.4551128764046151e-15	0.9721822656500823	True	0.00040068313189700475	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P02309	302550462.8704502	312755806.55505073	300478735.0892089	312650255.61476654	292878498.90608263	294621145.3218918	306047443.48627377	308694999.8564454	295483974.7625108	153789568.93397292	155350809.5773617	146153313.6380594	180156313.53490388	147031286.51517406	152193665.60573894	149672119.13938355	148558785.46470457	151252955.82505667	P02309	P02309		HHF1	0	1.4937700052813567e-15	0.9778614499896281	True	0.00040725170782974254	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P0AFF6	9815819.847239545	9491604.174993616	8971488.821428489	11723890.747577673	8969263.193528038	9342039.4178965	7879017.840319954	8647595.736882111	8319130.577791721	36434317.84642239	34026696.96307341	31438346.164918754	36998071.47255813	33675173.90099655	33747319.42370124	35230191.661868535	35178595.483263865	34901802.53553797	P0AFF6	P0AFF6		nusA	0	1.509929377629169e-15	-1.9058774445095288	True	0.00041382028376248033	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P0A6Z3	12776521.328459185	12735682.069619684	13777145.432721645	14976204.155432396	11912047.449364193	13670756.471165547	13066254.401422895	11490869.608516626	11842272.537219774	42716195.859280966	46401955.85656677	47667792.28403114	46581938.887396365	44466142.692466594	48093618.85165832	48541983.73929488	44615790.43578604	46542601.80978733	P0A6Z3	P0A6Z3		htpG	0	1.5501247390030435e-15	-1.8380900840832455	True	0.0004203888596952181	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P0A7V8	28308774.70397579	30119617.113555737	25111993.348201133	23076913.84961514	27791344.14158291	23460499.489254363	26482435.91092893	25868364.319431186	25858325.284765344	101511760.64732678	94066984.86983676	90533850.9048242	98365977.45205729	93985418.12551618	89177483.9292535	97584264.57004464	98042896.77918115	94857882.66792569	P0A7V8	P0A7V8		rpsD	0	1.6097955858067332e-15	-1.8619251281147486	True	0.00042695743562795585	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P06169	9173027849.480583	8642983691.965462	8329354272.914969	8379010667.950106	9028060709.569233	8380451850.836296	8555925355.970975	8778484054.258282	8625585550.104235	4085625244.6612086	3769885070.71724	3601775728.5239515	4781374327.206177	4080859056.1352506	3969123366.804902	4299324752.333105	4200670173.0821176	4138490567.4834127	P06169	P06169		PDC1	0	1.7646711835660593e-15	1.0768104623887558	True	0.0004335260115606937	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P39078	58364494.84064653	61017292.6072355	59720529.13415622	54375088.9563419	57564242.07459648	55570160.90398817	56690571.320040986	59402744.89711047	58761742.35695379	30124712.5315052	30912648.651705157	24854827.886245936	26393445.15727268	28373643.804023206	28149955.6013162	25560686.93906536	30094857.14093069	28659341.296031803	P39078	P39078		CCT4	0	1.8781107907963578e-15	1.042730608214963	True	0.00044009458749343143	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P25294	118363443.6612128	125833511.78699836	120312211.07390216	113355884.74459398	119509862.32981198	111183574.2473974	117979604.98970716	122567161.83565655	117928826.02164432	62218887.74148205	62629503.519990414	50936567.875075646	56976729.47791454	56833663.36414843	59483046.97918632	61833282.97783306	59959945.474427134	59395203.75646485	P25294	P25294		SIS1	0	2.099640912146342e-15	1.0088158419784456	True	0.0004466631634261693	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P0CX37	560604045.7141348	559720714.2873269	536330413.8721853	539147104.3684807	525214801.7878308	504842401.6709628	538191789.9175426	529260305.9989946	568315937.3425857	257449554.3076329	253055963.47356653	282528483.2750234	214223790.35266897	260352352.69771928	264594096.7007256	275849900.8561559	276133370.26965666	266181218.86369357	P0CX37	P0CX37		RPS6A	0	2.17414429820458e-15	1.0485522545405972	True	0.000453231739358907	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P14065	26822219.999783527	28206238.976428237	24646744.24027733	27227626.269244418	26534564.47706985	25432551.354733963	27226126.70557145	26710353.0544419	26407073.591432143	13930786.139060777	13066800.58862994	12084974.344538722	11798831.830700532	13111505.187593712	12807341.437388385	12802300.479691762	10989180.36462948	12666379.825293032	P14065	P14065		GCY1	0	2.3405388909732033e-15	1.0786845669840632	True	0.0004598003152916448	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P33442	819217239.7244886	838833032.3165199	751122345.3369693	799743539.9411645	770499927.4152882	762767647.4433455	793897094.0310721	809164151.4599149	778305684.5776187	462572571.088435	416418109.7005755	395614272.5669968	433891068.1473251	401677455.9360883	369514060.3776764	403105105.9219551	413736942.507135	399053490.3452593	P33442	P33442		RPS1A	0	2.5364457834047024e-15	0.9467945114392939	True	0.0004663688912243826	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
Q06625	66241996.50185178	68676723.7570218	63339134.84433882	60917022.53145939	62393115.48561858	62978950.535493255	63392037.48012894	63962035.58898751	64185756.90312995	37027455.18865731	34664350.78556202	30462767.575683378	35413715.74013893	34257527.66397806	31851853.856754303	35174581.815488726	33734747.16965972	33775806.8109141	Q06625	Q06625		GDB1	0	2.7380413918710704e-15	0.9110449751231419	True	0.0004729374671571203	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P00931	150913891.39712122	152709350.1982218	153447254.93839014	142017373.15950644	146595633.24285406	147328051.169637	147646593.45343193	150728869.16400555	149076974.61686435	79300496.47605765	77094696.94040853	80475324.10026512	69688643.45938624	70353553.9432669	64210403.65581909	75731691.39742704	73994439.55445199	75884006.9154712	P00931	P00931		TRP5	0	2.8423694421209178e-15	1.0075508697738	True	0.00047950604308985817	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P54113	75987844.80195397	81373026.93669006	73685532.74805634	74132584.84022269	73942185.79900455	74424302.23256047	75900502.66436726	71819066.72476543	73521680.46652177	38415684.95997484	40096789.00725637	42684533.76695704	39911718.41164351	36067834.8308403	37857797.45793612	37904938.807128206	37039718.86673206	36400886.64031032	P54113	P54113		ADE16	0	2.926726892625458e-15	0.9620763705465447	True	0.0004860746190225959	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P40069	165142126.64202142	165716973.33860752	178699422.63084954	160303105.21015432	158178799.6213966	162375088.35445482	163249478.87944266	166575073.2119462	161517668.01308522	87491837.05044748	84798823.43655023	93049253.97452648	81519986.31807321	76946644.24387525	83000409.29792623	82505546.90797243	83999433.56100379	85177415.7113599	P40069	P40069		KAP123	0	3.4364822248622737e-15	0.9661087597868295	True	0.0004926431949553336	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P0A9D8	9363155.59841181	7495786.972545694	8550813.619215649	6179302.656161729	7321873.774615831	7896262.682306813	7365820.815149706	7764008.50699738	8072822.775538355	30041133.25128449	27411973.24867343	27199755.912764404	28201595.74195548	30411106.88355965	29413344.500514485	28431606.250778995	31122586.78094914	30258154.917811	P0A9D8	P0A9D8		dapD	0	3.4993199134651112e-15	-1.9066396061675575	True	0.0004992117708880715	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P63284	10117408.961431189	8737400.937513145	11746841.167817265	12867552.811810622	10188127.927324656	8575515.098340463	9459779.045955384	8398765.292865485	11205024.122437656	31820677.134212248	34444399.00153365	32167251.69469103	35739061.365030006	32497713.49776992	36245258.05244135	35901842.03288993	33480958.605970565	36374345.09211253	P63284	P63284		clpB	0	3.583714174503555e-15	-1.7574421927579513	True	0.0005057803468208092	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P0ABU5	8643118.654675376	7744769.066175922	10548553.031764418	11442707.493713332	6331258.788491635	10000266.412269032	9261852.42685228	6470330.019020448	8727724.5900868	35210068.45560372	32740733.06745968	33744226.20751858	39630425.00457657	37242399.10160263	37119089.48540749	36312856.92433115	36738155.80914972	37815410.44762302	P0ABU5	P0ABU5		elbB	0	3.7184716392257176e-15	-2.044282438060582	True	0.0005123489227535471	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P28241	267313809.98943183	282930279.9076582	267056365.11886308	259436150.06672227	260797593.456054	273194911.82284695	255127268.45976576	261303120.80236968	258490597.5685896	130673226.8373042	134367253.24291572	131545589.582736	144468440.41445118	128043959.72899394	139219670.3715929	130510656.41811565	128478546.15309492	132179715.5633069	P28241	P28241		IDH2	0	4.003421106867358e-15	0.9919648667937713	True	0.0005189174986862848	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P0AFG8	21542412.717692647	22025029.54742813	21758323.859990217	21655868.892126143	20301420.93108969	23855466.13337672	21107910.41338367	21452341.17991066	20692832.602367457	90154468.4930322	89298575.72861214	84439478.03830288	84226268.3847995	84268734.1747917	82762332.05936722	84932244.89518669	84997209.61999048	83120045.44520421	P0AFG8	P0AFG8		aceE	0	4.219273269923934e-15	-1.9825148304894602	True	0.0005254860746190226	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P07149	532328639.70610994	551819412.303038	550156306.9690182	505238781.59114623	520750411.143654	525558655.4104135	531693102.70315325	558091216.3028117	537767737.0567807	275723286.9370839	275570860.9432876	268851579.0929808	285684628.0002694	255254104.48784217	266134144.9059904	264637564.53940368	258792094.29515043	259542671.72389168	P07149	P07149		FAS1	0	4.614414455142591e-15	0.9979101549162297	True	0.0005320546505517604	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P08997	5710371.827678252	5735987.218802857	5445656.972869037	3763075.9544878006	6541519.959579653	5946187.125180219	4945789.411455118	4829643.352310138	6248832.764695627	19923401.633750163	20012701.76793251	18571780.467647847	17222168.658469193	19382468.87503253	17875419.11864072	19096279.216539744	17811360.906422757	19876023.26249465	P08997	P08997		aceB	0	4.732620596611074e-15	-1.7878310432285127	True	0.0005386232264844983	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P10591	4758248707.731102	4613332858.963939	4299059789.492799	4629278406.45161	4364126060.797015	4307923106.597256	4539737499.246369	4666107878.022668	4424859255.586048	2383890132.309403	2256785511.457937	2073156728.2669969	2367447840.380582	2109697556.751965	2100939590.0753844	2312988532.115216	2241258097.804516	2164449686.45113	P10591	P10591		SSA1	0	5.362562408484107e-15	1.0208093158495717	True	0.000545191802417236	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P25619	26027713.662562795	27780665.778226197	27424130.44614432	25868168.314755693	26938230.621111427	27154632.14001871	27006952.21951399	27358971.996650107	26953767.60113464	13709849.567723708	14224188.012017475	14863491.723675905	12226644.962554071	13120444.20866327	15181061.722949434	13810478.452764751	14049426.83007365	14849024.894396195	P25619	P25619		HSP30	0	5.786833025172847e-15	0.9442435036361368	True	0.0005517603783499737	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P38911	33469435.82522442	34115249.96068619	33595060.83590607	34635370.754993565	33189614.170973808	33106877.985506546	35599368.48193826	35265975.569959365	32249816.624592163	18612377.770863622	19813743.25022684	17396861.19890665	20001322.59862333	17356128.368728787	16712725.9414058	16708076.249728233	16889799.06366567	17899245.629022956	P38911	P38911		FPR3	0	6.411548730127592e-15	0.9193278075463415	True	0.0005583289542827115	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P40495	87607576.8117915	85292126.56033167	79673328.16522333	83503970.696548	81648202.40774816	88035590.52783023	84784708.68922555	84742215.02181368	89766854.31318071	45206409.08323245	45512914.410503015	49922180.67328828	44028937.348066345	40515490.51496792	45000953.07639836	42558368.07549382	45006918.99444319	45193154.40119297	P40495	P40495		LYS12	0	6.617981293567157e-15	0.9249785616810325	True	0.0005648975302154493	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P39968	35993344.12667891	37042759.43069771	34662881.386460885	36739461.32625145	34688303.49039989	33124105.756892044	33653253.201182574	35141005.45311562	33844665.48480506	17855215.070107773	17294906.618361454	15885833.250238003	15052317.509370953	15623999.642974736	15471381.804527352	16535840.2040871	16778680.90785731	17020116.024409596	P39968	P39968		VAC8	0	7.211935762175797e-15	1.0939530851752208	True	0.0005714661061481871	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P07283	83173045.32142735	80317512.21250246	81010075.89951429	76290510.04255672	79011039.68795425	80345956.68230334	76474935.5623363	81268280.12998281	77033618.05880868	46962459.63878804	44159558.94360319	38581921.80786932	40922863.75458176	39739307.05338183	37062481.36051389	39640703.30257463	41808201.96095884	39026312.93932653	P07283	P07283		SEC53	0	7.413495561164992e-15	0.9584632291481243	True	0.0005780346820809249	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P15454	105460275.26089418	107582260.29622732	102987412.86362109	103660389.2676052	98762723.71195398	98494001.76194143	101259097.95190652	101156248.920442	96302321.29123996	48835899.429958925	53381730.09735906	51145288.791928105	56606542.73362076	49690468.635741696	52901130.04584799	50596378.65293729	50986290.88315415	50998894.26607806	P15454	P15454		GUK1	0	7.815365166138393e-15	0.9771463074391317	True	0.0005846032580136627	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P33195	26031656.718854148	28877490.996587448	25085310.39284224	22970245.08545339	27555920.921583854	28006313.71085606	26420962.817174364	26700737.874831345	27255572.987354517	96546157.60734025	105702246.23168588	98309667.93597072	96068292.75813124	95388860.85143869	99341993.0664916	99231038.99577872	102506059.6136386	104883790.32697092	P33195	P33195		gcvP	0	8.032355440444351e-15	-1.9102479861774797	True	0.0005911718339464005	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
